side,Omega_center,Delta_center,box_status,passed,sigma_minus_diff,alpha_center,y_center,sigma_center,worst_sigma,max_diff
1,0.2652049999999999,0.0828284589530155,certified_box,True,0.022288555609004352,0.2801934704066781,0.5965,0.023288455610674174,0.022822065959954636,0.0009999000016698211
2,0.2652049999999999,0.0827684589530155,certified_box,True,0.021936461540714734,0.2808121825012115,0.5965,0.0227653501538519,0.022762685427811426,0.0008288886131371673
1,0.26521,0.0828408203021809,certified_box,True,0.022288348458954357,0.280197380646313,0.5965,0.02328775248697167,0.02282203394477384,0.0009994040280173133
2,0.26521,0.0827808203021809,certified_box,True,0.021936521511281837,0.28081518512382164,0.5965,0.022765410107645243,0.0227626882730648,0.0008288885963634077
1,0.265215,0.0828531795061379,certified_box,True,0.022288148062602545,0.2802012879286772,0.5965,0.023287058161989237,0.02282200858823173,0.0009989100993866935
2,0.265215,0.0827931795061379,certified_box,True,0.021936588113499557,0.2808181875323033,0.5965,0.022765476693088697,0.02276267345119647,0.0008288885795891409
1,0.26522,0.0828655365660041,certified_box,True,0.022287954422813266,0.2802051922635592,0.5965,0.023286372627831876,0.022821989891923133,0.000998418205018611
2,0.26522,0.0828055365660041,certified_box,True,0.021936661347070535,0.2808211897267047,0.5965,0.022765549909884962,0.022762644865329383,0.0008288885628144272
1,0.265225,0.0828778914828971,certified_box,True,0.022287767542403466,0.2802090936607116,0.5965,0.02328569587662538,0.022821977857410126,0.0009979283342219129
2,0.265225,0.0828178914828971,certified_box,True,0.021936741211693672,0.28082419170707135,0.5965,0.02276562975773282,0.022762622914161403,0.0008288885460391476
1,0.2652299999999999,0.0828902442568168,certified_box,True,0.022287587404610832,0.28021299215186835,0.5965,0.023285027881986383,0.022821943025532258,0.0009974404773755515
2,0.2652299999999999,0.0828302442568168,certified_box,True,0.021936827707157228,0.280827193473224,0.5965,0.02276571623642058,0.022762607597570372,0.0008288885292633512
1,0.265235,0.0829025948905572,certified_box,True,0.022287414041652784,0.2802168877134595,0.5965,0.02328436866406868,0.02282189972506479,0.0009969546224158992
2,0.265235,0.0828425948905572,certified_box,True,0.021936920833000646,0.2808301950255518,0.5965,0.02276580934548763,0.0227625989151844,0.0008288885124869831
1,0.26524,0.0829149433830008,certified_box,True,0.02228718083590683,0.2802207803990998,0.597,0.023283651691443197,0.022821863062165295,0.0009964708555363665
2,0.26524,0.0828549433830008,certified_box,True,0.021936891026785588,0.280833196363647,0.597,0.022765779617347322,0.02276259686696722,0.000828888590561736
1,0.265245,0.0829272897375002,certified_box,True,0.02228680230172085,0.2802246701741218,0.597,0.02328279127666012,0.022821833078587015,0.0009959889749392697
2,0.265245,0.0828672897375002,certified_box,True,0.021936773952779407,0.28083619748801086,0.597,0.02276566252656739,0.022762601452488436,0.0008288885737879833
1,0.26525,0.082939633952938,certified_box,True,0.022286430503875587,0.2802285570919002,0.597,0.023281939570785934,0.02282180973593871,0.000995509066910349
2,0.26525,0.082879633952938,certified_box,True,0.021936663514070646,0.2808391983982383,0.597,0.022765552071084372,0.02276258172205152,0.0008288885570137262
