Omega_lo,Omega_hi,Delta_lo,Delta_hi,Omega_center,Delta_center,alpha_upper_gap3,Ymax,sigma_center_min,y_at_min,pert_bound,k4_gt_k3_margin,passed,depth
0.2025,0.20500000000000002,0.08249999999999999,0.08499999999999999,0.20375000000000001,0.08374999999999999,0.28962747413976786,13.414730709186824,0.018337386154880255,0.5924839396557502,0.015589471128828025,0.00274791502605223,True,2
0.2,0.2025,0.08499999999999999,0.0875,0.20125,0.08625,0.2894967992202727,13.413416790661506,0.017546036574780172,0.5812480609286652,0.015588923662775978,0.001957112912004195,True,2
0.2,0.2025,0.0875,0.09,0.20125,0.08875,0.2899617102951881,13.414409230376117,0.01738822410897798,-0.5812910666496318,0.015589337179323204,0.0017988869296547763,True,2
0.2025,0.20500000000000002,0.08499999999999999,0.0875,0.20375000000000001,0.08625,0.29006724449395294,13.41569509939757,0.018179690176656105,0.5925265335567254,0.01558987295808234,0.0025898172185737645,True,2
0.2025,0.20500000000000002,0.0875,0.09,0.20375000000000001,0.08875,0.2905204728601685,13.41668737058444,0.01801737301438293,0.59257035886748,0.01559028640441018,0.002427086609972748,True,2
0.20500000000000002,0.20750000000000002,0.08,0.08249999999999999,0.20625000000000002,0.08124999999999999,0.2898078497236777,13.41610040212878,0.019317562928097064,-0.6037245180957953,0.015590041834220275,0.0037275210938767893,True,2
0.20500000000000002,0.20750000000000002,0.08249999999999999,0.08499999999999999,0.20625000000000002,0.08374999999999999,0.29022374759594655,13.417036744378395,0.019162593191306164,-0.6037666534970274,0.015590431976824748,0.003572161214481416,True,2
0.20750000000000002,0.21,0.08,0.08249999999999999,0.20875,0.08124999999999999,0.29042818533501,13.418434148588277,0.019653000623537715,0.6038295366864723,0.015591014228578143,0.004061986394959572,True,2
0.20750000000000002,0.21,0.08249999999999999,0.08499999999999999,0.20875,0.08374999999999999,0.29083409130632587,13.419370327999745,0.019532405751446227,-0.6038716647599891,0.01559140430333289,0.003941001448113338,True,2
0.20500000000000002,0.20750000000000002,0.08499999999999999,0.0875,0.20625000000000002,0.08625,0.2906527166689088,13.418000968847782,0.019002803390344908,0.6038100435981519,0.015590833737019638,0.0034119696533252697,True,2
0.20500000000000002,0.20750000000000002,0.0875,0.09,0.20625000000000002,0.08875,0.29109477552964197,13.418993069526492,0.018838207461103006,0.6038546881286919,0.015591247112302975,0.0032469603488000306,True,2
0.20750000000000002,0.21,0.08499999999999999,0.0875,0.20875,0.08625,0.29125272234084293,13.420334384805768,0.01940853851968378,-0.60391504731626,0.015591805993668995,0.003816732526014787,True,2
0.20750000000000002,0.21,0.0875,0.09,0.20875,0.08875,0.2916840939257118,13.421326312999025,0.019281466818898196,-0.6039596840849573,0.01559221929708271,0.0036892475218154863,True,2
0.2,0.2025,0.09,0.0925,0.20125,0.09125,0.2904404938565386,13.415429549589533,0.017226145690877867,-0.5813352804822145,0.015589762312329336,0.001636383378548531,True,2
0.2,0.2025,0.0925,0.095,0.20125,0.09375,0.2909331750180853,13.416477741941065,0.017059862760807138,-0.5813807021507778,0.015590199059142273,0.0014696637016648646,True,2
0.2025,0.20500000000000002,0.09,0.0925,0.20375000000000001,0.09125,0.29098718088261605,13.417707516561837,0.017850467427409693,-0.592615415314814,0.015590711465234053,0.00225975596217564,True,2
0.2025,0.20500000000000002,0.0925,0.095,0.20375000000000001,0.09375,0.29146738962014496,13.41875553097231,0.017679010197847813,0.5926617026179439,0.015591148137905408,0.0020878620599424046,True,2
0.2,0.2025,0.095,0.0975,0.20125,0.09625,0.29143977818684697,13.417553800898284,0.01688944327575488,0.5814273313722591,0.015590647417040637,0.001298795858714244,True,2
0.2,0.2025,0.0975,0.1,0.20125,0.09875,0.29196032691381957,13.418657719757219,0.016714962332836744,-0.5814751678561461,0.015591107383231995,0.0011238549496047495,True,2
0.2025,0.20500000000000002,0.095,0.0975,0.20375000000000001,0.09625,0.2919611194177597,13.419831407286754,0.01750304253294992,0.5927092204884978,0.015591596419702869,0.0019114461132470513,True,2
0.2025,0.20500000000000002,0.0975,0.1,0.20375000000000001,0.09875,0.2924683897711017,13.420935138804598,0.0173226105054902,0.5927579686305364,0.01559205630783489,0.001730554197655311,True,2
0.20500000000000002,0.20750000000000002,0.09,0.0925,0.20625000000000002,0.09125,0.2915499422782535,13.420013040232115,0.01866882166284148,0.603900586810445,0.015591672100096376,0.0030771495627451052,True,2
0.20500000000000002,0.20750000000000002,0.0925,0.095,0.20625000000000002,0.09375,0.29201823441676794,13.421060874610472,0.018494664823609105,-0.603947739357471,0.01559210869775396,0.0029025561258551463,True,2
0.20750000000000002,0.21,0.09,0.0925,0.20875,0.09125,0.29212822104448094,13.422346106400326,0.019151263876427117,-0.6040055747880153,0.015592644211000095,0.0035586196654270215,True,2
0.20750000000000002,0.21,0.0925,0.095,0.20875,0.09375,0.29258511807554777,13.423393758658799,0.019018008640771134,0.604052719139645,0.015593080732774378,0.0034249279079967554,True,2
0.20500000000000002,0.20750000000000002,0.095,0.0975,0.20625000000000002,0.09625,0.2924996687320761,13.42213656613581,0.01831575860774547,-0.6039961454761116,0.015592556902557009,0.002723201705188461,True,2
0.20500000000000002,0.20750000000000002,0.0975,0.1,0.20625000000000002,0.09875,0.29299426117274857,13.423240108111008,0.018132127807747096,0.6040458048649953,0.015593016711713092,0.002539111096034004,True,2
0.20750000000000002,0.21,0.095,0.0975,0.20875,0.09625,0.2930547986853861,13.424469263252085,0.018881786191744056,-0.6041011168463442,0.015593528859688621,0.0032882573320554345,True,2
0.20750000000000002,0.21,0.0975,0.1,0.20875,0.09875,0.29353727571638616,13.425572613486548,0.018742688177661265,0.6041507676068942,0.015593988588953056,0.0031486995887082085,True,2
0.2,0.2025,0.1,0.10250000000000001,0.20125,0.10125,0.2924948437363343,13.419789491642558,0.01653650285115157,-0.5815242113045116,0.015591578954851082,0.000944923896300489,True,2
0.2,0.2025,0.10250000000000001,0.10500000000000001,0.20125,0.10375000000000001,0.29304335001178244,13.420949109507866,0.016354156317702286,-0.5815744614120089,0.015592062128961581,0.000762094188740705,True,2
