Omega_over_gamma,Delta_over_gamma_fixed,dipolar_gap_exact_cubic_over_gamma,dipolar_gap_numeric_block_over_gamma,strong_drive_asymptote_over_gamma,abs_difference_exact_minus_numeric
0.8200000000000001,0.18,0.2616770497515791,0.2616770497515785,0.25,6.106226635438361e-16
0.8225,0.18,0.26160728038550085,0.26160728038550013,0.25,7.216449660063518e-16
0.8250000000000001,0.18,0.26153814314080864,0.26153814314080887,0.25,2.220446049250313e-16
0.8275,0.18,0.26146963020504455,0.26146963020504377,0.25,7.771561172376096e-16
0.8300000000000001,0.18,0.26140173389056265,0.26140173389056237,0.25,2.7755575615628914e-16
0.8325,0.18,0.26133444663204264,0.26133444663204264,0.25,0.0
0.835,0.18,0.2612677609840542,0.2612677609840543,0.25,1.1102230246251565e-16
0.8375,0.18,0.26120166961868724,0.2612016696186874,0.25,1.6653345369377348e-16
0.84,0.18,0.2611361653232346,0.2611361653232344,0.25,1.6653345369377348e-16
0.8425,0.18,0.2610712409979329,0.2610712409979326,0.25,2.7755575615628914e-16
0.845,0.18,0.2610068896537577,0.2610068896537572,0.25,4.996003610813204e-16
0.8475,0.18,0.2609431044102661,0.26094310441026586,0.25,2.220446049250313e-16
0.85,0.18,0.2608798784934986,0.2608798784934991,0.25,4.996003610813204e-16
0.8525,0.18,0.2608172052339246,0.2608172052339243,0.25,2.7755575615628914e-16
0.855,0.18,0.26075507806443227,0.26075507806443216,0.25,1.1102230246251565e-16
0.8575,0.18,0.26069349051837687,0.2606934905183765,0.25,3.885780586188048e-16
0.86,0.18,0.2606324362276635,0.2606324362276634,0.25,1.1102230246251565e-16
0.8625,0.18,0.26057190892087917,0.26057190892087884,0.25,3.3306690738754696e-16
0.865,0.18,0.2605119024214675,0.26051190242146716,0.25,3.3306690738754696e-16
0.8675,0.18,0.26045241064594354,0.2604524106459433,0.25,2.220446049250313e-16
0.87,0.18,0.26039342760215134,0.26039342760215123,0.25,1.1102230246251565e-16
0.8725,0.18,0.2603349473875594,0.2603349473875593,0.25,1.1102230246251565e-16
0.875,0.18,0.26027696418759494,0.26027696418759505,0.25,1.1102230246251565e-16
0.8775000000000001,0.18,0.26021947227401954,0.26021947227401937,0.25,1.6653345369377348e-16
0.88,0.18,0.26016246600333076,0.26016246600333026,0.25,4.996003610813204e-16
0.8825000000000001,0.18,0.26010593981521357,0.26010593981521346,0.25,1.1102230246251565e-16
0.885,0.18,0.26004988823101516,0.26004988823101516,0.25,0.0
0.8875000000000001,0.18,0.2599943058522578,0.2599943058522581,0.25,2.7755575615628914e-16
0.89,0.18,0.2599391873591853,0.25993918735918475,0.25,5.551115123125783e-16
0.8925000000000001,0.18,0.2598845275093389,0.2598845275093382,0.25,6.661338147750939e-16
0.895,0.18,0.259830321136164,0.2598303211361638,0.25,2.220446049250313e-16
0.8975,0.18,0.2597765631476542,0.25977656314765435,0.25,1.6653345369377348e-16
0.9,0.18,0.2597232485250126,0.25972324852501283,0.25,2.220446049250313e-16
0.9025,0.18,0.2596703723213535,0.2596703723213533,0.25,1.6653345369377348e-16
0.905,0.18,0.25961792966042346,0.2596179296604235,0.25,5.551115123125783e-17
0.9075,0.18,0.25956591573535703,0.2595659157353569,0.25,1.1102230246251565e-16
0.91,0.18,0.2595143258074527,0.2595143258074527,0.25,0.0
0.9125,0.18,0.25946315520497887,0.2594631552049789,0.25,5.551115123125783e-17
0.915,0.18,0.2594123993220038,0.2594123993220039,0.25,1.1102230246251565e-16
0.9175,0.18,0.2593620536172502,0.2593620536172503,0.25,1.1102230246251565e-16
0.92,0.18,0.25931211361297357,0.2593121136129735,0.25,5.551115123125783e-17
0.9225,0.18,0.25926257489386295,0.25926257489386295,0.25,0.0
0.925,0.18,0.2592134331059708,0.259213433105971,0.25,2.220446049250313e-16
0.9275,0.18,0.2591646839556543,0.2591646839556544,0.25,1.1102230246251565e-16
0.93,0.18,0.25911632320854877,0.25911632320854844,0.25,3.3306690738754696e-16
0.9325,0.18,0.259068346688554,0.25906834668855394,0.25,5.551115123125783e-17
0.935,0.18,0.25902075027685156,0.25902075027685134,0.25,2.220446049250313e-16
0.9375,0.18,0.2589735299109285,0.2589735299109285,0.25,0.0
0.9400000000000001,0.18,0.2589266815836343,0.2589266815836342,0.25,1.1102230246251565e-16
0.9425,0.18,0.2588802013422476,0.25888020134224754,0.25,5.551115123125783e-17
0.9450000000000001,0.18,0.2588340852875671,0.2588340852875668,0.25,2.7755575615628914e-16
0.9475,0.18,0.25878832957301817,0.25878832957301745,0.25,7.216449660063518e-16
0.9500000000000001,0.18,0.25874293040377616,0.2587429304037763,0.25,1.1102230246251565e-16
0.9525,0.18,0.25869788403591487,0.258697884035915,0.25,1.1102230246251565e-16
0.9550000000000001,0.18,0.2586531867755599,0.2586531867755595,0.25,3.885780586188048e-16
0.9575,0.18,0.25860883497806886,0.2586088349780691,0.25,2.220446049250313e-16
0.96,0.18,0.2585648250472229,0.258564825047223,0.25,1.1102230246251565e-16
0.9625,0.18,0.2585211534344357,0.2585211534344356,0.25,1.1102230246251565e-16
0.965,0.18,0.258477816637978,0.25847781663797775,0.25,2.220446049250313e-16
0.9675,0.18,0.2584348112022157,0.25843481120221534,0.25,3.3306690738754696e-16
0.97,0.18,0.25839213371686554,0.25839213371686576,0.25,2.220446049250313e-16
0.9725,0.18,0.25834978081626514,0.2583497808162646,0.25,5.551115123125783e-16
0.975,0.18,0.25830774917864874,0.25830774917864874,0.25,0.0
0.9775,0.18,0.2582660355254559,0.2582660355254554,0.25,4.996003610813204e-16
0.98,0.18,0.25822463662062817,0.25822463662062833,0.25,1.6653345369377348e-16
0.9825,0.18,0.25818354926994513,0.2581835492699446,0.25,5.551115123125783e-16
0.985,0.18,0.2581427703203495,0.2581427703203496,0.25,1.1102230246251565e-16
0.9875,0.18,0.2581022966593047,0.2581022966593049,0.25,2.220446049250313e-16
0.99,0.18,0.25806212521415206,0.25806212521415184,0.25,2.220446049250313e-16
0.9925,0.18,0.25802225295148407,0.2580222529514836,0.25,4.440892098500626e-16
0.995,0.18,0.2579826768765296,0.25798267687652987,0.25,2.7755575615628914e-16
0.9975,0.18,0.2579433940325535,0.2579433940325535,0.25,0.0
1.0,0.18,0.2579044015002604,0.2579044015002603,0.25,1.1102230246251565e-16
1.0025,0.18,0.2578656963972158,0.25786569639721585,0.25,5.551115123125783e-17
1.0050000000000001,0.18,0.25782727587727605,0.25782727587727605,0.25,0.0
1.0075,0.18,0.25778913713002755,0.2577891371300278,0.25,2.7755575615628914e-16
1.01,0.18,0.25775127738023873,0.25775127738023934,0.25,6.106226635438361e-16
1.0125,0.18,0.25771369388732135,0.25771369388732046,0.25,8.881784197001252e-16
1.0150000000000001,0.18,0.257676383944796,0.25767638394479564,0.25,3.3306690738754696e-16
1.0175,0.18,0.2576393448797793,0.2576393448797795,0.25,2.220446049250313e-16
1.02,0.18,0.257602574052472,0.2576025740524711,0.25,8.881784197001252e-16
1.0225,0.18,0.25756606885565275,0.2575660688556528,0.25,5.551115123125783e-17
1.025,0.18,0.2575298267141945,0.25752982671419455,0.25,5.551115123125783e-17
1.0275,0.18,0.2574938450845736,0.25749384508457396,0.25,3.3306690738754696e-16
1.03,0.18,0.2574581214544023,0.2574581214544017,0.25,5.551115123125783e-16
1.0325,0.18,0.257422653341955,0.2574226533419554,0.25,3.885780586188048e-16
1.035,0.18,0.25738743829572186,0.2573874382957216,0.25,2.7755575615628914e-16
1.0375,0.18,0.25735247389394644,0.25735247389394666,0.25,2.220446049250313e-16
1.04,0.18,0.2573177577441961,0.2573177577441963,0.25,2.220446049250313e-16
1.0425,0.18,0.25728328748292006,0.2572832874829193,0.25,7.771561172376096e-16
1.045,0.18,0.25724906077502674,0.25724906077502674,0.25,0.0
1.0475,0.18,0.2572150753134667,0.25721507531346677,0.25,5.551115123125783e-17
1.05,0.18,0.2571813288188192,0.25718132881881944,0.25,2.220446049250313e-16
1.0525,0.18,0.2571478190388891,0.25714781903888967,0.25,5.551115123125783e-16
1.055,0.18,0.25711454374831033,0.2571145437483102,0.25,1.1102230246251565e-16
1.0575,0.18,0.25708150074815483,0.25708150074815483,0.25,0.0
1.06,0.18,0.25704868786555113,0.2570486878655507,0.25,4.440892098500626e-16
1.0625,0.18,0.25701610295330546,0.2570161029533047,0.25,7.771561172376096e-16
1.065,0.18,0.25698374388953327,0.25698374388953343,0.25,1.6653345369377348e-16
1.0675000000000001,0.18,0.2569516085772964,0.2569516085772967,0.25,3.3306690738754696e-16
1.07,0.18,0.2569196949442435,0.25691969494424294,0.25,5.551115123125783e-16
1.0725,0.18,0.2568880009422586,0.25688800094225805,0.25,5.551115123125783e-16
1.075,0.18,0.25685652454711627,0.25685652454711666,0.25,3.885780586188048e-16
1.0775000000000001,0.18,0.2568252637581443,0.2568252637581442,0.25,1.1102230246251565e-16
1.08,0.18,0.25679421659788515,0.2567942165978845,0.25,6.661338147750939e-16
1.0825,0.18,0.2567633811117714,0.25676338111177144,0.25,5.551115123125783e-17
1.085,0.18,0.2567327553678025,0.25673275536780255,0.25,5.551115123125783e-17
1.0875000000000001,0.18,0.25670233745622645,0.25670233745622617,0.25,2.7755575615628914e-16
1.09,0.18,0.25667212548922724,0.25667212548922735,0.25,1.1102230246251565e-16
1.0925,0.18,0.25664211760062117,0.2566421176006215,0.25,3.3306690738754696e-16
1.095,0.18,0.2566123119455527,0.25661231194555256,0.25,1.1102230246251565e-16
1.0975,0.18,0.2565827067001961,0.2565827067001962,0.25,5.551115123125783e-17
1.1,0.18,0.2565533000614685,0.2565533000614687,0.25,2.220446049250313e-16
1.1025,0.18,0.2565240902467397,0.25652409024673917,0.25,5.551115123125783e-16
1.105,0.18,0.2564950754935482,0.25649507549354766,0.25,5.551115123125783e-16
1.1075,0.18,0.25646625405932866,0.25646625405932877,0.25,1.1102230246251565e-16
1.11,0.18,0.2564376242211356,0.2564376242211347,0.25,8.881784197001252e-16
1.1125,0.18,0.2564091842753735,0.2564091842753732,0.25,3.3306690738754696e-16
1.115,0.18,0.25638093253753547,0.25638093253753513,0.25,3.3306690738754696e-16
1.1175,0.18,0.2563528673419422,0.25635286734194196,0.25,2.220446049250313e-16
1.12,0.18,0.2563249870414851,0.2563249870414851,0.25,0.0
1.1225,0.18,0.2562972900073778,0.25629729000737744,0.25,3.3306690738754696e-16
1.125,0.18,0.2562697746289024,0.25626977462890244,0.25,5.551115123125783e-17
1.1275,0.18,0.2562424393131739,0.2562424393131739,0.25,0.0
1.1300000000000001,0.18,0.2562152824848941,0.256215282484893,0.25,1.1102230246251565e-15
1.1325,0.18,0.2561883025861176,0.2561883025861176,0.25,0.0
1.135,0.18,0.25616149807602184,0.25616149807602184,0.25,0.0
1.1375,0.18,0.2561348674306745,0.2561348674306747,0.25,2.220446049250313e-16
1.1400000000000001,0.18,0.2561084091428129,0.25610840914281313,0.25,2.220446049250313e-16
1.1425,0.18,0.25608212172161987,0.25608212172161926,0.25,6.106226635438361e-16
1.145,0.18,0.2560560036925049,0.25605600369250525,0.25,3.3306690738754696e-16
1.1475,0.18,0.25603005359689585,0.2560300535968959,0.25,5.551115123125783e-17
1.1500000000000001,0.18,0.2560042699920202,0.2560042699920193,0.25,8.881784197001252e-16
1.1525,0.18,0.25597865145070053,0.25597865145069987,0.25,6.661338147750939e-16
1.155,0.18,0.25595319656115134,0.255953196561151,0.25,3.3306690738754696e-16
1.1575,0.18,0.25592790392677756,0.255927903926777,0.25,5.551115123125783e-16
1.16,0.18,0.255902772165972,0.25590277216597246,0.25,4.440892098500626e-16
1.1625,0.18,0.25587779991192816,0.25587779991192816,0.25,0.0
1.165,0.18,0.2558529858124391,0.25585298581243937,0.25,2.7755575615628914e-16
1.1675,0.18,0.2558283285297148,0.2558283285297149,0.25,5.551115123125783e-17
1.17,0.18,0.2558038267401927,0.2558038267401929,0.25,2.220446049250313e-16
1.1725,0.18,0.25577947913435595,0.2557794791343554,0.25,5.551115123125783e-16
1.175,0.18,0.25575528441655004,0.2557552844165497,0.25,3.3306690738754696e-16
1.1775,0.18,0.25573124130480934,0.2557312413048093,0.25,5.551115123125783e-17
1.18,0.18,0.2557073485306782,0.2557073485306778,0.25,4.440892098500626e-16
1.1825,0.18,0.25568360483903896,0.2556836048390385,0.25,4.440892098500626e-16
1.185,0.18,0.25566000898794367,0.25566000898794317,0.25,4.996003610813204e-16
1.1875,0.18,0.25563655974844446,0.25563655974844474,0.25,2.7755575615628914e-16
1.19,0.18,0.2556132559044314,0.2556132559044312,0.25,2.220446049250313e-16
1.1925000000000001,0.18,0.2555900962524674,0.25559009625246687,0.25,5.551115123125783e-16
1.195,0.18,0.25556707960162994,0.2555670796016294,0.25,5.551115123125783e-16
1.1975,0.18,0.25554420477335194,0.2555442047733515,0.25,4.440892098500626e-16
1.2,0.18,0.25552147060126845,0.2555214706012685,0.25,5.551115123125783e-17
1.2025000000000001,0.18,0.2554988759310636,0.25549887593106346,0.25,1.1102230246251565e-16
1.205,0.18,0.25547641962031764,0.2554764196203174,0.25,2.220446049250313e-16
1.2075,0.18,0.25545410053836004,0.25545410053836054,0.25,4.996003610813204e-16
1.21,0.18,0.25543191756612504,0.2554319175661253,0.25,2.7755575615628914e-16
1.2125000000000001,0.18,0.2554098695960034,0.2554098695960041,0.25,6.661338147750939e-16
1.215,0.18,0.255387955531705,0.25538795553170446,0.25,5.551115123125783e-16
1.2175,0.18,0.2553661742881136,0.25536617428811376,0.25,1.6653345369377348e-16
1.22,0.18,0.2553445247911555,0.25534452479115555,0.25,5.551115123125783e-17
1.2225,0.18,0.2553230059776569,0.25532300597765667,0.25,2.220446049250313e-16
1.225,0.18,0.25530161679521746,0.25530161679521723,0.25,2.220446049250313e-16
1.2275,0.18,0.2552803562020687,0.2552803562020689,0.25,2.220446049250313e-16
1.23,0.18,0.25525922316695426,0.25525922316695415,0.25,1.1102230246251565e-16
1.2325,0.18,0.2552382166689955,0.2552382166689956,0.25,1.1102230246251565e-16
1.235,0.18,0.25521733569756566,0.2552173356975652,0.25,4.440892098500626e-16
1.2375,0.18,0.2551965792521661,0.2551965792521663,0.25,2.220446049250313e-16
1.24,0.18,0.2551759463423069,0.2551759463423068,0.25,1.1102230246251565e-16
1.2425,0.18,0.2551554359873788,0.2551554359873787,0.25,5.551115123125783e-17
1.245,0.18,0.25513504721654034,0.25513504721654057,0.25,2.220446049250313e-16
1.2475,0.18,0.255114779068598,0.25511477906859814,0.25,1.6653345369377348e-16
1.25,0.18,0.25509463059188875,0.25509463059188864,0.25,1.1102230246251565e-16
1.2525,0.18,0.2550746008441689,0.25507460084416916,0.25,2.7755575615628914e-16
1.2550000000000001,0.18,0.25505468889249927,0.25505468889249916,0.25,1.1102230246251565e-16
1.2575,0.18,0.2550348938131338,0.2550348938131342,0.25,3.885780586188048e-16
1.26,0.18,0.2550152146914139,0.2550152146914135,0.25,3.885780586188048e-16
1.2625,0.18,0.2549956506216541,0.25499565062165397,0.25,1.1102230246251565e-16
1.2650000000000001,0.18,0.2549762007070422,0.25497620070704174,0.25,4.440892098500626e-16
1.2675,0.18,0.25495686405952894,0.2549568640595291,0.25,1.6653345369377348e-16
1.27,0.18,0.2549376397997291,0.2549376397997293,0.25,1.6653345369377348e-16
1.2725,0.18,0.25491852705681606,0.2549185270568155,0.25,5.551115123125783e-16
1.2750000000000001,0.18,0.2548995249684226,0.2548995249684224,0.25,2.220446049250313e-16
1.2775,0.18,0.25488063268054195,0.25488063268054173,0.25,2.220446049250313e-16
1.28,0.18,0.2548618493474286,0.25486184934742817,0.25,4.440892098500626e-16
1.2825,0.18,0.2548431741315029,0.25484317413150337,0.25,4.440892098500626e-16
1.285,0.18,0.2548246062032571,0.2548246062032571,0.25,0.0
1.2875,0.18,0.25480614474115776,0.2548061447411583,0.25,5.551115123125783e-16
1.29,0.18,0.2547877889315573,0.25478778893155785,0.25,5.551115123125783e-16
1.2925,0.18,0.2547695379685999,0.2547695379686,0.25,1.1102230246251565e-16
1.295,0.18,0.25475139105413314,0.2547513910541329,0.25,2.220446049250313e-16
1.2975,0.18,0.25473334739761566,0.2547333473976159,0.25,2.220446049250313e-16
1.3,0.18,0.25471540621603644,0.2547154062160365,0.25,5.551115123125783e-17
1.3025,0.18,0.2546975667338204,0.2546975667338209,0.25,4.996003610813204e-16
1.305,0.18,0.2546798281827495,0.2546798281827501,0.25,6.106226635438361e-16
1.3075,0.18,0.25466218980187516,0.25466218980187477,0.25,3.885780586188048e-16
1.31,0.18,0.2546446508374336,0.25464465083743354,0.25,5.551115123125783e-17
1.3125,0.18,0.2546272105427706,0.2546272105427701,0.25,4.996003610813204e-16
1.315,0.18,0.2546098681782522,0.2546098681782524,0.25,1.6653345369377348e-16
1.3175000000000001,0.18,0.254592623011193,0.2545926230111929,0.25,1.1102230246251565e-16
1.32,0.18,0.25457547431577154,0.25457547431577177,0.25,2.220446049250313e-16
1.3225,0.18,0.25455842137295603,0.254558421372956,0.25,5.551115123125783e-17
1.325,0.18,0.2545414634704248,0.25454146347042517,0.25,3.885780586188048e-16
1.3275000000000001,0.18,0.2545245999024961,0.25452459990249476,0.25,1.3322676295501878e-15
1.33,0.18,0.2545078299700452,0.25450782997004573,0.25,5.551115123125783e-16
1.3325,0.18,0.2544911529804422,0.25449115298044167,0.25,5.551115123125783e-16
1.335,0.18,0.2544745682474654,0.25447456824746567,0.25,2.7755575615628914e-16
1.3375000000000001,0.18,0.2544580750912433,0.2544580750912433,0.25,0.0
1.34,0.18,0.25444167283817515,0.2544416728381751,0.25,5.551115123125783e-17
1.3425,0.18,0.2544253608208641,0.25442536082086376,0.25,3.3306690738754696e-16
1.345,0.18,0.25440913837804735,0.2544091383780474,0.25,5.551115123125783e-17
1.3475,0.18,0.2543930048545312,0.25439300485453104,0.25,1.6653345369377348e-16
1.35,0.18,0.2543769596011182,0.25437695960111845,0.25,2.220446049250313e-16
1.3525,0.18,0.2543610019745476,0.25436100197454803,0.25,4.440892098500626e-16
1.355,0.18,0.2543451313374262,0.25434513133742565,0.25,5.551115123125783e-16
1.3575,0.18,0.2543293470581618,0.25432934705816135,0.25,4.440892098500626e-16
1.36,0.18,0.25431364851090443,0.25431364851090416,0.25,2.7755575615628914e-16
1.3625,0.18,0.25429803507548127,0.2542980350754811,0.25,1.6653345369377348e-16
1.365,0.18,0.2542825061373343,0.25428250613733455,0.25,2.7755575615628914e-16
1.3675,0.18,0.25426706108745945,0.25426706108745906,0.25,3.885780586188048e-16
1.37,0.18,0.25425169932234415,0.25425169932234404,0.25,1.1102230246251565e-16
1.3725,0.18,0.2542364202439128,0.2542364202439129,0.25,1.1102230246251565e-16
1.375,0.18,0.25422122325946195,0.25422122325946206,0.25,1.1102230246251565e-16
1.3775,0.18,0.25420610778160546,0.2542061077816049,0.25,5.551115123125783e-16
1.3800000000000001,0.18,0.25419107322821677,0.2541910732282166,0.25,1.6653345369377348e-16
1.3825,0.18,0.2541761190223704,0.2541761190223699,0.25,4.996003610813204e-16
1.385,0.18,0.25416124459228917,0.25416124459228917,0.25,0.0
1.3875,0.18,0.25414644937128594,0.2541464493712853,0.25,6.661338147750939e-16
1.3900000000000001,0.18,0.2541317327977094,0.25413173279770984,0.25,4.440892098500626e-16
1.3925,0.18,0.2541170943148928,0.25411709431489315,0.25,3.3306690738754696e-16
1.395,0.18,0.25410253337109784,0.25410253337109734,0.25,4.996003610813204e-16
1.3975,0.18,0.2540880494194605,0.25408804941946106,0.25,5.551115123125783e-16
1.4000000000000001,0.18,0.254073641917948,0.25407364191794773,0.25,2.7755575615628914e-16
1.4025,0.18,0.2540593103292948,0.25405931032929474,0.25,5.551115123125783e-17
1.405,0.18,0.25404505412096157,0.2540450541209609,0.25,6.661338147750939e-16
1.4075,0.18,0.2540308727650821,0.25403087276508196,0.25,1.6653345369377348e-16
1.41,0.18,0.2540167657384137,0.2540167657384132,0.25,4.996003610813204e-16
1.4125,0.18,0.25400273252228744,0.2540027325222875,0.25,5.551115123125783e-17
1.415,0.18,0.25398877260256336,0.2539887726025633,0.25,5.551115123125783e-17
1.4175,0.18,0.25397488546957886,0.2539748854695789,0.25,5.551115123125783e-17
1.42,0.18,0.25396107061810536,0.25396107061810547,0.25,1.1102230246251565e-16
1.4225,0.18,0.2539473275472994,0.2539473275472995,0.25,1.1102230246251565e-16
1.425,0.18,0.2539336557606571,0.25393365576065763,0.25,5.551115123125783e-16
1.4275,0.18,0.25392005476597146,0.25392005476597096,0.25,4.996003610813204e-16
1.43,0.18,0.2539065240752819,0.2539065240752818,0.25,1.1102230246251565e-16
1.4325,0.18,0.25389306320483784,0.2538930632048382,0.25,3.3306690738754696e-16
1.435,0.18,0.2538796716750499,0.2538796716750493,0.25,5.551115123125783e-16
1.4375,0.18,0.2538663490104463,0.25386634901044614,0.25,1.6653345369377348e-16
1.44,0.18,0.2538530947396347,0.2538530947396335,0.25,1.1657341758564144e-15
1.4425000000000001,0.18,0.2538399083952535,0.25383990839525294,0.25,5.551115123125783e-16
1.445,0.18,0.2538267895139392,0.25382678951393856,0.25,6.661338147750939e-16
1.4475,0.18,0.25381373763627724,0.2538137376362766,0.25,6.106226635438361e-16
1.45,0.18,0.25380075230676463,0.25380075230676424,0.25,3.885780586188048e-16
1.4525000000000001,0.18,0.2537878330737717,0.25378783307377106,0.25,6.106226635438361e-16
1.455,0.18,0.2537749794894987,0.2537749794894988,0.25,1.1102230246251565e-16
1.4575,0.18,0.25376219110994047,0.2537621911099399,0.25,5.551115123125783e-16
1.46,0.18,0.2537494674948435,0.2537494674948441,0.25,6.106226635438361e-16
1.4625000000000001,0.18,0.253736808207674,0.25373680820767386,0.25,1.6653345369377348e-16
1.465,0.18,0.2537242128155724,0.253724212815573,0.25,6.106226635438361e-16
1.4675,0.18,0.2537116808893241,0.25371168088932383,0.25,2.7755575615628914e-16
1.47,0.18,0.2536992120033146,0.2536992120033146,0.25,0.0
1.4725,0.18,0.2536868057355002,0.2536868057355004,0.25,2.220446049250313e-16
1.475,0.18,0.25367446166736796,0.25367446166736785,0.25,1.1102230246251565e-16
1.4775,0.18,0.2536621793839018,0.25366217938390134,0.25,4.440892098500626e-16
1.48,0.18,0.2536499584735461,0.25364995847354577,0.25,3.3306690738754696e-16
1.4825,0.18,0.25363779852817075,0.2536377985281709,0.25,1.6653345369377348e-16
1.485,0.18,0.2536256991430406,0.25362569914304034,0.25,2.7755575615628914e-16
1.4875,0.18,0.253613659916776,0.253613659916776,0.25,0.0
1.49,0.18,0.2536016804513237,0.2536016804513241,0.25,3.885780586188048e-16
1.4925,0.18,0.2535897603519223,0.2535897603519222,0.25,1.1102230246251565e-16
1.495,0.18,0.2535778992270675,0.25357789922706675,0.25,7.771561172376096e-16
1.4975,0.18,0.2535660966884832,0.25356609668848323,0.25,5.551115123125783e-17
1.5,0.18,0.2535543523510879,0.25355435235108775,0.25,1.6653345369377348e-16
1.5025,0.18,0.2535426658329618,0.25354266583296137,0.25,4.440892098500626e-16
1.5050000000000001,0.18,0.25353103675531813,0.25353103675531813,0.25,0.0
1.5075,0.18,0.2535194647424712,0.2535194647424712,0.25,0.0
1.51,0.18,0.2535079494218056,0.25350794942180527,0.25,3.3306690738754696e-16
1.5125,0.18,0.25349649042374467,0.2534964904237438,0.25,8.881784197001252e-16
1.5150000000000001,0.18,0.25348508738172437,0.2534850873817244,0.25,5.551115123125783e-17
1.5175,0.18,0.25347373993216016,0.25347373993216005,0.25,1.1102230246251565e-16
1.52,0.18,0.25346244771442106,0.2534624477144207,0.25,3.3306690738754696e-16
1.5225,0.18,0.25345121037079676,0.25345121037079665,0.25,1.1102230246251565e-16
1.5250000000000001,0.18,0.2534400275464732,0.2534400275464732,0.25,0.0
1.5275,0.18,0.253428898889503,0.2534288988895026,0.25,3.885780586188048e-16
1.53,0.18,0.25341782405077534,0.25341782405077523,0.25,1.1102230246251565e-16
1.5325,0.18,0.2534068026839934,0.25340680268399296,0.25,4.440892098500626e-16
1.5350000000000001,0.18,0.25339583444564123,0.25339583444564145,0.25,2.220446049250313e-16
1.5375,0.18,0.2533849189949629,0.2533849189949631,0.25,2.220446049250313e-16
1.54,0.18,0.25337405599393115,0.25337405599393104,0.25,1.1102230246251565e-16
1.5425,0.18,0.25336324510722286,0.2533632451072225,0.25,3.3306690738754696e-16
1.545,0.18,0.2533524860021932,0.25335248600219273,0.25,4.440892098500626e-16
1.5475,0.18,0.2533417783488508,0.2533417783488503,0.25,4.996003610813204e-16
1.55,0.18,0.25333112181982925,0.25333112181982936,0.25,1.1102230246251565e-16
1.5525,0.18,0.25332051609036743,0.2533205160903672,0.25,2.220446049250313e-16
1.555,0.18,0.25330996083827767,0.2533099608382765,0.25,1.1657341758564144e-15
1.5575,0.18,0.25329945574392626,0.2532994557439261,0.25,1.6653345369377348e-16
1.56,0.18,0.2532890004902088,0.2532890004902087,0.25,1.1102230246251565e-16
1.5625,0.18,0.2532785947625236,0.2532785947625231,0.25,4.996003610813204e-16
1.565,0.18,0.2532682382487508,0.2532682382487505,0.25,2.7755575615628914e-16
1.5675000000000001,0.18,0.25325793063922575,0.2532579306392253,0.25,4.440892098500626e-16
1.57,0.18,0.25324767162671913,0.2532476716267187,0.25,4.440892098500626e-16
1.5725,0.18,0.2532374609064111,0.25323746090641075,0.25,3.3306690738754696e-16
1.575,0.18,0.25322729817587175,0.2532272981758714,0.25,3.3306690738754696e-16
1.5775000000000001,0.18,0.2532171831350345,0.2532171831350342,0.25,2.7755575615628914e-16
1.58,0.18,0.2532071154861776,0.25320711548617725,0.25,3.3306690738754696e-16
1.5825,0.18,0.2531970949338998,0.25319709493389975,0.25,5.551115123125783e-17
1.585,0.18,0.25318712118510095,0.2531871211851005,0.25,4.440892098500626e-16
1.5875000000000001,0.18,0.2531771939489569,0.25317719394895666,0.25,2.220446049250313e-16
1.59,0.18,0.2531673129369023,0.25316731293690187,0.25,4.440892098500626e-16
1.5925,0.18,0.25315747786260645,0.2531574778626064,0.25,5.551115123125783e-17
1.595,0.18,0.25314768844195445,0.25314768844195434,0.25,1.1102230246251565e-16
1.5975000000000001,0.18,0.2531379443930256,0.25313794439302567,0.25,5.551115123125783e-17
1.6,0.18,0.25312824543607315,0.2531282454360734,0.25,2.220446049250313e-16
1.6025,0.18,0.2531185912935046,0.25311859129350417,0.25,4.440892098500626e-16
1.605,0.18,0.25310898168986073,0.25310898168986096,0.25,2.220446049250313e-16
1.6075,0.18,0.2530994163517982,0.2530994163517981,0.25,1.1102230246251565e-16
1.61,0.18,0.25308989500806806,0.25308989500806783,0.25,2.220446049250313e-16
1.6125,0.18,0.2530804173894953,0.25308041738949527,0.25,5.551115123125783e-17
1.615,0.18,0.2530709832289637,0.2530709832289637,0.25,0.0
1.6175,0.18,0.25306159226139424,0.2530615922613941,0.25,1.6653345369377348e-16
1.62,0.18,0.2530522442237257,0.2530522442237255,0.25,1.6653345369377348e-16
1.6225,0.18,0.2530429388548986,0.2530429388548985,0.25,1.1102230246251565e-16
1.625,0.18,0.2530336758958355,0.25303367589583553,0.25,5.551115123125783e-17
1.6275,0.18,0.25302445508942295,0.2530244550894223,0.25,6.661338147750939e-16
1.6300000000000001,0.18,0.25301527618049363,0.2530152761804938,0.25,1.6653345369377348e-16
1.6325,0.18,0.2530061389158101,0.2530061389158102,0.25,1.1102230246251565e-16
1.635,0.18,0.2529970430440449,0.2529970430440449,0.25,0.0
1.6375,0.18,0.2529879883157653,0.25298798831576497,0.25,3.3306690738754696e-16
1.6400000000000001,0.18,0.25297897448341305,0.2529789744834132,0.25,1.6653345369377348e-16
1.6425,0.18,0.2529700013012935,0.25297000130129343,0.25,5.551115123125783e-17
1.645,0.18,0.2529610685255517,0.2529610685255521,0.25,3.885780586188048e-16
