Omega_over_gamma,Delta_over_gamma,k,alpha_over_gamma,min_sigma_min_Mk_on_boundary,y_at_min_sigma,min_abs_det_Mk_on_boundary,y_at_min_abs_det,min_Re_Sigma_minus,min_Re_Sigma_plus
0.299,0.111,3,0.29006330236127753,0.027707092851880347,0.692,0.10825634932985735,0.6895,0.031466372229931906,0.029702279282926687
0.299,0.112,3,0.2902775879495029,0.02761835638451036,0.692,0.10793172661889017,0.6895,0.031472834914486394,0.02969295213043508
0.299,0.11299999999999999,3,0.29049380569863137,0.027528971419698258,0.692,0.10760488725210575,0.6895,0.03147928326007133,0.029683613411970372
0.299,0.11399999999999999,3,0.2907119549350014,0.027438944128125836,0.692,0.10727585926034626,0.6895,0.031485717244367835,0.029674263131340972
0.299,0.11499999999999999,3,0.2909320349331274,0.027348280853900227,0.692,0.10694187561054902,0.69,0.031492136844615104,0.029664901292026
0.299,0.11599999999999999,3,0.2911540449142866,0.027256988119069434,0.692,0.10660414868091032,0.69,0.031498542037599095,0.029655527897168608
0.299,0.11699999999999999,3,0.29137798404508675,0.02716507262825076,0.692,0.10626425890356386,0.69,0.031504932799640936,0.029646142949569142
0.299,0.118,3,0.29160385143602086,0.02707206478981787,0.6925,0.10592223662116862,0.69,0.031511309106585256,0.029636746451678284
0.299,0.119,3,0.2918316461399985,0.026977923044609782,0.6925,0.10557811298347436,0.69,0.03151767093378837,0.02962733840559022
0.299,0.12,3,0.2920613671508573,0.02688316430773257,0.6925,0.10523147757446596,0.6905,0.0315240182561062,0.0296179188130356
0.299,0.121,3,0.29229301340186664,0.02678779583203742,0.6925,0.10487856714672837,0.6905,0.031530351047882176,0.029608487675374672
0.299,0.122,3,0.29252658376420254,0.026691825073653176,0.6925,0.10452358716023107,0.6905,0.0315366692829349,0.029599044993590142
0.299,0.123,3,0.2927620770454072,0.026595259697290607,0.6925,0.1041665713456855,0.6905,0.03154297293454565,0.02958959076828019
0.299,0.124,3,0.29299949198783903,0.026497991963135833,0.6930000000000001,0.10380755433223188,0.6905,0.03154926197544582,0.029580124999651333
0.299,0.125,3,0.29323882726709155,0.026399183157007077,0.6930000000000001,0.10344657166956651,0.6905,0.03155553637780405,0.029570647687511272
0.299,0.126,3,0.29348008149041094,0.02629978725887554,0.6930000000000001,0.10307964840590438,0.6910000000000001,0.03156179611321338,0.02956115883126172
0.299,0.127,3,0.2937232531950791,0.026199812563927703,0.6930000000000001,0.10270980566628182,0.6910000000000001,0.03156804115267812,0.02955165842989122
0.299,0.128,3,0.2939683408467995,0.026099267599804733,0.6930000000000001,0.102338037780942,0.6910000000000001,0.031574271466600703,0.02954214648196787
0.299,0.129,3,0.2942153428380474,0.025998161132699,0.6930000000000001,0.10196438326417703,0.6910000000000001,0.031580487024768227,0.029532622985632077
0.299,0.13,3,0.2944642574864163,0.02589640104125331,0.6935,0.10158888165591708,0.6910000000000001,0.03158668779633896,0.029523087938589255
0.299,0.131,3,0.29471508303294663,0.025793038157142543,0.6935,0.10120764896668111,0.6915,0.03159287374982876,0.029513541338102512
0.299,0.132,3,0.29496781764043223,0.0256891233304498,0.6935,0.10082322744757594,0.6915,0.03159904485309719,0.029503983180985342
0.299,0.133,3,0.29522245939172104,0.02558466605323004,0.6935,0.10043700714069395,0.6915,0.03160520107333365,0.02949441346359424
0.299,0.134,3,0.2954790062879922,0.025479676083688244,0.6935,0.10004903090284749,0.6915,0.03161134237704329,0.029484832181821363
0.299,0.135,3,0.29573745624702497,0.025374163453183763,0.6935,0.09965934273458396,0.6915,0.03161746873003283,0.02947523933108712
0.299,0.136,3,0.29599780710144796,0.02526767790230096,0.694,0.09926306199034637,0.692,0.0316235800973962,0.029465634906332867
0.299,0.137,3,0.29626005659698157,0.025159900647990473,0.694,0.09886440887047795,0.692,0.03162967644350019,0.02945601890201345
0.299,0.138,3,0.29652420239065824,0.025051612645557712,0.694,0.09846410088560355,0.692,0.031635757731969756,0.029446391312089846
0.299,0.139,3,0.2967902420490384,0.024942824763203853,0.694,0.09806218575156518,0.692,0.03164182392567345,0.029436752130021795
0.299,0.14,3,0.2970581730464067,0.024833548174278925,0.694,0.09765756785069005,0.6925,0.031647874986708555,0.029427101348760414
0.299,0.14100000000000001,3,0.2971563295336552,0.024867366652219662,0.694,0.09783444722459012,0.6925,0.03165263862716134,0.029416425023582927
0.299,0.14200000000000002,3,0.2943959588755573,0.02729249531861401,0.6945,0.10784182957926068,0.692,0.0316361923101468,0.02938887340424344
0.299,0.14300000000000002,3,0.29172257016938186,0.029646006769305136,0.6945,0.11763513293281959,0.6915,0.031620369204594136,0.029361870106244543
0.299,0.14400000000000002,3,0.2891327321355225,0.03193076499161353,0.6945,0.1272150292200562,0.6915,0.031605142438412816,0.029335391628579812
0.299,0.14500000000000002,3,0.28662290339905455,0.03414962134233636,0.6945,0.1365873580506654,0.6910000000000001,0.03159048447434792,0.02930941405831865
0.299,0.14600000000000002,3,0.28418951445065727,0.03630546859154526,0.6945,0.14576078080992078,0.6905,0.031576367708748325,0.029283913548531645
0.299,0.14700000000000002,3,0.2818290289075745,0.03840118591851428,0.6945,0.15474160842617907,0.69,0.031562764915104465,0.02925886666969488
0.299,0.148,3,0.27953798798616547,0.04043959906708764,0.6945,0.1635365981779576,0.6895,0.03154964956234854,0.02923425065936898
0.299,0.149,3,0.27731304163883375,0.042423452337053004,0.6945,0.17215273065267722,0.6890000000000001,0.031536996034199974,0.029210043591784234
0.299,0.15,3,0.2751509692879926,0.04435538972066231,0.6945,0.18059659721751956,0.6890000000000001,0.031524779771746565,0.029186224485529683
0.3,0.06,3,0.26080982614687254,0.04931475785804394,0.6915,0.1983406602291511,0.6845,0.0311787805175957,0.030230132739092783
0.3,0.061,3,0.26120542542442776,0.04902510376487065,0.6915,0.19712027956707293,0.6845,0.03118787513077794,0.030223264404166676
0.3,0.062,3,0.261610048654551,0.04872864699171723,0.6915,0.19587243586975672,0.6845,0.031197009291897962,0.030216426414113512
0.3,0.063,3,0.2620238571648791,0.04842525681705477,0.6915,0.19459666847660223,0.6845,0.031206184236273807,0.0302096196902664
0.3,0.064,3,0.26244701901525824,0.048114797082873376,0.6915,0.19328998553322527,0.685,0.031215401250464975,0.03020284519348142
0.3,0.065,3,0.2628797093293084,0.047797125929522184,0.6915,0.1919530918677106,0.685,0.03122466167483229,0.030196103926087695
0.3,0.066,3,0.26332211064679667,0.04747209551421438,0.6915,0.19058667203634763,0.685,0.031233966906259143,0.030189396933960957
0.3,0.067,3,0.2637744132982863,0.047139390709669396,0.692,0.18919018533123041,0.685,0.031243318401045238,0.030182725308729355
0.3,0.068,3,0.26423681580362607,0.046798805136633106,0.692,0.1877591804570023,0.6855,0.0312527176779855,0.03017609019012085
0.3,0.069,3,0.264709525295947,0.04645036658481216,0.692,0.18629664104699578,0.6855,0.031262166321646995,0.03016949276846203
0.3,0.06999999999999999,3,0.2651927579729801,0.04609389963826732,0.692,0.18480215573431288,0.6855,0.031271665985858225,0.030162934287339183
0.3,0.071,3,0.2656867395776036,0.04572922117160916,0.692,0.1832731463950157,0.686,0.03128121839742591,0.030156416046432925
0.3,0.072,3,0.2661917059096873,0.04535613994157701,0.692,0.18170832472352902,0.686,0.03129082536009546,0.030149939404538695
0.3,0.073,3,0.2667079033714189,0.04497445615254222,0.692,0.18010942995964982,0.686,0.03130048875877258,0.030143505782786024
0.3,0.074,3,0.2672355895484629,0.044583960994208464,0.692,0.17847521213460038,0.6865,0.03131021056402458,0.030137116668070667
0.3,0.075,3,0.26777503382941803,0.04418443614970715,0.692,0.1768011387486829,0.6865,0.03131999283688106,0.030130773616714013
0.3,0.076,3,0.268326518066217,0.043775653272185425,0.692,0.17509057657375934,0.6865,0.03132983773395509,0.03012447825836572
0.3,0.077,3,0.26889033727822653,0.04335710095605756,0.6925,0.17334269969206886,0.6865,0.03133974751290692,0.030118232300165644
0.3,0.078,3,0.26946680040296717,0.042928608367363986,0.6925,0.17155178393184348,0.687,0.03134972453827383,0.030112037531182557
0.3,0.079,3,0.2700562310964813,0.04249009083756923,0.6925,0.16972130860723425,0.687,0.03135977128769055,0.03010589582714746
0.3,0.08,3,0.2706589685864943,0.042041273110840105,0.6925,0.16785064773111893,0.687,0.031369890358525845,0.030099809155500104
0.3,0.081,3,0.27127536858158563,0.04158186666727347,0.6925,0.16593379058257204,0.6875,0.03138008447496165,0.030093779580767584
0.3,0.08199999999999999,3,0.27190580423963495,0.04111156895954707,0.6925,0.16397400081473035,0.6875,0.03139035649554178,0.03008780927029445
0.3,0.08299999999999999,3,0.2725506671987815,0.04063006260285647,0.6925,0.16197074068483505,0.6875,0.031400709421217365,0.030081900500342998
0.3,0.08399999999999999,3,0.27321036867405335,0.04013701451631205,0.6925,0.15991697527385784,0.6880000000000001,0.0314111464039158,0.030076055662582465
0.3,0.08499999999999999,3,0.2738853406226171,0.03963207501429785,0.6925,0.15781711504329227,0.6880000000000001,0.031421670755659,0.030070277270984002
0.3,0.086,3,0.27457603698028565,0.039114320119063004,0.6930000000000001,0.15566892930306633,0.6885,0.03143228595825482,0.0300645679691367
0.3,0.087,3,0.27528293497140605,0.03858389030560241,0.6930000000000001,0.15346679698378804,0.6885,0.03144299567358207,0.030058930537996534
0.3,0.088,3,0.27600653649350415,0.03804038658750128,0.6930000000000001,0.15121452152476234,0.6885,0.031453803754484526,0.030053367904075486
0.3,0.089,3,0.27674736957705515,0.03748338106043283,0.6930000000000001,0.1489075763178191,0.6890000000000001,0.031464714256282625,0.0300478831480719
0.3,0.09,3,0.2775059899192746,0.03691242372784124,0.6930000000000001,0.14654360339670885,0.6890000000000001,0.03147573144890098,0.030042479513934135
0.3,0.091,3,0.27828298248894767,0.036327041275764055,0.6930000000000001,0.1441247096851476,0.6890000000000001,0.031486859829596696,0.030037160418337948
0.3,0.092,3,0.27907896319669573,0.03572673581016576,0.6930000000000001,0.14164321731089133,0.6895,0.03149810413625466,0.030031929460541857
0.3,0.093,3,0.2798945806217155,0.03511081422935793,0.6935,0.13910176954398334,0.6895,0.031509469361191846,0.030026790432564676
0.3,0.094,3,0.28073051778155367,0.03447835623530437,0.6935,0.1364979489545553,0.69,0.03152096076538011,0.030021747329601292
0.3,0.095,3,0.2815874939257114,0.03382928621899683,0.6935,0.1338256856595934,0.69,0.031532583892954935,0.030016804360558282
0.3,0.096,3,0.28246626632636523,0.033162991915689735,0.6935,0.13108875827414634,0.69,0.031544344585822504,0.030011965958544586
0.3,0.097,3,0.28336763202986687,0.032478829735678574,0.6935,0.12827873497532177,0.6905,0.0315562489981065,0.030007236791094245
0.3,0.098,3,0.284292429520317,0.031776123633996865,0.6935,0.1253972610086603,0.6905,0.0315683036100847,0.030002621769822414
0.3,0.099,3,0.2852415402307523,0.031054164154180587,0.6935,0.12244153246545508,0.6910000000000001,0.031580515241148466,0.029998126059120372
0.3,0.1,3,0.28621588981745083,0.03031206886893277,0.694,0.11940513177804697,0.6910000000000001,0.03159289106116886,0.029993755083372906
0.3,0.101,3,0.2872164490875374,0.029548447714771425,0.694,0.11629184975163376,0.6910000000000001,0.03160543859946403,0.029989514532027757
0.3,0.10200000000000001,3,0.28824423443822195,0.028763182265581663,0.694,0.11309035853724275,0.6915,0.03161816575032376,0.029985410361652923
0.3,0.10300000000000001,3,0.28853094316509,0.02860537148609845,0.694,0.11247563638004249,0.6915,0.03162545730197256,0.02997668208344729
0.3,0.104,3,0.2887284085778827,0.028523928503543558,0.694,0.11217562045974665,0.6915,0.03163206865852102,0.029967376724337382
0.3,0.105,3,0.28892779521941614,0.02844181788023672,0.694,0.11187326971520124,0.6915,0.031638665625271324,0.0299580596058593
0.3,0.106,3,0.2891291027515172,0.02835904472445838,0.694,0.1115678238974194,0.692,0.03164524818255847,0.029948730734387852
0.3,0.107,3,0.2893323307954638,0.02827561428651927,0.694,0.11125695599179293,0.692,0.03165181631036379,0.02993939011602407
0.3,0.108,3,0.28953747893075205,0.02819075256095445,0.6945,0.11094376902464494,0.692,0.03165836998830514,0.029930037756589076
0.3,0.109,3,0.28974454669385474,0.02810515220256709,0.6945,0.11062828759945603,0.692,0.031664909195626804,0.02992067366161791
0.3,0.11,3,0.28995353357694964,0.028018897803625365,0.6945,0.11031053696919339,0.692,0.03167143391118928,0.029911297836353212
0.3,0.111,3,0.29016443902664296,0.02793199503618546,0.6945,0.10999054305202695,0.692,0.03167794411345898,0.029901910285738985
0.3,0.112,3,0.29037726244266165,0.027844449730058705,0.6945,0.10966758334083786,0.6925,0.03168443978049763,0.02989251101441414
0.3,0.11299999999999999,3,0.2905920031765431,0.027756267876856477,0.6945,0.10933896105397944,0.6925,0.03169092088995171,0.029883100026706143
0.3,0.11399999999999999,3,0.2908086605302938,0.02766745563414444,0.6945,0.10900811741386009,0.6925,0.03169738741904159,0.029873677326624534
0.3,0.11499999999999999,3,0.29102723375503803,0.027577230548838955,0.6950000000000001,0.10867508045225349,0.6925,0.03170383934455055,0.02986424291785438
0.3,0.11599999999999999,3,0.29124772204964594,0.027486224188783007,0.6950000000000001,0.10833987893973318,0.6925,0.03171027664281369,0.029854796803749716
0.3,0.11699999999999999,3,0.2914701245593444,0.02739459234650397,0.6950000000000001,0.10800254240358742,0.6925,0.03171669928970661,0.029845338987326924
0.3,0.118,3,0.29169444037431497,0.0273023416769628,0.6950000000000001,0.10766095089635283,0.6930000000000001,0.03172310726063408,0.0298358694712581
0.3,0.119,3,0.29192066852826215,0.027209479019601527,0.6950000000000001,0.10731488993429927,0.6930000000000001,0.031729500530518304,0.029826388257864274
0.3,0.12,3,0.29214880799698134,0.027116011403080554,0.6950000000000001,0.10696672297669463,0.6930000000000001,0.031735879073787374,0.029816895349108734
0.3,0.121,3,0.29237885769689304,0.02702171188129664,0.6955,0.10661648197066359,0.6930000000000001,0.03174224286436323,0.029807390746590164
0.3,0.122,3,0.29261081648357357,0.026926031503528555,0.6955,0.10626419970439349,0.6930000000000001,0.031748591875649726,0.02979787445153585
0.3,0.123,3,0.29284468315026096,0.02682975267289196,0.6955,0.1059096535888119,0.6935,0.03175492608052041,0.02978834646479481
0.3,0.124,3,0.2930804564263427,0.026732882988808007,0.6955,0.10554856650815883,0.6935,0.03176124545130622,0.029778806786830824
0.3,0.125,3,0.293318134975833,0.026635430261216748,0.6955,0.10518547352646224,0.6935,0.03176754995978299,0.02976925541771558
0.3,0.126,3,0.2935577173958329,0.026537402516005337,0.6955,0.10482041013142722,0.6935,0.03177383957715883,0.029759692357121614
0.3,0.127,3,0.293799202214965,0.02643880013983015,0.696,0.10445341274630242,0.6935,0.03178011427406138,0.02975011760431533
0.3,0.128,3,0.29404258789180615,0.02633854484503055,0.696,0.10408451875259984,0.6935,0.031786374020524935,0.029740531158150018
0.3,0.129,3,0.2942878728132922,0.02623772288081884,0.696,0.10370930948843152,0.694,0.03179261878597728,0.029730933017058692
0.3,0.13,3,0.2945350552931154,0.026136342928654292,0.696,0.103331547562562,0.694,0.03179884853922666,0.029721323179047084
0.3,0.131,3,0.29478413357009947,0.026034413910480548,0.696,0.1029519335304594,0.694,0.031805063248448374,0.029711701641686513
0.3,0.132,3,0.2950351058065674,0.025931944994954704,0.696,0.10257050787118407,0.694,0.03181126288117132,0.029702068402106763
0.3,0.133,3,0.29528797008668717,0.025828811371242506,0.6965,0.10218731213060744,0.694,0.03181744740426445,0.029692423456988946
0.3,0.134,3,0.29554272441481017,0.025724104503306488,0.6965,0.10179750432479158,0.6945,0.031823616783923016,0.029682766802558356
0.3,0.135,3,0.29579936671378965,0.025618868210332876,0.6965,0.10140538981151526,0.6945,0.0318297709856548,0.02967309843457732
0.3,0.136,3,0.2960578948232854,0.02551311241484297,0.6965,0.10101155790799576,0.6945,0.03183590997426602,0.029663418348337994
0.3,0.137,3,0.29631830649806434,0.02540684731439866,0.6965,0.10061605362304994,0.6945,0.03184203371384741,0.02965372653865527
0.3,0.138,3,0.29658059940627785,0.025300083388764973,0.6965,0.10021825577983884,0.6950000000000001,0.03184814216775991,0.029644022999859538
0.3,0.139,3,0.29684477112772806,0.02519218932476131,0.6970000000000001,0.0998137843585299,0.6950000000000001,0.03185423529862039,0.029634307725789556
0.3,0.14,3,0.29711081915213144,0.02508318204425458,0.6970000000000001,0.09940769985565363,0.6950000000000001,0.03186031306828724,0.02962458070978531
0.3,0.14100000000000001,3,0.2973787408773592,0.024973688863754548,0.6970000000000001,0.09900005105066578,0.6950000000000001,0.03186637543784583,0.02961484194468086
0.3,0.14200000000000002,3,0.2976485336076756,0.024863721131168113,0.6970000000000001,0.0985908880169553,0.6950000000000001,0.031872422367593904,0.02960509142279721
0.3,0.14300000000000002,3,0.2956413220095468,0.026659362895266634,0.6970000000000001,0.10605920922936313,0.6950000000000001,0.03186144194218401,0.02958181399988614
0.3,0.14400000000000002,3,0.2929874552874184,0.028997024240690825,0.6970000000000001,0.11583996542048108,0.6945,0.03184561165954397,0.029554729582692577
0.3,0.14500000000000002,3,0.2904132672797573,0.031269053388068575,0.6975,0.12542020794197484,0.6945,0.03183035330853959,0.02952814985913033
0.3,0.14600000000000002,3,0.2879156895666271,0.033477463993748305,0.6975,0.13480189128984105,0.694,0.031815642737881636,0.02950205371324788
0.3,0.14700000000000002,3,0.28549158033774896,0.035625395090686275,0.6975,0.14399399467700472,0.6935,0.031801455376018195,0.029476419801427393
0.3,0.148,3,0.2831377861857312,0.03771539936486069,0.6975,0.15300160455169567,0.6930000000000001,0.03178776668479976,0.02945122691291717
0.3,0.149,3,0.2808511886536416,0.039750013137450226,0.6975,0.1618303984077561,0.6925,0.031774552498124914,0.029426454236828412
0.3,0.15,3,0.27862873835080115,0.041731725403,0.6975,0.17048611723300722,0.6925,0.03176178926726934,0.029402081553508097
0.301,0.06,3,0.26072210389561856,0.0497263249147339,0.694,0.2015935775314363,0.687,0.03138636320530974,0.03043143701761672
0.301,0.061,3,0.2611137966550084,0.04943972961947214,0.6945,0.20037739574992441,0.687,0.03139549032513307,0.030424498099240332
0.301,0.062,3,0.2615143660024297,0.04914624451528839,0.6945,0.1991340342762695,0.687,0.03140465616492638,0.030417588819687064
0.301,0.063,3,0.2619239667810634,0.04884594474717149,0.6945,0.19785973838452994,0.6875,0.03141386191944726,0.03041071006692237
0.301,0.064,3,0.2623427601751907,0.04853869966021486,0.6945,0.19655695367792556,0.6875,0.03142310883208322,0.03040386276630697
0.301,0.065,3,0.2627709140138656,0.0482243732319256,0.6945,0.19522550159986743,0.6875,0.031432398197216445,0.030397047882389602
0.301,0.066,3,0.26320860309307187,0.04790282381457569,0.6945,0.1938645018762328,0.6880000000000001,0.03144173136273319,0.030390266420809987
0.301,0.067,3,0.26365600951759577,0.04757390386208654,0.6945,0.1924702248715404,0.6880000000000001,0.0314511097326874,0.030383519430319215
0.301,0.068,3,0.26411332306394253,0.04723745964044746,0.6945,0.1910456083881813,0.6880000000000001,0.031460534770129084,0.030376808004925652
0.301,0.069,3,0.2645807415657121,0.04689333092060553,0.6945,0.1895900883476328,0.6880000000000001,0.031470008000108844,0.030370133286174567
0.301,0.06999999999999999,3,0.26505847132292437,0.04654135065271386,0.6945,0.18810091738052334,0.6885,0.03147953101287026,0.030363496465570638
0.301,0.071,3,0.2655467275369201,0.04618134462054317,0.6945,0.18657743853927258,0.6885,0.031489105467243254,0.03035689878715277
0.301,0.072,3,0.26604573477251797,0.045812912791845024,0.6950000000000001,0.18502109798233113,0.6885,0.031498733094251725,0.030350341550231374
0.301,0.073,3,0.26655572744924555,0.045435895303495136,0.6950000000000001,0.183430749105004,0.6890000000000001,0.03150841570095021,0.030343826112298886
0.301,0.074,3,0.2670769503635474,0.04505026977980917,0.6950000000000001,0.18180199047175963,0.6890000000000001,0.03151815517450474,0.030337353892124847
0.301,0.075,3,0.2676096592439814,0.04465582885556756,0.6950000000000001,0.1801381558786269,0.6890000000000001,0.03152795348653418,0.030330926373047493
0.301,0.076,3,0.2681541213415155,0.04425235588354963,0.6950000000000001,0.17843849205437445,0.6890000000000001,0.03153781269772916,0.0303245451064744
0.301,0.077,3,0.26871061605712254,0.04383962443741407,0.6950000000000001,0.17669785192462686,0.6895,0.031547734962766506,0.03031821171560521
0.301,0.078,3,0.26927943560896705,0.04341739778438662,0.6950000000000001,0.17491897661367756,0.6895,0.03155772253553792,0.0303119278993901
0.301,0.079,3,0.2698608857415309,0.04298542832617318,0.6950000000000001,0.17310165715546522,0.6895,0.03156777777471225,0.030305695436737706
0.301,0.08,3,0.27045528647908046,0.04254345700652023,0.6950000000000001,0.1712408145686515,0.69,0.03157790314965118,0.030299516190986867
0.301,0.081,3,0.2710629729258932,0.04209106738074415,0.6955,0.1693383375842353,0.69,0.03158810124669892,0.030293392114656367
0.301,0.08199999999999999,3,0.2716842961156248,0.04162776351294762,0.6955,0.1673944400652128,0.69,0.03159837477586572,0.030287325254486498
0.301,0.08299999999999999,3,0.2723196239121263,0.04115358735633751,0.6955,0.1654034184118198,0.6905,0.031608726577925475,0.03028131775678611
0.301,0.08399999999999999,3,0.2729693419638626,0.040668226323504295,0.6955,0.1633675984344371,0.6905,0.0316191596319463,0.030275371873097482
0.301,0.08499999999999999,3,0.2736338547138261,0.040171352760629976,0.6955,0.16128696127444692,0.6905,0.03162967706327167,0.0302694899661898
0.301,0.086,3,0.27431358646646553,0.039662623117519565,0.6955,0.15915441646389455,0.6910000000000001,0.031640282151966945,0.030263674516389765
0.301,0.087,3,0.2750089825126092,0.039141677077004805,0.6955,0.15697413828465184,0.6910000000000001,0.031650978341742894,0.030257928128254417
0.301,0.088,3,0.2757205103126263,0.03860813664473502,0.6955,0.15474391613018615,0.6915,0.0316617692493622,0.030252253537586524
0.301,0.089,3,0.27644866073703406,0.03806155174981183,0.696,0.15245815323403056,0.6915,0.03167265867452817,0.030246653618786836
0.301,0.09,3,0.2771939493624468,0.03750099725681412,0.696,0.1501207064971483,0.6915,0.03168365061024509,0.030241131392528965
0.301,0.091,3,0.2779569178189557,0.03692657240160685,0.696,0.14772646098720668,0.692,0.031694749253627134,0.03023569003373182
0.301,0.092,3,0.27873813518272417,0.036337816715242485,0.696,0.14527385925297934,0.692,0.03170595901711553,0.03023033287979017
0.301,0.093,3,0.2795381994045864,0.03573424681164639,0.696,0.14276469428946054,0.692,0.03171728454004228,0.030225063439005554
0.301,0.094,3,0.28035773876155834,0.035115355316533294,0.696,0.1401902702608078,0.6925,0.031728730700450146,0.03021988539913581
0.301,0.095,3,0.281197413313231,0.03448060981403509,0.696,0.13755488355246387,0.6925,0.03174030262704199,0.030214802635951298
0.301,0.096,3,0.2820579163386991,0.03382945183556179,0.696,0.13485427265649758,0.6930000000000001,0.031752005711086044,0.030209819221647102
0.301,0.097,3,0.2829399757216768,0.03316080739306539,0.6965,0.13208429912386596,0.6930000000000001,0.03176384561804424,0.03020493943291142
0.301,0.098,3,0.2838443552413216,0.03247425289782481,0.6965,0.12924792772869043,0.6930000000000001,0.03177582829861478,0.03020016775838831
0.301,0.099,3,0.28477185571354774,0.03176940239351775,0.6965,0.1263351127196264,0.6935,0.03178795999878519,0.03019550890519503
0.301,0.1,3,0.28572331591161026,0.031045580918049844,0.6965,0.1233504004755425,0.6935,0.03180024726837159,0.030190967804056282
0.301,0.101,3,0.28669961317479503,0.03030208390368133,0.6965,0.12028801080804512,0.694,0.031812696967369776,0.030186549612495686
0.301,0.10200000000000001,3,0.28770166358923926,0.029538177411151768,0.6965,0.11714469195740777,0.694,0.031825316269256027,0.030182259715373284
0.301,0.10300000000000001,3,0.2886444557011957,0.02882573865169404,0.6965,0.11422378123974633,0.6945,0.03183748018435937,0.03017756759712332
0.301,0.104,3,0.2888405931690989,0.028744783063801092,0.6970000000000001,0.1139222015106808,0.6945,0.031844126402879064,0.03016819109588722
0.301,0.105,3,0.2890386374644722,0.028662946466914835,0.6970000000000001,0.11361825926118745,0.6945,0.0318507580166289,0.03015880268330512
0.301,0.106,3,0.2892385882199673,0.028580446340041518,0.6970000000000001,0.1133119772791049,0.6945,0.03185737500545994,0.030149402365926226
0.301,0.107,3,0.2894404450283135,0.028497287764056956,0.6970000000000001,0.1130033789489133,0.6945,0.03186397734887255,0.030139990150029418
0.301,0.108,3,0.2896442074411178,0.028413475960041235,0.6970000000000001,0.1126924882660463,0.6945,0.03187056502600674,0.030130566041617186
0.301,0.109,3,0.2898498749676561,0.028329016292836018,0.6970000000000001,0.11237932985148484,0.6945,0.03187713801563233,0.030121130046409688
0.301,0.11,3,0.2900574470736405,0.02824391427469122,0.6970000000000001,0.11206066207728814,0.6950000000000001,0.03188369629613893,0.030111682169838533
0.301,0.111,3,0.2902669231799758,0.028157861128664925,0.6975,0.11173894278122082,0.6950000000000001,0.03189023984552586,0.03010222241704074
0.301,0.112,3,0.2904783026614948,0.028070599022238237,0.6975,0.11141497551779864,0.6950000000000001,0.03189676864139183,0.030092750792852424
0.301,0.11299999999999999,3,0.29069158484567886,0.027982698415435714,0.6975,0.1110887868962986,0.6950000000000001,0.031903282660924535,0.03008326730180263
0.301,0.11399999999999999,3,0.290906769011356,0.02789416526027142,0.6975,0.11076040421977958,0.6950000000000001,0.031909781880890054,0.030073771948106957
0.301,0.11499999999999999,3,0.29112385438739424,0.02780500567234955,0.6975,0.11042985550165116,0.6950000000000001,0.03191626627762218,0.030064264735661282
0.301,0.11599999999999999,3,0.29134284015136225,0.027715225935027694,0.6975,0.11009307758553105,0.6955,0.03192273582701144,0.03005474566803527
0.301,0.11699999999999999,3,0.29156372542818515,0.027624832503668404,0.6975,0.10975386776664275,0.6955,0.03192919050449417,0.030045214748466
0.301,0.118,3,0.29178650928878036,0.027533362239321606,0.698,0.10941251835212798,0.6955,0.03193563028504132,0.030035671979851446
0.301,0.119,3,0.2920111907486749,0.02744078695183502,0.698,0.10906905962723404,0.6955,0.03194205514314713,0.030026117364743952
0.301,0.12,3,0.2922377687666032,0.027347603564365126,0.698,0.10872352266562357,0.6955,0.03194846505281764,0.03001655090534362
0.301,0.121,3,0.2924662422430988,0.02725381905011223,0.698,0.10837422225928173,0.696,0.031954859987559134,0.030006972603491777
0.301,0.122,3,0.2926966100190577,0.02715944057333164,0.698,0.10801993994681248,0.696,0.03196123992036637,0.029997382460664242
0.301,0.123,3,0.292928870874294,0.0270644754941906,0.698,0.10766361179644038,0.696,0.03196760482371065,0.029987780477964694
0.301,0.124,3,0.29316302352607343,0.026968886641212317,0.6985,0.1073052714120743,0.696,0.03197395466952783,0.02997816665611791
0.301,0.125,3,0.29339906662763726,0.026871723310698495,0.6985,0.10694495327322981,0.696,0.03198028942920611,0.029968540995463054
0.301,0.126,3,0.2936369987667018,0.0267739806436615,0.6985,0.10658240255312701,0.6965,0.03198660907357371,0.029958903495946824
0.301,0.127,3,0.29387681846395164,0.026675666593753616,0.6985,0.1062132664058882,0.6965,0.03199291357288645,0.029949254157116748
0.301,0.128,3,0.29411852417151246,0.026576789332412993,0.6985,0.10584219155404986,0.6965,0.0319992028968151,0.029939592978114216
0.301,0.129,3,0.29436211427140674,0.026477357254427257,0.6985,0.10546921529769446,0.6965,0.03200547701443268,0.029929919957667722
0.301,0.13,3,0.29460758707399953,0.026377378983621344,0.6985,0.10509437591006922,0.6965,0.03201173589420157,0.029920235094085906
0.301,0.131,3,0.29485494081642677,0.02627578283765084,0.6990000000000001,0.10471771266096545,0.6965,0.03201797950396059,0.02991053838525071
0.301,0.132,3,0.2951041736610104,0.026173594520356565,0.6990000000000001,0.10433413210207598,0.6970000000000001,0.03202420781091175,0.029900829828610434
0.301,0.133,3,0.2953552836936567,0.02607086965093027,0.6990000000000001,0.10394859826119389,0.6970000000000001,0.032030420781607116,0.029891109421172787
0.301,0.134,3,0.2956082689222451,0.025967617553530192,0.6990000000000001,0.10356128919850362,0.6970000000000001,0.03203661838193534,0.02988137715949796
