Omega_over_gamma,Delta_over_gamma,k,alpha_over_gamma,min_sigma_min_Mk_on_boundary,y_at_min_sigma,min_abs_det_Mk_on_boundary,y_at_min_abs_det,min_Re_Sigma_minus,min_Re_Sigma_plus
0.255,0.074,3,0.21143435497222823,0.07727380187698142,0.5660000000000001,0.23017482182641227,0.546,0.022337854745599153,0.021521401566824343
0.255,0.075,3,0.21045758348310306,0.07816719910546008,0.5660000000000001,0.23321375857452256,0.546,0.022337073835165002,0.02151023412318196
0.255,0.076,3,0.2094980020908052,0.07904685077984545,0.5660000000000001,0.23621481855083068,0.5455,0.022336355966520685,0.021499138135816786
0.255,0.077,3,0.20855463927578177,0.07991357245653465,0.5660000000000001,0.23918064795483662,0.545,0.022335696312841817,0.02148810900378296
0.255,0.078,3,0.20762661450235292,0.08076810312826913,0.5660000000000001,0.24211342218468584,0.5445,0.022335090502170418,0.021477142556247258
0.255,0.079,3,0.20671312690525606,0.08161111474499094,0.5660000000000001,0.24501511765284553,0.544,0.022334534560707227,0.021466234999157126
0.255,0.08,3,0.20581344570412435,0.08244322028083702,0.5660000000000001,0.24788753570031857,0.5435,0.02233402486477852,0.021455382870041843
0.255,0.081,3,0.20492690203568287,0.08326498060822976,0.5660000000000001,0.2507323229838419,0.543,0.02233355809991854,0.02144458299948811
0.255,0.08199999999999999,3,0.2040528819570087,0.08407691038657429,0.5660000000000001,0.25355098894801925,0.5425,0.022333131225828168,0.021433832478130143
0.255,0.08299999999999999,3,0.20319082042217657,0.0848794831318614,0.5660000000000001,0.256344920873117,0.542,0.022332741446216862,0.02142312862822433
0.255,0.08399999999999999,3,0.20234019607277598,0.08567313560138573,0.5660000000000001,0.25911539689472807,0.5415,0.02233238618272663,0.02141246897905795
0.255,0.08499999999999999,3,0.20150052671265334,0.08645827160265568,0.5660000000000001,0.26186359731750863,0.541,0.022332063052287035,0.02140185124558204
0.255,0.086,3,0.2006713653608738,0.08723526531568619,0.5660000000000001,0.26459061448657606,0.5405,0.022331769847369065,0.021391273309769282
0.255,0.087,3,0.1998522967957213,0.08800446420203424,0.5660000000000001,0.2672974614334559,0.54,0.02233150451870017,0.02138073320428675
0.255,0.088,3,0.19904293451758232,0.08876619156128732,0.5660000000000001,0.2699849890237473,0.54,0.022331265160078426,0.021370229098143623
0.255,0.089,3,0.19824291807074773,0.08952074878546651,0.5660000000000001,0.2726538893465175,0.5395,0.02233104999498489,0.02135975928403156
0.255,0.09,3,0.19745191067398943,0.09026841735354002,0.5660000000000001,0.27530526708439834,0.539,0.02233085736474259,0.02134932216712159
0.255,0.091,3,0.1966695971178184,0.09100946060146842,0.5660000000000001,0.277939886056191,0.5385,0.02233068571801106,0.021338916255119175
0.255,0.092,3,0.19589568189292048,0.09174412529766211,0.5660000000000001,0.2805584609033374,0.538,0.022330533601438322,0.021328540149410213
0.255,0.093,3,0.1951298875196826,0.09247264226608369,0.5665,0.2831616612798398,0.5375,0.022330399651319454,0.02131819253715617
0.255,0.094,3,0.1943719530532408,0.0931951632375879,0.5665,0.28575011560224806,0.537,0.022330282586133666,0.021307872184217855
0.255,0.095,3,0.19362163274219757,0.09391195895519046,0.5665,0.28832441441438134,0.5365,0.022330181199850186,0.021297577928804785
0.255,0.096,3,0.19287869482230396,0.09462322262289989,0.5665,0.29088511341357676,0.536,0.02233009435590941,0.021287308675762052
0.255,0.097,3,0.19214292042900266,0.09532913660007895,0.5665,0.2934327361787788,0.5355,0.02233002098179851,0.021277063391418577
0.255,0.098,3,0.19141410261495478,0.09602987322860328,0.5665,0.29596777663521434,0.535,0.02232996006415197,0.021266841098931476
0.255,0.099,3,0.19069204546053115,0.09672559558174315,0.5665,0.29849070128575916,0.5345,0.022329910644316997,0.02125664087406975
0.255,0.1,3,0.18997656326682555,0.0974164581435601,0.5665,0.3010019512351614,0.534,0.022329871814331326,0.021246461841388033
0.255,0.101,3,0.18926747982211728,0.09810260742645847,0.5665,0.3035019440298582,0.5335,0.0223298427132681,0.021236303170747588
0.255,0.10200000000000001,3,0.18856462773383975,0.09878418253357538,0.5665,0.305991075333303,0.533,0.022329822523908114,0.021226164074147125
0.255,0.10300000000000001,3,0.18786784781911164,0.09946131567186027,0.5665,0.308469598843735,0.533,0.022329810469704538,0.021216043802830528
0.255,0.104,3,0.1871769885477403,0.10013413262096842,0.5665,0.3109379214974909,0.5325,0.022329805812009693,0.021205941644642883
0.255,0.105,3,0.1864919055323217,0.10080275316249514,0.5665,0.313396468950071,0.532,0.02232980784753708,0.021195856921609336
0.255,0.106,3,0.18581246106071186,0.10146729147353122,0.5665,0.31584556334484853,0.5315,0.022329815906034868,0.021185788987714456
0.255,0.107,3,0.1851385236666837,0.10212785648806003,0.5665,0.31828551138365296,0.531,0.02232982934815003,0.02117573722686242
0.255,0.108,3,0.18446996773505886,0.10278455222932692,0.5665,0.32071660531684104,0.5305,0.02232984756346449,0.021165701051000376
0.255,0.109,3,0.183806673138028,0.10343747811594237,0.5665,0.3231391238548941,0.53,0.022329869968686907,0.021155679898389502
0.255,0.11,3,0.18314852489972516,0.10408672924419275,0.5665,0.3255533330089312,0.5295,0.022329896005985405,0.02114567323200998
0.255,0.111,3,0.18249541288644744,0.10473239664875465,0.5665,0.3279594868666937,0.529,0.022329925141448163,0.02113568053808733
0.255,0.112,3,0.18184723152018487,0.10537456754378066,0.5665,0.33035782830988364,0.5285,0.02232995686366033,0.021125701324729348
0.255,0.11299999999999999,3,0.1812038795133753,0.10601332554610989,0.5665,0.33274858967809845,0.528,0.02232999068238666,0.021115735120663538
0.255,0.11399999999999999,3,0.1805652596230078,0.10664875088218569,0.5665,0.3351319933840886,0.5275,0.022330026127350636,0.021105781474066332
0.255,0.11499999999999999,3,0.17993127842239814,0.10728083902848759,0.5670000000000001,0.3375082524845569,0.527,0.022330062747101677,0.021095839951476077
0.255,0.11599999999999999,3,0.17930184608912356,0.10790973389316144,0.5670000000000001,0.33987757121030704,0.5265,0.022330100107962863,0.021085910136782675
0.255,0.11699999999999999,3,0.17867687620774625,0.10853551794733685,0.5670000000000001,0.3422401454591963,0.526,0.022330137793052242,0.021075991630287356
0.255,0.118,3,0.17805628558610898,0.10915825965428345,0.5670000000000001,0.3445961632549482,0.5255,0.02233017540137188,0.021066084047826887
0.255,0.119,3,0.17743999408407715,0.10977802492171936,0.5670000000000001,0.3469458051746697,0.525,0.02233021254695876,0.021056187019956808
0.255,0.12,3,0.17682792445372825,0.11039487723624487,0.5670000000000001,0.34928924474758316,0.5245,0.022330248858092778,0.021046300191189023
0.255,0.121,3,0.17622000219008027,0.11100887778890237,0.5670000000000001,0.3516266488272569,0.524,0.022330283976557088,0.021036423219279433
0.255,0.122,3,0.1756161553915183,0.11162008559256813,0.5670000000000001,0.353958177939465,0.5235,0.022330317556946817,0.021026555774561626
0.255,0.123,3,0.175016314629178,0.11222855759180067,0.5670000000000001,0.35628398660752847,0.523,0.022330349266022273,0.021016697539323087
0.255,0.124,3,0.1744204128245929,0.11283434876573245,0.5670000000000001,0.35860422365689765,0.5225,0.022330378782103314,0.021006848207220704
0.255,0.125,3,0.17382838513498947,0.11343751222451955,0.5670000000000001,0.36091903250051266,0.522,0.02233040579450172,0.02099700748273259
0.255,0.126,3,0.173240168845646,0.11403809929984302,0.5670000000000001,0.36322855140642846,0.5215000000000001,0.022330430002988705,0.020987175080643513
0.255,0.127,3,0.17265570326881213,0.11463615962988784,0.5670000000000001,0.36553291374895813,0.521,0.02233045111729504,0.02097735072556144
0.255,0.128,3,0.17207492964869453,0.11523174123921101,0.5670000000000001,0.3678322482445917,0.5205,0.02233046885664135,0.020967534151463033
0.255,0.129,3,0.17149779107208732,0.11582489061385944,0.5670000000000001,0.3701266791737412,0.52,0.02233048294929645,0.020957725101265912
0.255,0.13,3,0.17092423238423735,0.11641558392043297,0.5675,0.37241619993084324,0.519,0.022330493132161653,0.020947923326425852
0.255,0.131,3,0.17035420010958247,0.11700389654056313,0.5675,0.37470096251553653,0.5185,0.02233049915037939,0.020938128586557164
0.255,0.132,3,0.16978764237702143,0.11758990771762917,0.5675,0.37698115572328955,0.518,0.022330500756964206,0.020928340649074655
0.255,0.133,3,0.16922450884940946,0.11817365845483864,0.5675,0.3792568881439056,0.5175000000000001,0.02233049771245487,0.020918559288855682
0.255,0.134,3,0.1686647506569912,0.11875518853212556,0.5675,0.38152826485966856,0.517,0.0223304897845859,0.020908784287920968
0.255,0.135,3,0.1681083203345048,0.11933453655897892,0.5675,0.38379538760064497,0.5165,0.022330476747977432,0.020899015435132912
0.255,0.136,3,0.16755517176172255,0.11991174002437552,0.5675,0.386058354891375,0.516,0.022330458383842077,0.020889252525910253
0.255,0.137,3,0.16700526010719463,0.12048683534401931,0.5675,0.38831726218955626,0.5155000000000001,0.02233043447970768,0.020879495361958014
0.255,0.138,3,0.16645854177499297,0.12105985790505361,0.5675,0.3905722020172211,0.515,0.022330404829154955,0.020869743751011725
0.255,0.139,3,0.16591497435426666,0.12163084210840586,0.5675,0.3928232640848818,0.5145,0.022330369231569114,0.02085999750659506
0.255,0.14,3,0.16537451657142285,0.1221998214089253,0.5675,0.39507033758172144,0.5135000000000001,0.022330327491904434,0.020850256447790008
0.255,0.14100000000000001,3,0.1648371282447756,0.12276682835344044,0.5675,0.3973135224064912,0.513,0.02233027942046112,0.0208405203990188
0.255,0.14200000000000002,3,0.16430277024151085,0.12333189461686836,0.5675,0.39955306995632717,0.5125,0.022330224832673645,0.020830789189836874
0.255,0.14300000000000002,3,0.16377140443681726,0.12389493651489114,0.5680000000000001,0.4017890598851471,0.512,0.022330163548909775,0.020821062654736197
0.255,0.14400000000000002,3,0.16324299367506243,0.12445609851634787,0.5680000000000001,0.4040215695646659,0.5115000000000001,0.022330095394279784,0.02081134063295836
0.255,0.14500000000000002,3,0.1627175017328819,0.1250154099650367,0.5680000000000001,0.4062506741747224,0.511,0.02233002019845511,0.020801622968316755
0.255,0.14600000000000002,3,0.1621948932840784,0.12557289937628804,0.5680000000000001,0.4084763275647725,0.51,0.02232993779549599,0.02079190950902745
0.255,0.14700000000000002,3,0.16167513386621135,0.12612859454880504,0.5680000000000001,0.4106983585088169,0.5095000000000001,0.02232984802368745,0.020782200107548124
0.255,0.148,3,0.16115818984879016,0.12668252259131987,0.5680000000000001,0.4129171853904832,0.509,0.022329750725383256,0.020772494620424634
0.255,0.149,3,0.1606440284029764,0.127234709947985,0.5680000000000001,0.4151328755035372,0.5085000000000001,0.022329645746857307,0.020762792908144846
0.255,0.15,3,0.16013261747270102,0.12778518242257259,0.5680000000000001,0.41734549433845125,0.508,0.022329532938162044,0.0207530948349992
0.256,0.06,3,0.23625783142270423,0.05576916631092808,0.5690000000000001,0.1612014438622566,0.559,0.02257838986154255,0.02189891115954517
0.256,0.061,3,0.23432133573611874,0.05746037609672894,0.5690000000000001,0.16660059820730824,0.558,0.022573072567057647,0.021883239462274513
0.256,0.062,3,0.23251945702919385,0.059039084026752967,0.5690000000000001,0.1716677946917664,0.5575,0.022568414661138216,0.02186819519867562
0.256,0.063,3,0.23082733442471165,0.06052619250956456,0.5690000000000001,0.17646646137595676,0.557,0.022564289697317188,0.02185366100017012
0.256,0.064,3,0.22922680502323103,0.06193697367277367,0.5690000000000001,0.18104164188721666,0.5565,0.022560605359263807,0.02183955106999998
0.256,0.065,3,0.22770413872110484,0.06328297307311628,0.5690000000000001,0.1854274372380462,0.556,0.022557291908038502,0.021825800514542602
0.256,0.066,3,0.22624866931596732,0.0645731602483195,0.5690000000000001,0.18965037281513053,0.5555,0.022554295202962395,0.021812358894058678
0.256,0.067,3,0.2248519237163109,0.06581466067632726,0.5690000000000001,0.19373154329951361,0.555,0.022551572263522314,0.021799186118918852
0.256,0.068,3,0.22350704449372938,0.06701324119971235,0.5690000000000001,0.1976876261164076,0.554,0.022549088327325394,0.021786249727456117
0.256,0.069,3,0.22220839355083738,0.06817364322379166,0.5690000000000001,0.2015331748884252,0.5535,0.022546814831493102,0.021773523017063912
0.256,0.06999999999999999,3,0.22095127209789456,0.06929981815149991,0.5690000000000001,0.20527993720791068,0.553,0.022544727986909114,0.021760983723360005
0.256,0.071,3,0.2197317178460069,0.07039509790956926,0.5690000000000001,0.20893778859845455,0.5525,0.022542807745953856,0.02174861306329265
0.256,0.072,3,0.21854635494653263,0.07146232113307208,0.5690000000000001,0.21251514647001546,0.552,0.022541037038956744,0.02173639502691164
0.256,0.073,3,0.21739228086330076,0.07250392830005307,0.5690000000000001,0.2160192501851327,0.5515,0.022539401198754895,0.021724315843294425
0.256,0.074,3,0.2162669796714004,0.07352203464762148,0.5690000000000001,0.21945637593100895,0.551,0.022537887519812946,0.021712363571114234
0.256,0.075,3,0.21516825463038336,0.07451848688181058,0.5690000000000001,0.22283200399423114,0.5505,0.022536484915460897,0.02170052778013777
0.256,0.076,3,0.21409417505686573,0.07549490786357517,0.5690000000000001,0.22615095068964394,0.55,0.022535183647905604,0.02168879930019735
0.256,0.077,3,0.2130430339688434,0.07645273223670956,0.5690000000000001,0.22941747363840811,0.5495,0.022533975113048773,0.021677170021003257
0.256,0.078,3,0.21201331395663725,0.07739323513750104,0.5690000000000001,0.23263535667381707,0.549,0.022532851667151584,0.021665632730792583
0.256,0.079,3,0.21100365941555432,0.07831755555414023,0.5690000000000001,0.23580797897936154,0.5485,0.022531806485851485,0.021654180985017573
0.256,0.08,3,0.21001285375420348,0.0792267155013555,0.5690000000000001,0.23893837188405084,0.548,0.022530833448476395,0.021642808998533766
0.256,0.081,3,0.20903980053499638,0.08012163588770838,0.5690000000000001,0.24202919683820354,0.548,0.0225299270423459,0.021631511556363846
0.256,0.08199999999999999,3,0.20808350775187068,0.08100314974405574,0.5690000000000001,0.24508282371309004,0.5475,0.022529082283015093,0.021620283939285105
0.256,0.08299999999999999,3,0.20714307463307624,0.08187201332798393,0.5690000000000001,0.24810165414114072,0.547,0.022528294647346934,0.021609121861350642
0.256,0.08399999999999999,3,0.206217680492815,0.08272891550470797,0.5690000000000001,0.25108772998121853,0.5465,0.022527560016991386,0.021598021417095804
0.256,0.08499999999999999,3,0.20530657525788393,0.08357448571886153,0.5690000000000001,0.25404291574621646,0.546,0.022526874630370324,0.021586979036664365
0.256,0.086,3,0.20440907137327763,0.08440930080617146,0.5690000000000001,0.2569689188937271,0.5455,0.022526235041663234,0.02157599144745615
0.256,0.087,3,0.20352453685044564,0.08523389084377914,0.5690000000000001,0.25986730726188784,0.545,0.022525638085592797,0.021565055641179668
0.256,0.088,3,0.20265238926815177,0.0860487441990682,0.5690000000000001,0.262739524123761,0.5445,0.022525080847044337,0.02155416884541185
0.256,0.089,3,0.2017920905720525,0.08685431190644746,0.5690000000000001,0.26558690124373935,0.544,0.022524560634737553,0.021543328498937492
0.256,0.09,3,0.2009431425475262,0.08765101147763145,0.5690000000000001,0.2684106702488698,0.5435,0.02252407495831302,0.021532532230275483
0.256,0.091,3,0.20010508286288092,0.08843923023196187,0.5690000000000001,0.27121197257176494,0.543,0.022523621508311154,0.021521777838905385
0.256,0.092,3,0.19927748159806344,0.08921932821817742,0.5690000000000001,0.27399186817701027,0.5425,0.022523198138612595,0.021511063278793017
0.256,0.093,3,0.1984599381884603,0.08999164078686603,0.5690000000000001,0.27675134324695516,0.542,0.02252280285098258,0.021500386643882128
0.256,0.094,3,0.19765207872512813,0.0907564808629585,0.5690000000000001,0.2794913169734934,0.5415,0.02252243378142156,0.021489746155274533
0.256,0.095,3,0.1968535535622596,0.09151414095965178,0.5690000000000001,0.28221264757886555,0.541,0.022522089188072403,0.021479140149866134
0.256,0.096,3,0.1960640351905365,0.09226485564531776,0.5695,0.2849161376689208,0.5405,0.02252176744047446,0.021468567070243017
0.256,0.097,3,0.1952832163413637,0.09300888902004043,0.5695,0.28760253900647986,0.54,0.022521467009986845,0.02145802545567208
0.256,0.098,3,0.19451080829231793,0.09374651351620804,0.5695,0.2902725567790883,0.5395,0.022521186461230445,0.021447513934045644
0.256,0.099,3,0.193746539348494,0.09447795611250961,0.5695,0.29292685342460006,0.539,0.022520924444420446,0.021437031214660267
0.256,0.1,3,0.19299015347812348,0.09520343061345676,0.5695,0.2955660520687986,0.5385,0.0225206796884795,0.02142657608172734
0.256,0.101,3,0.19224140908386717,0.09592313868388394,0.5695,0.2981906045223351,0.5385,0.02252045099483748,0.021416147388527346
0.256,0.10200000000000001,3,0.19150007789380163,0.09663727078267662,0.5695,0.30080115743018976,0.538,0.022520237231836677,0.021405744052132154
0.256,0.10300000000000001,3,0.1907659439582483,0.09734600700738652,0.5695,0.3033982881486446,0.5375,0.0225200373296724,0.02139536504862963
0.256,0.104,3,0.19003880274047125,0.09804951785981442,0.5695,0.30598249086184115,0.537,0.022519850275808096,0.021385009408793912
0.256,0.105,3,0.1893184602908089,0.09874796494134339,0.5695,0.30855423321175734,0.5365,0.022519675110812445,0.021374676214151872
0.256,0.106,3,0.18860473249515586,0.09944150158566938,0.5695,0.31111395819530113,0.536,0.022519510924572134,0.02136436459340262
0.256,0.107,3,0.18789744438983857,0.10013027343562911,0.5695,0.31366208589381955,0.5355,0.022519356852840212,0.02135407371915252
0.256,0.108,3,0.18719642953592264,0.10081441896998312,0.5695,0.31619901505255454,0.535,0.022519212074084704,0.021343802804932453
0.256,0.109,3,0.1865015294468177,0.10149406998532065,0.5695,0.31872512452550933,0.5345,0.022519075806606437,0.021333551102468477
0.256,0.11,3,0.1858125930637955,0.10216935203761968,0.5695,0.3212407745992885,0.534,0.022518947305898852,0.021323317899180162
0.256,0.111,3,0.18512947627463944,0.10284038484748549,0.5695,0.32374630820797995,0.5335,0.022518825862225617,0.021313102515884013
0.256,0.112,3,0.18445204147121505,0.1035072826726173,0.5695,0.3262420520496893,0.533,0.022518710798394702,0.021302904304681985
0.256,0.11299999999999999,3,0.18378015714221696,0.10417015465064902,0.5695,0.3287283176141798,0.5325,0.022518601467710002,0.021292722647017284
0.256,0.11399999999999999,3,0.18311369749776696,0.10482910511517222,0.5695,0.33120540213000427,0.532,0.022518497252083686,0.021282556951881686
0.256,0.11499999999999999,3,0.18245254212288953,0.10548423388743741,0.5695,0.3336735894386425,0.5315,0.02251839756029425,0.0212724066541603
0.256,0.11599999999999999,3,0.1817965756572355,0.10613562627805456,0.5700000000000001,0.336133150802275,0.531,0.022518301826376947,0.021262271213101216
0.256,0.11699999999999999,3,0.18114568749867205,0.10678329833175042,0.5700000000000001,0.3385843456512157,0.5305,0.02251820950813459,0.021252150110898798
0.256,0.118,3,0.1804997715286298,0.10742742335970071,0.5700000000000001,0.34102742227632843,0.53,0.022518120085758084,0.02124204285138051
0.256,0.119,3,0.17985872585730256,0.10806808564572694,0.5700000000000001,0.3434626184712375,0.5295,0.022518033060546973,0.02123194895878837
0.256,0.12,3,0.17922245258698977,0.10870536612501706,0.5700000000000001,0.34589016212865725,0.529,0.022517947953721498,0.021221867976646724
0.256,0.121,3,0.1785908575920433,0.10933934256933206,0.5700000000000001,0.34831027179472784,0.5285,0.022517864305318273,0.021211799466709237
0.256,0.122,3,0.17796385031402526,0.10997008975940224,0.5700000000000001,0.3507231571848794,0.528,0.022517781673162606,0.02120174300797826
0.256,0.123,3,0.1773413435708323,0.1105976796455623,0.5700000000000001,0.35312901966437116,0.5275,0.02251769963191122,0.021191698195790837
0.256,0.124,3,0.17672325337864295,0.11122218149758403,0.5700000000000001,0.3555280526963989,0.527,0.022517617772159458,0.02118166464096584
0.256,0.125,3,0.17610949878566187,0.11184366204457576,0.5700000000000001,0.35792044226036535,0.5265,0.02251753569960798,0.021171641969007306
0.256,0.126,3,0.17550000171673263,0.11246218560572825,0.5700000000000001,0.360306367242663,0.526,0.0225174530342841,0.021161629819359665
0.256,0.127,3,0.17489468682796494,0.11307781421262401,0.5700000000000001,0.36268599980212923,0.5255,0.02251736940981357,0.02115162784471071
0.256,0.128,3,0.17429348137061335,0.11369060772375908,0.5700000000000001,0.36505950571210316,0.525,0.0225172844727389,0.021141635710338717
0.256,0.129,3,0.17369631506349784,0.11430062393186596,0.5700000000000001,0.3674270154996184,0.524,0.022517197881880658,0.02113165309350034
0.256,0.13,3,0.17310311997332892,0.11490791866458493,0.5700000000000001,0.3697885371049174,0.5235,0.02251710930773852,0.021121679682856206
0.256,0.131,3,0.1725138304023538,0.11551251960374426,0.5705,0.37214438077042833,0.523,0.02251701843192914,0.021111715177931513
0.256,0.132,3,0.17192838278278563,0.11611442255534495,0.5705,0.37449468979225436,0.5225,0.022516924946658162,0.021101759288608975
0.256,0.133,3,0.17134671557752684,0.11671376053784815,0.5705,0.37683960249885395,0.522,0.022516828554223784,0.021091811734651883
0.256,0.134,3,0.170768769186744,0.11731058241154059,0.5705,0.37917925248498124,0.5215000000000001,0.022516728966549826,0.02108187224525504
0.256,0.135,3,0.17019448585986952,0.11790493549095386,0.5705,0.3815137688319348,0.521,0.02251662590474601,0.021071940558621733
0.256,0.136,3,0.16962380961266724,0.11849686561459254,0.5705,0.38384327631501647,0.5205,0.022516519098693715,0.02106201642156482
0.256,0.137,3,0.1690566861490017,0.11908641721069918,0.5705,0.3861678955991212,0.52,0.022516408286655323,0.02105209958913037
0.256,0.138,3,0.16849306278700052,0.11967363335932123,0.5705,0.3884877434232401,0.5195000000000001,0.022516293214905635,0.02104218982424225
0.256,0.139,3,0.16793288838930837,0.12025855585093087,0.5705,0.390802932774638,0.519,0.022516173637383875,0.02103228689736634
0.256,0.14,3,0.16737611329716523,0.12084122524182728,0.5705,0.3931133922900733,0.518,0.022516049315364828,0.021022390586193023
0.256,0.14100000000000001,3,0.16682268926805546,0.12142168090652955,0.5705,0.39541921351996734,0.5175000000000001,0.022515920017147924,0.021012500675336724
0.256,0.14200000000000002,3,0.16627256941669769,0.12199996108735879,0.5705,0.39772068188350196,0.517,0.022515785517763082,0.021002616956051486
0.256,0.14300000000000002,3,0.16572570815915946,0.1225761029413876,0.5705,0.4000178969721161,0.5165,0.022515645598692284,0.020992739225961527
0.256,0.14400000000000002,3,0.16518206115989922,0.12315004308806314,0.571,0.4023109553639627,0.516,0.022515500047605698,0.020982867288805725
0.256,0.14500000000000002,3,0.164641585281553,0.12372189806348684,0.571,0.40459995074876054,0.5155000000000001,0.022515348658111736,0.02097300095419533
0.256,0.14600000000000002,3,0.16410423853729147,0.12429172012407812,0.571,0.406884974046181,0.515,0.02251519122951984,0.020963140037383966
0.256,0.14700000000000002,3,0.1635699800455953,0.12485954250962206,0.571,0.4091656610968854,0.514,0.022515027566615504,0.020953284359049217
0.256,0.148,3,0.16303876998729433,0.12542539757542331,0.571,0.4114425156774489,0.5135000000000001,0.02251485747944658,0.020943433745085033
0.256,0.149,3,0.1625105695647429,0.12598931682657427,0.571,0.4137156436194088,0.513,0.022514680783120307,0.020933588026404472
0.256,0.15,3,0.16198534096299644,0.12655133095053825,0.571,0.4159851258778989,0.5125,0.022514497297610354,0.020923747038751907
0.257,0.06,3,0.2483163319716375,0.04592981355844159,0.5720000000000001,0.13158254987757387,0.5655,0.022816981677817278,0.022126619031399456
0.257,0.061,3,0.2449720880119559,0.04880504666339367,0.5720000000000001,0.14055289016280817,0.5645,0.022804371585267286,0.022104153777708867
0.257,0.062,3,0.24216516791843404,0.05122941426207859,0.5720000000000001,0.14818541061937499,0.5635,0.02279450455276151,0.022084225611526183
0.257,0.063,3,0.23970389883083162,0.05336393382104726,0.5720000000000001,0.15495950778067483,0.5625,0.022786391599190787,0.022065927675104905
0.257,0.064,3,0.23748803697829385,0.05529283249771866,0.5720000000000001,0.1611216578566349,0.562,0.022779515901540884,0.022048785374435064
0.257,0.065,3,0.235457498857514,0.0570666021185662,0.5720000000000001,0.16682532947748302,0.5615,0.022773567923360473,0.022032514070257202
0.257,0.066,3,0.23357298717491964,0.05871827126769432,0.5720000000000001,0.17216768211689942,0.5605,0.022768345361819563,0.022016927481968828
0.257,0.067,3,0.23180717988707034,0.06027080636545905,0.5720000000000001,0.17721578879954933,0.56,0.022763707662818995,0.022001896018415668
0.257,0.068,3,0.2301401997934598,0.06174091755257493,0.5720000000000001,0.18202098304471434,0.5595,0.022759552642274868,0.021987325345910403
0.257,0.069,3,0.22855707015253507,0.06314119638342336,0.5720000000000001,0.18662059775656606,0.559,0.022755803360822526,0.0219731443478866
0.257,0.06999999999999999,3,0.22704618686853856,0.06448139956176202,0.5720000000000001,0.19104360272739992,0.5585,0.02275240024533264,0.02195929789293178
0.257,0.071,3,0.2255983515684848,0.06576926146867942,0.5720000000000001,0.1953129924572162,0.558,0.02274929610451287,0.02194574225645996
0.257,0.072,3,0.22420613308529336,0.06701103077209583,0.5720000000000001,0.19944714563260288,0.557,0.02274645283854464,0.021932442096479595
0.257,0.073,3,0.22286343073813272,0.0682118374782138,0.5720000000000001,0.20346123100551372,0.5565,0.022743839189371538,0.021919368384536543
0.257,0.074,3,0.22156516668410453,0.06937595152387921,0.5720000000000001,0.20736843583419412,0.556,0.022741429156415024,0.02190649694773786
0.257,0.075,3,0.22030706366749128,0.07050696960379363,0.5720000000000001,0.21117947372378568,0.5555,0.022739200852437524,0.0218938074151788
0.257,0.076,3,0.21908548093232647,0.07160795311577324,0.5720000000000001,0.2149034698858685,0.555,0.02273713565910426,0.02188128243986776
0.257,0.077,3,0.2178972907566645,0.07268153196409954,0.5720000000000001,0.21854826776157119,0.5545,0.022735217591800992,0.021868907113105084
0.257,0.078,3,0.2167397839876885,0.0737299839864495,0.5720000000000001,0.22212066389534962,0.554,0.022733432813805472,0.02185666851629076
0.257,0.079,3,0.21561059668670002,0.07475529663589783,0.5720000000000001,0.22562659052547956,0.5535,0.022731769259145634,0.021844555372790203
0.257,0.08,3,0.21450765240753106,0.0757592155206398,0.5720000000000001,0.22907125941444567,0.553,0.02273021633592759,0.021832557773917113
0.257,0.081,3,0.2134291162328405,0.07674328305878766,0.5720000000000001,0.2324592764984429,0.5525,0.02272876469016925,0.021820666960672367
0.257,0.08199999999999999,3,0.21237335777742353,0.07770886959407118,0.5720000000000001,0.23579473426065886,0.552,0.022727406015766047,0.021808875148014075
0.257,0.08299999999999999,3,0.2113389211167814,0.07865719868871351,0.5720000000000001,0.23908128688427768,0.5515,0.02272613290007568,0.02179717538198201
0.257,0.08399999999999999,3,0.21032450012576567,0.07958936786719387,0.5720000000000001,0.2423222119405301,0.551,0.02272493869732169,0.021785561422493882
0.257,0.08499999999999999,3,0.20932891808813636,0.08050636576856156,0.5720000000000001,0.24552046143757358,0.5505,0.02272381742395288,0.021774027646412408
0.257,0.086,3,0.2083511107102703,0.08140908643601007,0.5720000000000001,0.24867870438209572,0.55,0.022722763671498263,0.0217625689667729
0.257,0.087,3,0.20739011187230127,0.08229834130426164,0.5720000000000001,0.25179936251022333,0.5495,0.022721772533487592,0.021751180765009075
0.257,0.088,3,0.20644504159861715,0.08317486932036758,0.5720000000000001,0.254884640476012,0.549,0.022720839543772724,0.02173985883371952
0.257,0.089,3,0.20551509584136018,0.08403934553960209,0.5720000000000001,0.25793655150876876,0.5485,0.02271996062415994,0.02172859932804662
0.257,0.09,3,0.20459953775546258,0.08489238846677347,0.5720000000000001,0.26095693933980496,0.548,0.022719132039700714,0.021717398724142484
0.257,0.091,3,0.2036976902087982,0.08573456635858015,0.5720000000000001,0.26394749703770026,0.5475,0.022718350360322503,0.021706253783504787
0.257,0.092,3,0.20280892932143468,0.0865664026602678,0.5720000000000001,0.26690978326588544,0.547,0.022717612427741025,0.021695161522204406
0.257,0.093,3,0.2019326788672296,0.08738838071682896,0.5720000000000001,0.26984523637875585,0.5465,0.022716915326797038,0.021684119184213164
0.257,0.094,3,0.20106840540196025,0.08820094787297077,0.5720000000000001,0.27275518669549287,0.546,0.02271625636052,0.021673124218186665
