Omega_over_gamma,Delta_over_gamma,alpha_over_gamma,min_sigma_min_Mk_on_boundary,y_at_min_sigma,min_abs_det_Mk_on_boundary,y_at_min_abs_det
0.26030000000000003,0.07669999999999999,0.23884803645255304,0.05604913558605863,0.58185,0.16861925049193988,0.575
0.26030000000000003,0.0768,0.23863443143437724,0.05623637683471799,0.58185,0.16924638404025533,0.575
0.26030000000000003,0.0769,0.23842242276290238,0.05642228279867496,0.58185,0.16986957752933457,0.575
0.26030000000000003,0.077,0.23821197721622867,0.05660688137970051,0.58185,0.17048891353253534,0.575
0.26030000000000003,0.0771,0.23800306267872715,0.05679019955091637,0.58185,0.171104471888328,0.575
0.26030000000000003,0.07719999999999999,0.23779564809066583,0.05697226339906627,0.58185,0.17171632982438734,0.575
0.26030000000000003,0.0773,0.23758970340072594,0.05715309816436403,0.58185,0.17232456207458427,0.575
0.26030000000000003,0.0774,0.2373851995212289,0.05733272827806586,0.58185,0.1729292409893135,0.575
0.26030000000000003,0.0775,0.23718210828586553,0.05751117739794401,0.58185,0.17353043663967244,0.575
0.26030000000000003,0.0776,0.23698040240978097,0.05768846844178344,0.58185,0.17412821691584496,0.575
0.26030000000000003,0.07769999999999999,0.23678005545183167,0.057864623619056844,0.58185,0.17472264762015072,0.575
0.26030000000000003,0.0778,0.23658104177890324,0.05803966446086968,0.58185,0.17531379255501944,0.575
0.26030000000000003,0.0779,0.23638333653212323,0.05821361184831564,0.58185,0.1759017136063106,0.575
0.26030000000000003,0.078,0.23618691559486615,0.058386486039329145,0.58185,0.17648647082222202,0.575
0.26030000000000003,0.0781,0.23599175556243052,0.05855830669413365,0.58185,0.17706812248808637,0.575
0.26030000000000003,0.07819999999999999,0.23579783371328908,0.05872909289936985,0.58185,0.1776467251972939,0.575
0.26030000000000003,0.0783,0.23560512798179145,0.058898863191007234,0.58185,0.178222333918649,0.575
0.26030000000000003,0.0784,0.23541361693226864,0.05906763557607661,0.58185,0.17879500206026697,0.575
0.26030000000000003,0.0785,0.23522327973441026,0.059235427553336675,0.58185,0.17936478153034735,0.575
0.26030000000000003,0.0786,0.23503409613987788,0.05940225613290265,0.58185,0.1799317227948969,0.575
0.26030000000000003,0.07869999999999999,0.2348460464600492,0.059568137854926304,0.58185,0.1804958749326748,0.575
0.26030000000000003,0.0788,0.2346591115448457,0.05973308880736629,0.58185,0.1810572856874662,0.575
0.26030000000000003,0.0789,0.23447327276257085,0.059897124642910256,0.58185,0.18161600151786908,0.575
0.26030000000000003,0.079,0.23428851198070552,0.060060260595095866,0.58185,0.18217206764472435,0.575
0.26030000000000003,0.0791,0.23410481154760537,0.06022251149367166,0.58185,0.18272552809632112,0.575
0.26030000000000003,0.07919999999999999,0.2339221542750427,0.06038389177925176,0.58185,0.1832764257515277,0.575
0.26030000000000003,0.0793,0.23374052342155927,0.06054441551728951,0.58185,0.18382480238091667,0.575
0.26030000000000003,0.0794,0.2335599026765674,0.06070409641142229,0.58185,0.1843706986860549,0.575
0.26030000000000003,0.0795,0.23338027614517112,0.06086294781621295,0.58185,0.18491415433701291,0.575
0.26030000000000003,0.07959999999999999,0.23320162833367086,0.06102098274931778,0.58185,0.18545520800819076,0.575
0.26030000000000003,0.0797,0.2330239441356919,0.06117821390312979,0.58185,0.18599389741261116,0.575
0.26030000000000003,0.0798,0.23284720881894322,0.061334653655894716,0.58185,0.18653025933465012,0.575
0.26030000000000003,0.0799,0.23267140801252623,0.061490314082363516,0.58185,0.18706432966142125,0.575
0.26030000000000003,0.08,0.23249652769480367,0.06164520696397774,0.58185,0.18759614341277248,0.575
0.26030000000000003,0.08009999999999999,0.23232255418178363,0.0617993437986182,0.58185,0.18812573477001354,0.575
0.26030000000000003,0.0802,0.23214947411598297,0.061952735809956146,0.58185,0.18865313710346535,0.575
0.26030000000000003,0.0803,0.23197727445576893,0.06210539395639925,0.58185,0.1891783829988234,0.575
0.26030000000000003,0.0804,0.23180594246513164,0.062257328939678606,0.58185,0.18970150428246357,0.575
0.26030000000000003,0.0805,0.23163546570387938,0.06240855121307895,0.58185,0.19022253204570358,0.575
0.26030000000000003,0.08059999999999999,0.23146583201823845,0.062559070989331,0.58185,0.19074149666806273,0.575
0.26030000000000003,0.0807,0.23129702953181663,0.06270889824819688,0.58185,0.19125842783963168,0.575
0.26030000000000003,0.0808,0.2311290466369446,0.06285804274374082,0.58185,0.19177335458250225,0.575
0.26030000000000003,0.0809,0.23096187198635068,0.06300651401131668,0.58185,0.19228630527137788,0.575
0.26030000000000003,0.081,0.23079549448516276,0.06315432137428374,0.58185,0.19279730765337635,0.575
0.26030000000000003,0.08109999999999999,0.23062990328322325,0.06330147395045953,0.58185,0.19330638886706078,0.575
0.26030000000000003,0.0812,0.23046508776770125,0.06344798065832104,0.58185,0.19381357546073316,0.575
0.26030000000000003,0.0813,0.23030103755598208,0.06359385022297523,0.58185,0.1943188934100488,0.575
0.26030000000000003,0.0814,0.23013774248883953,0.0637390911818908,0.58185,0.194822368134925,0.575
0.26030000000000003,0.0815,0.22997519262384614,0.06388371189043321,0.58185,0.19532402451587075,0.575
0.26030000000000003,0.08159999999999999,0.22981337822904868,0.06402772052717141,0.58185,0.1958238869096525,0.575
0.26030000000000003,0.0817,0.2296522897768614,0.06417112509900798,0.58185,0.19632197916442995,0.575
0.26030000000000003,0.0818,0.22949191793819562,0.06431393344610663,0.58185,0.19681832463430202,0.575
0.26030000000000003,0.0819,0.22933225357679854,0.06445615324664626,0.58185,0.19731294619333883,0.575
0.26030000000000003,0.08199999999999999,0.22917328774379384,0.06459779202140448,0.58185,0.1978058662491152,0.575
0.26030000000000003,0.08209999999999999,0.22901501167242239,0.0647388571381736,0.58185,0.1982971067557478,0.575
0.26030000000000003,0.0822,0.22885741677297328,0.06487935581601788,0.58185,0.19878668922646198,0.575
0.26030000000000003,0.0823,0.22870049462787923,0.06501929512938981,0.58185,0.1992746347457575,0.575
0.26030000000000003,0.0824,0.22854423698700554,0.06515868201208802,0.58185,0.19976096398108587,0.575
0.26030000000000003,0.08249999999999999,0.22838863576308116,0.06529752326109227,0.58185,0.20024569719418736,0.575
0.26030000000000003,0.08259999999999999,0.22823368302730607,0.06543582554025272,0.58185,0.20072885425198278,0.575
0.26030000000000003,0.0827,0.22807937100509415,0.06557359538386463,0.58185,0.20121045463713697,0.575
0.26030000000000003,0.0828,0.22792569207197072,0.06571083920011284,0.58185,0.20169051745823596,0.575
0.26030000000000003,0.0829,0.227772638749606,0.06584756327440348,0.58185,0.20216906145962849,0.575
0.26030000000000003,0.08299999999999999,0.22762020370197678,0.06598377377258552,0.58185,0.20264610503095276,0.575
0.26030000000000003,0.0831,0.22746837973166345,0.06611947674406277,0.58185,0.20312166621632496,0.575
0.26030000000000003,0.0832,0.22731715977626543,0.06625467812480179,0.58185,0.20359576272323665,0.575
0.26030000000000003,0.0833,0.22716653690492913,0.06638938374024861,0.58185,0.20406841193117517,0.575
0.26030000000000003,0.0834,0.2270165043150008,0.06652359930813985,0.58185,0.2045396308999316,0.575
0.26030000000000003,0.08349999999999999,0.22686705532877763,0.06665733044123,0.58185,0.2050094363776677,0.575
0.26030000000000003,0.0836,0.22671818339036548,0.06679058264993225,0.58185,0.2054778448087191,0.575
0.26030000000000003,0.0837,0.22656988206264084,0.06692336134486716,0.58185,0.20594487234113987,0.575
0.26030000000000003,0.0838,0.2264221450242993,0.06705567183934392,0.58185,0.2064105348340339,0.575
0.26030000000000003,0.0839,0.22627496606701178,0.0671875193517469,0.58185,0.20687484786461705,0.575
0.26030000000000003,0.08399999999999999,0.22612833909265523,0.0673189090078627,0.58185,0.20733782673509737,0.575
0.26030000000000003,0.0841,0.2259822581106355,0.06744984584312677,0.58185,0.2077994864793274,0.575
0.26030000000000003,0.0842,0.2258367172352964,0.06758033480480136,0.58185,0.20825984186923904,0.575
0.26030000000000003,0.0843,0.2256917106833966,0.06771038075409336,0.58185,0.20871890742111773,0.575
0.26030000000000003,0.0844,0.22554723277167835,0.06783998846819672,0.58185,0.20917669740163974,0.575
0.26030000000000003,0.08449999999999999,0.2254032779144968,0.06796916264228287,0.58185,0.20963322583376817,0.575
0.26030000000000003,0.0846,0.22525984062152665,0.06809790789142799,0.58185,0.21008850650245178,0.575
0.26030000000000003,0.0847,0.2251169154955358,0.06822622875248159,0.58185,0.21054255296016072,0.575
0.26030000000000003,0.0848,0.2249744972302261,0.06835412968588139,0.58185,0.21099537853225347,0.575
0.26030000000000003,0.0849,0.22483258060813455,0.06848161507741504,0.58185,0.21144699632219724,0.575
0.26030000000000003,0.08499999999999999,0.2246911604986028,0.06860868923992636,0.58185,0.21189741921661415,0.575
0.26030000000000003,0.0851,0.22455023185579198,0.06873535641498191,0.58185,0.21234665989022364,0.575
0.26030000000000003,0.0852,0.22440978971677222,0.06886162077447601,0.58185,0.21279473081058853,0.575
0.26030000000000003,0.0853,0.22426982919965566,0.06898748642219996,0.58185,0.21324164424276193,0.575
0.26030000000000003,0.0854,0.22413034550178118,0.06911295739536515,0.58185,0.21368741225380403,0.575
0.26030000000000003,0.08549999999999999,0.22399133389796197,0.0692380376660758,0.58185,0.2141320467171392,0.575
0.26030000000000003,0.0856,0.22385278973877143,0.0693627311427684,0.58185,0.21457555931682293,0.575
0.26030000000000003,0.0857,0.22371470844887825,0.06948704167161117,0.58185,0.21501796155168568,0.575
0.26030000000000003,0.0858,0.2235770855254396,0.06961097303785264,0.58185,0.21545926473932744,0.575
0.26030000000000003,0.0859,0.2234399165365152,0.06973452896715421,0.58185,0.2158994800200723,0.575
0.26030000000000003,0.086,0.22330319711955582,0.06985771312686012,0.58185,0.21633861836072266,0.575
0.26030000000000003,0.0861,0.22316692297990487,0.06998052912725551,0.58185,0.2167766905582948,0.575
0.26030000000000003,0.0862,0.2230310898893556,0.0701029805227793,0.58185,0.2172137072436099,0.575
0.26030000000000003,0.0863,0.22289569368474801,0.0702250708132014,0.58185,0.21764967888478554,0.575
0.26030000000000003,0.0864,0.2227607302665954,0.07034680344477859,0.58185,0.21808461579065763,0.575
0.26030000000000003,0.0865,0.22262619559775204,0.07046818181137103,0.58185,0.21851852811409797,0.575
0.26030000000000003,0.0866,0.22249208570211712,0.07058920925553366,0.58185,0.2189514258552423,0.575
0.26030000000000003,0.0867,0.22235839666337415,0.07070988906957343,0.58185,0.21938331886462828,0.575
0.26030000000000003,0.0868,0.22222512462375493,0.07083022449658845,0.58185,0.2198142168462782,0.575
0.26030000000000003,0.08689999999999999,0.22209226578284788,0.07095021873146848,0.58185,0.22024412936066393,0.575
0.26030000000000003,0.087,0.22195981639642737,0.07106987492187898,0.58185,0.2206730658276264,0.575
0.26030000000000003,0.0871,0.22182777277532045,0.07118919616921313,0.58185,0.22110103552919694,0.575
0.26030000000000003,0.0872,0.2216961312842965,0.07130818552952392,0.58185,0.221528047612366,0.575
0.26030000000000003,0.0873,0.22156488834098853,0.07142684601443158,0.58185,0.22195411109177116,0.575
0.26030000000000003,0.08739999999999999,0.22143404041484277,0.07154518059200479,0.58185,0.22237923485231514,0.575
0.26030000000000003,0.0875,0.22130358402609174,0.07166319218762388,0.58185,0.22280342765172498,0.575
0.26030000000000003,0.0876,0.22117351574475758,0.07178088368481937,0.58185,0.2232266981230362,0.575
0.26030000000000003,0.0877,0.22104383218967188,0.07189825792609313,0.58185,0.2236490547770387,0.575
0.26030000000000003,0.0878,0.22091453002753228,0.07201531771371261,0.58185,0.22407050600462589,0.575
0.26030000000000003,0.08789999999999999,0.22078560597196983,0.0721320658104945,0.58185,0.22449106007912253,0.575
0.26030000000000003,0.088,0.22065705678264796,0.07224850494056069,0.58185,0.22491072515853042,0.575
0.26030000000000003,0.0881,0.22052887926437792,0.07236463779008212,0.58185,0.22532950928773562,0.575
0.26030000000000003,0.0882,0.22040107026626304,0.07248046700799776,0.58185,0.22574742040064022,0.575
0.26030000000000003,0.08829999999999999,0.2202736266808527,0.07259599520672566,0.58185,0.22616446632227596,0.575
0.26030000000000003,0.08839999999999999,0.2201465454433249,0.07271122496284849,0.58185,0.2265806547708421,0.575
0.26030000000000003,0.0885,0.2200198235306882,0.07282615881778633,0.58185,0.22699599335969584,0.575
0.26030000000000003,0.0886,0.21989345796099957,0.07294079927845122,0.58185,0.22741048959930307,0.575
0.26030000000000003,0.0887,0.21976744579260132,0.07305514881789067,0.58185,0.2278241508991449,0.575
0.26030000000000003,0.08879999999999999,0.2196417841233762,0.07316920987591166,0.58185,0.2282369845695747,0.575
0.26030000000000003,0.08889999999999999,0.21951647009002107,0.07328298485969217,0.58185,0.22864899782363157,0.575
0.26030000000000003,0.089,0.21939150086733678,0.07339647614437751,0.58185,0.22906019777881192,0.575
0.26030000000000003,0.0891,0.21926687366753392,0.07350968607366347,0.58185,0.2294705914588032,0.575
0.26030000000000003,0.0892,0.21914258573955647,0.0736226169603646,0.58185,0.22988018579517192,0.575
0.26030000000000003,0.08929999999999999,0.21901863436841837,0.07373527108697216,0.58185,0.23028898762901942,0.575
0.26030000000000003,0.0894,0.21889501687455698,0.07384765070619678,0.58185,0.23069700371259727,0.575
0.26030000000000003,0.0895,0.2187717306131996,0.07395975804150125,0.58185,0.2311042407108886,0.575
0.26030000000000003,0.0896,0.21864877297374857,0.07407159528761681,0.58185,0.2315107052031426,0.575
0.26030000000000003,0.0897,0.21852614137917536,0.07418316461105232,0.58185,0.2319164036843886,0.575
0.26030000000000003,0.08979999999999999,0.21840383328542756,0.07429446815059322,0.58185,0.23232134256691828,0.575
0.26030000000000003,0.0899,0.21828184618085728,0.0744055080177814,0.58185,0.23272552818171063,0.575
0.26030000000000003,0.09,0.2181601775856533,0.07451628629739145,0.58185,0.23312896677985173,0.575
0.2604,0.074,0.24641185678429806,0.049516067581777116,0.5821999999999999,0.14719190549004418,0.575
0.2604,0.0741,0.24612465579812115,0.049764976693791395,0.5821999999999999,0.14800078613812806,0.575
0.2604,0.0742,0.24584106595829855,0.05001085898071096,0.5821999999999999,0.14880075119840008,0.575
0.2604,0.07429999999999999,0.24556096390222082,0.05025381798613987,0.5821999999999999,0.14959210473298235,0.575
0.2604,0.0744,0.24528423298248975,0.0504939516196012,0.5821999999999999,0.15037513433065522,0.575
0.2604,0.0745,0.2450107627695141,0.050731352573763704,0.5821999999999999,0.15115011232354625,0.575
0.2604,0.0746,0.2447404486003742,0.05096610870286477,0.5821999999999999,0.1519172968908593,0.575
0.2604,0.0747,0.244473191168796,0.051198303366654284,0.5821999999999999,0.15267693306222263,0.575
0.2604,0.07479999999999999,0.2442088961517701,0.05142801574360289,0.5821999999999999,0.15342925363154156,0.575
0.2604,0.0749,0.2439474738688784,0.05165532111667933,0.5821999999999999,0.15417447999095957,0.575
0.2604,0.075,0.24368883897091326,0.0518802911345582,0.5821999999999999,0.15491282289325486,0.575
0.2604,0.0751,0.24343291015476795,0.05210299405079367,0.5821999999999999,0.15564448315004406,0.575
0.2604,0.0752,0.24317960990192608,0.05232349494319842,0.5821999999999999,0.1563696522723181,0.575
0.2604,0.07529999999999999,0.2429288642382431,0.05254185591536441,0.5821999999999999,0.15708851305892874,0.575
0.2604,0.0754,0.2426806025129097,0.05275813628209559,0.5821999999999999,0.15780124013818625,0.575
0.2604,0.0755,0.24243475719478236,0.052972392740269804,0.5821999999999999,0.15850800046699126,0.575
0.2604,0.0756,0.24219126368442376,0.053184679526527744,0.5821999999999999,0.15920895379155228,0.575
0.2604,0.07569999999999999,0.24195006014042017,0.05339504803808128,0.58215,0.15990425307318248,0.575
0.2604,0.07579999999999999,0.2417110873186694,0.05360354797904045,0.58215,0.16059404488236428,0.575
0.2604,0.0759,0.24147428842345017,0.053810227634889934,0.58215,0.16127846976399957,0.575
0.2604,0.076,0.2412396089692896,0.05401513275339438,0.58215,0.16195766257622515,0.575
0.2604,0.0761,0.2410069966526267,0.05421830725118544,0.58215,0.16263175280526437,0.575
0.2604,0.07619999999999999,0.2407764012324932,0.054419793313869896,0.58215,0.16330086485819906,0.575
0.2604,0.07629999999999999,0.24054777441940312,0.05461963148925064,0.58215,0.16396511833565275,0.575
0.2604,0.0764,0.240321069771812,0.05481786077419858,0.58215,0.1646246282859332,0.575
0.2604,0.0765,0.24009624259949575,0.05501451869571952,0.58215,0.165279505442236,0.575
0.2604,0.0766,0.23987324987331768,0.05520964138666303,0.58215,0.16592985644419705,0.575
0.2604,0.07669999999999999,0.23965205014084895,0.05540326365651988,0.58215,0.1665757840451121,0.575
0.2604,0.0768,0.23943260344741388,0.055595419057670604,0.58215,0.16721738730586194,0.575
0.2604,0.0769,0.23921487126212654,0.05578613994744386,0.58215,0.16785476177660744,0.575
0.2604,0.077,0.2389988164085291,0.055975457546318365,0.58215,0.1684879996672117,0.575
0.2604,0.0771,0.23878440299950604,0.056163401992533585,0.58215,0.16911719000717967,0.575
0.2604,0.07719999999999999,0.23857159637615727,0.056350002393382656,0.58215,0.16974241879588986,0.575
0.2604,0.0773,0.23836036305031613,0.05653528687344582,0.58215,0.17036376914389584,0.575
0.2604,0.0774,0.2381506706504782,0.056719282619962424,0.58215,0.1709813214058621,0.575
0.2604,0.0775,0.2379424878708825,0.05690201592555895,0.58215,0.1715951533057675,0.575
0.2604,0.0776,0.23773578442352652,0.05708351222851518,0.58215,0.17220534005491545,0.575
0.2604,0.07769999999999999,0.23753053099291593,0.05726379615073582,0.58215,0.17281195446323439,0.575
0.2604,0.0778,0.23732669919335392,0.05744289153359228,0.58215,0.17341506704434761,0.575
0.2604,0.0779,0.2371242615286004,0.057620821471776294,0.58215,0.17401474611482998,0.575
0.2604,0.078,0.23692319135375364,0.057797608345286564,0.58215,0.1746110578880071,0.575
0.2604,0.0781,0.2367234628391854,0.05797327384969602,0.58215,0.17520406656271864,0.575
0.2604,0.07819999999999999,0.2365250509364178,0.05814783902478772,0.58215,0.175793834407313,0.575
0.2604,0.0783,0.23632793134580166,0.05832132428167928,0.58215,0.17638042183921862,0.575
0.2604,0.0784,0.23613208048588732,0.058493749428528856,0.58215,0.17696388750036185,0.575
0.2604,0.0785,0.2359374754643836,0.05866513369490673,0.58215,0.17754428832868308,0.575
0.2604,0.0786,0.23574409405059737,0.05883549575492553,0.58215,0.17812167962601777,0.575
0.2604,0.07869999999999999,0.23555191464927241,0.0590048537491968,0.58215,0.178696115122539,0.575
0.2604,0.0788,0.23536091627573225,0.059173225305692335,0.58215,0.1792676470379989,0.575
0.2604,0.0789,0.23517107853226105,0.059340627559567684,0.58215,0.1798363261399244,0.575
0.2604,0.079,0.23498238158562895,0.0595070771720249,0.58215,0.18040220179900648,0.575
0.2604,0.0791,0.23479480614572185,0.059672590348248296,0.58215,0.18096532204176846,0.575
0.2604,0.07919999999999999,0.23460833344518134,0.059837182854493555,0.58215,0.1815257336007578,0.575
0.2604,0.0793,0.23442294522001894,0.06000087003435853,0.58215,0.1820834819623379,0.575
0.2604,0.0794,0.23423862369113913,0.06016366682429074,0.58215,0.18263861141224846,0.575
0.2604,0.0795,0.23405535154671575,0.06032558776838111,0.58215,0.18319116507906785,0.575
0.2604,0.07959999999999999,0.23387311192538934,0.06048664703246652,0.58215,0.18374118497565362,0.575
0.2604,0.0797,0.23369188840021765,0.060646858417600494,0.58215,0.18428871203873506,0.575
0.2604,0.0798,0.2335116649633635,0.06080623537290793,0.58215,0.18483378616668714,0.575
0.2604,0.0799,0.23333242601145093,0.06096479100787494,0.58215,0.18537644625566574,0.575
0.2604,0.08,0.23315415633158426,0.06112253810408485,0.58215,0.1859167302341073,0.575
0.2604,0.08009999999999999,0.2329768410879689,0.061279489126449815,0.58215,0.18645467509575048,0.575
0.2604,0.0802,0.2328004658091139,0.06143565623395188,0.58215,0.1869903169312263,0.575
0.2604,0.0803,0.2326250163755939,0.061591051289916876,0.58215,0.18752369095826832,0.575
0.2604,0.0804,0.2324504790083174,0.0617456858718618,0.58215,0.18805483155068162,0.575
0.2604,0.0805,0.23227684025730028,0.06189957128091921,0.58215,0.1885837722660641,0.575
0.2604,0.08059999999999999,0.23210408699090745,0.06205271855086865,0.58215,0.18911054587237527,0.575
0.2604,0.0807,0.23193220638553494,0.06220513845679697,0.58215,0.18963518437342397,0.575
0.2604,0.0808,0.23176118591572298,0.06235684152340007,0.58215,0.19015771903328937,0.575
0.2604,0.0809,0.23159101334466187,0.06250783803295133,0.58215,0.19067818039978088,0.575
0.2604,0.081,0.23142167671509206,0.06265813803294225,0.58215,0.1911965983269206,0.575
0.2604,0.08109999999999999,0.23125316434055665,0.06280775134342509,0.58215,0.19171300199656272,0.575
0.2604,0.0812,0.2310854647970087,0.06295668756405884,0.58215,0.19222741993913633,0.575
0.2604,0.0813,0.23091856691474547,0.0631049560808816,0.58215,0.192739880053582,0.575
0.2604,0.0814,0.23075245977065514,0.06325256607281779,0.58215,0.1932504096265204,0.575
0.2604,0.0815,0.23058713268076478,0.06339952651793675,0.58215,0.19375903535067768,0.575
0.2604,0.08159999999999999,0.23042257519307446,0.06354584619946735,0.58215,0.19426578334260422,0.575
0.2604,0.0817,0.230258777080663,0.06369153371158644,0.58215,0.194770679159725,0.575
0.2604,0.0818,0.2300957283350497,0.06383659746499232,0.58215,0.19527374781675944,0.575
0.2604,0.0819,0.22993341915980892,0.06398104569226615,0.58215,0.19577501380151752,0.575
0.2604,0.08199999999999999,0.2297718399644243,0.06412488645303113,0.58215,0.19627450109010094,0.575
0.2604,0.08209999999999999,0.22961098135835617,0.06426812763893405,0.58215,0.19677223316158687,0.575
0.2604,0.0822,0.22945083414533843,0.06441077697843381,0.58215,0.19726823301213756,0.575
0.2604,0.0823,0.2292913893178774,0.06455284204142009,0.58215,0.19776252316861567,0.575
0.2604,0.0824,0.22913263805194173,0.06469433024367163,0.58215,0.19825512570172968,0.575
0.2604,0.08249999999999999,0.2289745717018557,0.06483524885114424,0.58215,0.1987460622386713,0.575
0.2604,0.08259999999999999,0.2288171817953587,0.06497560498411932,0.58215,0.19923535397535014,0.575
0.2604,0.0827,0.2286604600288435,0.06511540562120184,0.58215,0.19972302168818398,0.575
0.2604,0.0828,0.22850439826276348,0.06525465760317664,0.58215,0.20020908574547,0.575
0.2604,0.0829,0.22834898851719304,0.0653933676367368,0.58215,0.20069356611838166,0.575
0.2604,0.08299999999999999,0.22819422296754602,0.06553154229807784,0.58215,0.20117648239157257,0.575
0.2604,0.0831,0.22804009394043517,0.06566918803637559,0.58215,0.2016578537734324,0.575
0.2604,0.0832,0.2278865939096673,0.065806311177148,0.58215,0.20213769910601317,0.575
0.2604,0.0833,0.2277337154923889,0.06594291792549312,0.58215,0.20261603687457352,0.575
0.2604,0.0834,0.22758145144534012,0.06607901436923325,0.58215,0.2030928852168657,0.575
0.2604,0.08349999999999999,0.22742979466124733,0.06621460648194512,0.58215,0.2035682619320733,0.575
0.2604,0.0836,0.22727873816532684,0.0663497001258957,0.58215,0.20404218448947833,0.575
0.2604,0.0837,0.22712827511190375,0.06648430105488116,0.58215,0.20451467003684243,0.575
0.2604,0.0838,0.22697839878114068,0.06661841491697475,0.58215,0.2049857354085168,0.575
0.2604,0.0839,0.2268291025758753,0.06675204725718113,0.58215,0.20545539713328168,0.575
0.2604,0.08399999999999999,0.22668038001854812,0.06688520352001828,0.58215,0.20592367144196738,0.575
0.2604,0.0841,0.22653222474824353,0.06701788905200055,0.58215,0.20639057427478835,0.575
0.2604,0.0842,0.22638463051780475,0.06715010910406286,0.58215,0.20685612128850323,0.575
0.2604,0.0843,0.22623759119105863,0.06728186883389069,0.58215,0.20732032786329457,0.575
0.2604,0.0844,0.2260911007401116,0.06741317330819038,0.58215,0.20778320910947892,0.575
0.2604,0.08449999999999999,0.22594515324273673,0.06754402750488551,0.58215,0.2082447798739892,0.575
0.2604,0.0846,0.2257997428798358,0.06767443631524589,0.58215,0.20870505474667234,0.575
0.2604,0.0847,0.22565486393298667,0.06780440454594946,0.58215,0.20916404806637443,0.575
0.2604,0.0848,0.2255105107820545,0.06793393692108664,0.58215,0.20962177392686976,0.575
0.2604,0.0849,0.2253666779028815,0.06806303808410238,0.58215,0.2100782461825958,0.575
0.2604,0.08499999999999999,0.2252233598650445,0.068191712599678,0.58215,0.21053347845421824,0.575
0.2604,0.0851,0.22508055132967697,0.06831996495556182,0.58215,0.21098748413403864,0.575
0.2604,0.0852,0.22493824704735738,0.06844779956434156,0.58215,0.21144027639123744,0.575
0.2604,0.0853,0.22479644185605915,0.0685752207651666,0.58215,0.211891868176963,0.575
0.2604,0.0854,0.22465513067915688,0.06870223282542222,0.58215,0.21234227222928562,0.575
0.2604,0.08549999999999999,0.2245143085234934,0.06882883994235423,0.58215,0.2127915010779958,0.575
0.2604,0.0856,0.22437397047750623,0.06895504624464101,0.58215,0.21323956704925792,0.575
0.2604,0.0857,0.2242341117093949,0.06908085579393393,0.58215,0.21368648227016476,0.575
0.2604,0.0858,0.22409472746535836,0.06920627258633721,0.58215,0.21413225867311222,0.575
0.2604,0.0859,0.2239558130678606,0.06933130055386567,0.58215,0.2145769080001149,0.575
0.2604,0.086,0.22381736391396456,0.0694559435658423,0.58215,0.21502044180694077,0.575
0.2604,0.0861,0.22367937547370406,0.06958020543026823,0.58215,0.2154628714671576,0.575
0.2604,0.0862,0.22354184328849327,0.06970408989515633,0.58215,0.21590420817608988,0.575
0.2604,0.0863,0.22340476296959688,0.06982760064981801,0.58215,0.21634446295461654,0.575
0.2604,0.0864,0.22326813019662844,0.06995074132612356,0.58215,0.21678364665290611,0.575
0.2604,0.0865,0.223131940716091,0.07007351549972889,0.58215,0.21722176995404585,0.575
0.2604,0.0866,0.22299619033996593,0.07019592669125986,0.58215,0.21765884337754773,0.575
0.2604,0.0867,0.222860874944328,0.07031797836747619,0.58215,0.21809487728279528,0.575
0.2604,0.0868,0.22272599046800823,0.07043967394239502,0.58215,0.21852988187236527,0.575
0.2604,0.08689999999999999,0.22259153291128414,0.07056101677839072,0.58215,0.21896386719528782,0.575
0.2604,0.087,0.22245749833460776,0.07068201018726321,0.58215,0.21939684315020963,0.575
0.2604,0.0871,0.22232388285736887,0.0708026574312776,0.58215,0.21982881948846922,0.575
0.2604,0.0872,0.2221906826566854,0.07092296172417922,0.58215,0.2202598058171081,0.575
0.2604,0.0873,0.22205789396623332,0.07104292623217813,0.58215,0.22068981160177928,0.575
0.2604,0.08739999999999999,0.22192551307509478,0.0711625540749151,0.58215,0.2211188461696175,0.575
0.2604,0.0875,0.22179353632664978,0.07128184832639411,0.58215,0.22154691871199292,0.575
0.2604,0.0876,0.221661960117486,0.07140081201589707,0.58215,0.22197403828722592,0.575
0.2604,0.0877,0.22153078089633824,0.07151944812887544,0.58215,0.22240021382322867,0.575
0.2604,0.0878,0.22139999516305947,0.07163775960781489,0.58215,0.2228254541200627,0.575
0.2604,0.08789999999999999,0.22126959946760988,0.07175574935308314,0.58215,0.2232497678524591,0.575
0.2604,0.088,0.22113959040908004,0.07187342022375286,0.58215,0.2236731635722475,0.575
0.2604,0.0881,0.221009964634731,0.07199077503840656,0.58215,0.22409564971074797,0.575
0.2604,0.0882,0.22088071883905785,0.0721078165759233,0.58215,0.22451723458110337,0.575
0.2604,0.08829999999999999,0.22075184976288775,0.07222454757623721,0.58215,0.2249379263805228,0.575
0.2604,0.08839999999999999,0.22062335419248322,0.0723409707410906,0.58215,0.22535773319251753,0.575
0.2604,0.0885,0.2204952289586804,0.07245708873475781,0.58215,0.225776662989046,0.575
0.2604,0.0886,0.2203674709360393,0.07257290418475909,0.58215,0.2261947236326319,0.575
0.2604,0.0887,0.22024007704202359,0.07268841968254997,0.58215,0.2266119228784056,0.575
0.2604,0.08879999999999999,0.22011304423619105,0.07280363778420157,0.58215,0.2270282683761223,0.575
0.2604,0.08889999999999999,0.2199863695194083,0.07291856101105952,0.58215,0.2274437676721184,0.575
