winner_side,Omega_center,Delta_center,alpha_center,y_center,sigma_center,worst_sigma,max_diff,sigma_minus_diff,passed,box_status
2,0.2664499999999999,0.08515000000000003,0.2814218072183807,0.6,0.022822428787250267,0.022806312400059755,0.0009788908253610632,0.021843537961889203,True,certified_box
2,0.2664499999999999,0.08525000000000003,0.28144252229471833,0.6005,0.022813508081162732,0.02279741918159099,0.0009788920885669009,0.02183461599259583,True,certified_box
2,0.2664499999999999,0.08535000000000004,0.28146326264933513,0.6005,0.022804563905681204,0.022788516292427376,0.0009788926758918304,0.021825671229789373,True,certified_box
2,0.2664499999999999,0.08545000000000004,0.2814840282849197,0.6005,0.022795609968718128,0.022779603737423618,0.0009788932638083061,0.02181671670490982,True,certified_box
2,0.2664499999999999,0.08555000000000004,0.28150481920415965,0.6005,0.02278664627495912,0.022770681521458783,0.0009788938523173033,0.021807752422641817,True,certified_box
2,0.2665499999999999,0.08385,0.2811646639066145,0.6005,0.022957422900390777,0.022942332240655776,0.0009788826027430858,0.021978540297647692,True,certified_box
2,0.2665499999999999,0.08395,0.2811850343568248,0.6005,0.022948675058895494,0.022933587281072636,0.0009788831815895523,0.021969791877305942,True,certified_box
2,0.2665499999999999,0.08405,0.2812054300268582,0.6005,0.02293991750315606,0.02292483262741151,0.0009788837610137386,0.02196103374214232,True,certified_box
2,0.2665499999999999,0.08415,0.2812258509194072,0.6005,0.022931150237753845,0.02291606828430248,0.000978884341016628,0.021952265896737218,True,certified_box
2,0.2665499999999999,0.08425,0.2812462970371676,0.6005,0.022922373267286328,0.022907294256399063,0.0009788849215991231,0.021943488345687205,True,certified_box
2,0.2665499999999999,0.08435000000000001,0.2812667683828309,0.6005,0.022913586596373933,0.02289851054837474,0.0009788855027618565,0.021934701093612077,True,certified_box
2,0.2665499999999999,0.08445000000000001,0.2812872649590882,0.6005,0.02290479022965608,0.02288971716492159,0.0009788860845060423,0.021925904145150037,True,certified_box
2,0.2665499999999999,0.08455000000000001,0.2813077867686296,0.6005,0.022895984171793404,0.022880904913670636,0.0009788866668323445,0.02191709750496106,True,certified_box
2,0.2665499999999999,0.08465000000000002,0.2813283338141424,0.6005,0.022887168427467068,0.0228720731635339,0.0009788872497417404,0.02190828117772533,True,certified_box
2,0.2665499999999999,0.08475000000000002,0.2813489060983158,0.6005,0.0228783430013767,0.022863231714948303,0.0009788878332350314,0.02189945516814167,True,certified_box
2,0.2665499999999999,0.08485000000000002,0.28136950362383184,0.6005,0.022869507898247293,0.022854380572623317,0.000978888417313051,0.021890619480934244,True,certified_box
2,0.2665499999999999,0.08495000000000003,0.2813901263933763,0.6005,0.022860663122820063,0.02284551974128928,0.0009788890019768136,0.02188177412084325,True,certified_box
2,0.2665499999999999,0.08505000000000003,0.28141077440963136,0.6005,0.0228518086798594,0.022836649225695848,0.0009788895872271796,0.02187291909263222,True,certified_box
2,0.2665499999999999,0.08515000000000003,0.2814314476752774,0.6005,0.02284294457414997,0.022827769030616105,0.0009788901730649092,0.021864054401085062,True,certified_box
2,0.2665499999999999,0.08525000000000003,0.281452146192995,0.6005,0.022834070810496186,0.022818879160841923,0.0009788907594910812,0.021855180051005105,True,certified_box
2,0.2665499999999999,0.08535000000000004,0.2814728699654603,0.6005,0.022825187393726992,0.022809979621188723,0.000978891346506416,0.021846296047220576,True,certified_box
2,0.2665499999999999,0.08545000000000004,0.2814936189953499,0.6005,0.02281629432868962,0.0228010704164899,0.000978891934111874,0.021837402394577748,True,certified_box
2,0.2665499999999999,0.08555000000000004,0.28151439328533956,0.6005,0.022807391620252374,0.022792151551602958,0.000978892522308335,0.02182849909794404,True,certified_box
