Omega_over_gamma,Delta_over_gamma,k,alpha_over_gamma,min_abs_Fk_on_boundary,y_at_min_abs_Fk,min_Re_Fk_on_boundary,y_at_min_Re_Fk,min_Re_Sigma_minus,y_at_min_Re_Sigma_minus,min_Re_Sigma_plus,y_at_min_Re_Sigma_plus,min_Re_R_minus_1,min_Re_R_plus_1
0.31,0.12000000000000001,9,0.29310388195190457,0.5855631438359507,2.34,-0.2505222262149574,6.0,0.17760466759614382,6.0,0.15164692124663423,6.0,0.3260752750376382,0.3058136884703876
0.31,0.12000000000000001,10,0.29310388195190457,0.6645440910149728,2.625,-0.23472689098251903,6.0,0.2217274226875679,6.0,0.18949010656475299,6.0,0.35774619097950344,0.33223902379126036
0.31,0.12000000000000001,11,0.29310388195190457,0.7420578912465002,2.9099999999999997,-0.2138078767453116,6.0,0.2710159835083688,6.0,0.23185620823283917,6.0,0.39488185988408286,0.36311221592863513
0.31,0.12000000000000001,12,0.29310388195190457,0.8183122998520197,3.195,-0.18611900766789444,6.0,0.3256459262150385,6.0,0.2789340460080874,6.0,0.43819183207997275,0.39901316315866875
0.31,0.13,3,0.2953348504520334,0.07825512733877861,0.72,-0.29181695621456494,6.0,0.01233135990463432,6.0,0.010358723663181014,6.0,0.21852823367540367,0.21449139009097232
0.31,0.13,4,0.2953348504520334,0.1587127416408425,0.975,-0.2891703041587785,6.0,0.028882115053555302,6.0,0.02426826932484701,6.0,0.2281194796630255,0.2225869467851695
0.31,0.13,5,0.2953348504520334,0.24599939958405106,1.2449999999999999,-0.285495766588892,6.0,0.049743427724553244,6.0,0.041811572444328746,6.0,0.24050856127343473,0.23300514250345217
0.31,0.13,6,0.2953348504520334,0.33360514246411804,1.515,-0.2805068818429625,6.0,0.07502643690152397,6.0,0.0630910126234066,6.0,0.2559723464272473,0.2459537635051699
0.31,0.13,7,0.2953348504520334,0.4192164824014113,1.785,-0.2738131058070431,6.0,0.1048603210000462,6.0,0.08822747658628019,6.0,0.2748525968361007,0.26169057636838305
0.31,0.13,8,0.2953348504520334,0.5025329698341117,2.07,-0.26488825084540074,6.0,0.1393899221992897,6.0,0.11735916070951125,6.0,0.29756021382104725,0.28052761610919896
0.31,0.13,9,0.2953348504520334,0.5833439534921108,2.34,-0.25302814724195705,6.0,0.1787729176680004,6.0,0.15064007879376343,6.0,0.3245792546713403,0.3028358473450138
0.31,0.13,10,0.2953348504520334,0.6622473006404489,2.625,-0.23729453225009625,6.0,0.22317653102587753,6.0,0.18823823998498687,6.0,0.356470135956611,0.32904994464654225
0.31,0.13,11,0.2953348504520334,0.7396792706352946,2.9099999999999997,-0.21644157778286344,6.0,0.27277378972321026,6.0,0.23033346352040757,6.0,0.39387126494169067,0.3596728310836584
0.31,0.13,12,0.2953348504520334,0.8158534123523625,3.195,-0.18882105908291597,6.0,0.3277393507028355,6.0,0.2771148017619616,6.0,0.43749815122765257,0.39527947949601905
0.31,0.14,3,0.29774149500872404,0.07684139026443262,0.72,-0.2942615289659427,6.0,0.012414200000352867,6.0,0.010288776039579568,6.0,0.21619528078800668,0.21201425751238256
0.31,0.14,4,0.29774149500872404,0.15668520916140627,0.975,-0.29164058491809475,6.0,0.029075797596927546,6.0,0.024104608678453713,6.0,0.22583969374059332,0.22005082035521417
0.31,0.14,5,0.29774149500872404,0.24381095886620713,1.2449999999999999,-0.2879986014583117,6.0,0.050076228880076186,6.0,0.041530084612032586,6.0,0.23829983284861228,0.23039197892536337
0.31,0.14,6,0.29774149500872404,0.33137860073703684,1.515,-0.28304930395071615,6.0,0.07552690160138414,6.0,0.0626671933538475,6.0,0.2538556981112068,0.2432432655202599
0.31,0.14,7,0.29774149500872404,0.41694838702908793,1.785,-0.2764022628185852,6.0,0.10555721063809395,6.0,0.0876364209809422,6.0,0.272852850482511,0.25885969672564296
0.31,0.14,8,0.29774149500872404,0.5002225502705357,2.07,-0.2675312497157849,6.0,0.14031210763812665,6.0,0.11657558958317911,6.0,0.2957066453985399,0.27755005373102565
0.31,0.14,9,0.29774149500872404,0.5809444580488554,2.34,-0.25573178350404907,6.0,0.1799492115721143,6.0,0.14963840787553787,6.0,0.32290620329311015,0.29968155045124556
0.31,0.14,10,0.29774149500872404,0.6597651885754757,2.625,-0.24006486443030098,6.0,0.22463545543706026,6.0,0.1869926974238818,6.0,0.35501751684363914,0.32568464499641037
0.31,0.14,11,0.29774149500872404,0.7371096824731135,2.9099999999999997,-0.21928330466993595,6.0,0.2745432772081951,6.0,0.2288182604047244,6.0,0.3926849167625521,0.3560576453361312
0.31,0.14,12,0.29774149500872404,0.8131978672854704,3.195,-0.19173666500421305,6.0,0.32984638033830116,6.0,0.27530435923790847,6.0,0.4366299275532822,0.39137062797910005
0.31,0.15000000000000002,3,0.3003216871030782,0.07532220853702008,0.72,-0.2968824219587825,6.0,0.012497649756017188,6.0,0.01021920482410946,6.0,0.21368826977353014,0.20936335068931652
0.31,0.15000000000000002,4,0.3003216871030782,0.15449326017455411,0.975,-0.2942890674815599,6.0,0.029270898835563174,6.0,0.023941824801560218,6.0,0.22338556669343568,0.2173407659796916
0.31,0.15000000000000002,5,0.3003216871030782,0.24144963584388665,1.2449999999999999,-0.2906820231447155,6.0,0.050411452761675524,6.0,0.04125009589544743,6.0,0.2359164748238306,0.22760473002217874
0.31,0.15000000000000002,6,0.3003216871030782,0.3289815199405676,1.515,-0.28577521648994186,6.0,0.07603098129605962,6.0,0.062245614258706165,6.0,0.25156417038298473,0.24035854440250157
0.31,0.15000000000000002,7,0.3003216871030782,0.41451038287074704,1.785,-0.279178342395453,6.0,0.10625908590248728,6.0,0.08704846024377864,6.0,0.2706780664407308,0.2558545033680608
0.31,0.15000000000000002,8,0.3003216871030782,0.4977416395396499,2.07,-0.2703651301787222,6.0,0.1412408139348437,6.0,0.11579607421410028,6.0,0.29367803315047497,0.2743981657612399
0.31,0.15000000000000002,9,0.3003216871030782,0.5783695307132538,2.34,-0.25863076523782175,6.0,0.18113370778052557,6.0,0.1486418494124561,6.0,0.3210583204315126,0.29635302902896177
0.31,0.15000000000000002,10,0.3003216871030782,0.6571026837402785,2.625,-0.243035456366768,6.0,0.22610438618233228,6.0,0.18575340591592715,6.0,0.35339056580274475,0.32214537005078003
0.31,0.15000000000000002,11,0.3003216871030782,0.734354073516601,2.9099999999999997,-0.22233055377532918,6.0,0.27632466833090763,6.0,0.22731051088753626,6.0,0.3913250894942011,0.3522689152553723
0.31,0.15000000000000002,12,0.3003216871030782,0.8103506201700663,3.195,-0.19486323553661733,6.0,0.33196726904579715,6.0,0.2735026143917368,6.0,0.435589487288107,0.3872888729255629
0.31,0.16,3,0.2892742919766648,0.09725840755963804,0.72,-0.28565351153051227,6.0,0.01259270574308797,6.0,0.010163595126838313,6.0,0.22490271454434974,0.22040677774195722
0.31,0.16,4,0.2892742919766648,0.1759291271914871,0.975,-0.28293446285966534,6.0,0.029492312661675225,6.0,0.023811152477323565,6.0,0.23471532104811121,0.22837861218201957
0.31,0.16,5,0.2892742919766648,0.26286526774470853,1.2449999999999999,-0.27916481698676276,6.0,0.05079013883865054,6.0,0.04102415213492386,6.0,0.24739474122948693,0.2386324982204508
0.31,0.16,6,0.2892742919766648,0.35076048614253125,1.515,-0.27405453300670457,6.0,0.07659729860667247,6.0,0.061903283202330725,6.0,0.2632269596381991,0.25136952452735667
0.31,0.16,7,0.2892742919766648,0.43677553584569767,1.785,-0.2672082387815487,6.0,0.1070426262889501,6.0,0.08656759420796245,6.0,0.28256461771102526,0.2668391905741468
0.31,0.16,8,0.2892742919766648,0.5204390648178023,2.07,-0.2580933522088327,6.0,0.14227014179913602,6.0,0.11515340161931653,6.0,0.3058311139671261,0.28534361145793735
0.31,0.16,9,0.2892742919766648,0.6015515648598534,2.34,-0.2459973692081123,6.0,0.18243604863340554,6.0,0.14781292205633498,6.0,0.3335243510061481,0.3072421235106464
0.31,0.16,10,0.2892742919766648,0.6806755397937535,2.625,-0.22997135381850758,6.0,0.22770526425254192,6.0,0.18471259244219768,6.0,0.36621949685426824,0.3329560627628265
0.31,0.16,11,0.2892742919766648,0.75828571959023,2.9099999999999997,-0.2087561150564498,6.0,0.2782474966652457,6.0,0.22603104329357623,6.0,0.4045699481357523,0.3629733890753164
0.31,0.16,12,0.2892742919766648,0.8346184640762906,3.195,-0.18068722482559835,6.0,0.3342328991192304,6.0,0.2719566941008407,6.0,0.4493054941388932,0.3978527028492824
0.31,0.16999999999999998,3,0.270316928350963,0.1321043645240809,0.72,-0.2663856578289237,6.0,0.012694248735216752,6.0,0.010116236748729442,6.0,0.2440824989229447,0.2393979751945628
0.31,0.16999999999999998,4,0.270316928350963,0.21054382018406695,0.975,-0.26345196803086995,6.0,0.029728387904895102,6.0,0.023699481191312804,6.0,0.25404718786086433,0.24739457801286893
0.31,0.16999999999999998,5,0.270316928350963,0.29761869723999984,1.2449999999999999,-0.25940511890944107,6.0,0.05119294327956642,6.0,0.040830237479583795,6.0,0.26692085353047834,0.2576764289179406
0.31,0.16999999999999998,6,0.270316928350963,0.38612643909117705,1.515,-0.2539487078408291,6.0,0.07719797119379736,6.0,0.06160800790276733,6.0,0.28299202302950255,0.2704424281866495
0.31,0.16999999999999998,7,0.270316928350963,0.4729454524222025,1.785,-0.24667932688062677,6.0,0.10787094205148808,6.0,0.08615046706987729,6.0,0.30261613268664866,0.2859392601635565
0.31,0.16999999999999998,8,0.270316928350963,0.5573476682845911,2.07,-0.2370545147982148,6.0,0.1433541625822943,6.0,0.11459240050180165,6.0,0.3262194420273261,0.3044654995956212
0.31,0.16999999999999998,9,0.270316928350963,0.6392902122803671,2.34,-0.22434992041584678,6.0,0.18380173015668946,6.0,0.1470843738591976,6.0,0.35430252667141227,0.32637610893588914
0.31,0.16999999999999998,10,0.270316928350963,0.7191052946045442,2.625,-0.2076027888326298,6.0,0.22937602238873203,6.0,0.18379109759829376,6.0,0.3874427043046951,0.3520871048555653
0.31,0.16999999999999998,11,0.270316928350963,0.7973560257062747,2.9099999999999997,-0.18553838528479277,6.0,0.28024373945115144,6.0,0.22488945264324697,6.0,0.4262945704399986,0.3820800762093369
0.31,0.16999999999999998,12,0.270316928350963,0.8742895069880249,3.195,-0.15647572458351414,6.0,0.33657153487721175,6.0,0.2705661461422536,6.0,0.47158763851524155,0.4169061140253592
0.31,0.18,3,0.25462497999439876,0.16093088979442,0.72,-0.2504363711330371,6.0,0.012793420129679304,6.0,0.010066168783011217,6.0,0.25997601933524306,0.2551074040351138
0.31,0.18,4,0.25462497999439876,0.2391858135154305,0.975,-0.24732468643034114,6.0,0.029959070961815965,6.0,0.023581611439293455,6.0,0.27007892618914087,0.2631156898733085
0.31,0.18,5,0.25462497999439876,0.32640335449378577,1.2449999999999999,-0.24304784068294744,6.0,0.05158680706230307,6.0,0.04062596290635659,6.0,0.2831295662287933,0.27340916089675643
0.31,0.18,6,0.25462497999439876,0.4154453674377004,1.515,-0.23730405197744112,6.0,0.07778577772278643,6.0,0.06129767253972971,6.0,0.29941907974486126,0.28618456174185997
0.31,0.18,7,0.25462497999439876,0.5029578903243821,1.785,-0.22968310013019613,6.0,0.10868226969630058,6.0,0.08571320215001853,6.0,0.3193058149135902,0.3016858269985377
0.31,0.18,8,0.25462497999439876,0.5880133341259017,2.07,-0.21963412497902016,6.0,0.14441708523058136,6.0,0.1140059945302584,6.0,0.3432190744403363,0.3202081047772004
0.31,0.18,9,0.25462497999439876,0.6706594398848935,2.34,-0.2064226719028536,6.0,0.1851424513637622,6.0,0.1463251792110641,6.0,0.37166237720300443,0.34210216507480906
0.31,0.18,10,0.25462497999439876,0.7510711416766754,2.625,-0.1890741620541821,6.0,0.2310184668183198,6.0,0.18283398065737816,6.0,0.40521557556921983,0.3677789775242779
0.31,0.18,11,0.25462497999439876,0.8298708839521127,2.9099999999999997,-0.16630051545828997,6.0,0.2822091074068321,6.0,0.22370779474371374,6.0,0.44453499388995865,0.3977141501247534
0.31,0.18,12,0.25462497999439876,0.9073162762105556,3.195,-0.13640648217353413,6.0,0.3388778294764247,6.0,0.26913190255593394,6.0,0.49035057714804914,0.4324518026834288
0.31,0.19,3,0.24131307335072186,0.18538945298180126,0.735,-0.23690579776708792,6.0,0.012891070500567637,6.0,0.010014299482707795,6.0,0.27347469259392854,0.26842504035358283
0.31,0.19,4,0.24131307335072186,0.26357212950074016,0.975,-0.23364276396308378,6.0,0.030186300718602267,6.0,0.02345962825904701,6.0,0.2837059868751287,0.27643561771705644
0.31,0.19,5,0.24131307335072186,0.35091574634031036,1.2449999999999999,-0.2291702249910639,6.0,0.051974955780844295,6.0,0.040414829083390766,6.0,0.2969213719743134,0.286728992152769
0.31,0.19,6,0.24131307335072186,0.44043072521624604,1.515,-0.22318171600835535,6.0,0.07836537966791471,6.0,0.060977394753395565,6.0,0.3134146615508813,0.29949978587683435
0.31,0.19,7,0.24131307335072186,0.5285560670750764,1.785,-0.21526106836959893,6.0,0.10948279673020914,6.0,0.08526268989078961,6.0,0.3335472094715204,0.31498924252584054
0.31,0.19,8,0.24131307335072186,0.6142002830600223,2.07,-0.204850062725056,6.0,0.14546664482906824,6.0,0.11340294910725138,6.0,0.3577515016399109,0.3334891792319473
0.31,0.19,9,0.24131307335072186,0.6974590586240046,2.34,-0.19120535834577596,6.0,0.18646743866096482,6.0,0.14554601872253795,6.0,0.38653420136226413,0.35534631981834014
0.31,0.19,10,0.24131307335072186,0.7783974896558563,2.625,-0.17334193471381631,6.0,0.23264317263832646,6.0,0.18185380758256678,6.0,0.42047797537798137,0.3809668001000911
0.31,0.19,11,0.24131307335072186,0.8576785016416034,2.9099999999999997,-0.14995987519114776,6.0,0.28415528765895665,6.0,0.222500412973364,6.0,0.4602412545387304,0.4108205460990726
0.31,0.19,12,0.24131307335072186,0.9355701318461717,3.195,-0.11935121691380551,6.0,0.3411642449756161,6.0,0.2676698905749564,6.0,0.5065549118918298,0.4454451116068096
0.31,0.2,3,0.22976435409284438,0.20660774223482847,0.735,-0.22516700314070567,6.0,0.012987775190568812,6.0,0.009961248325105306,6.0,0.2851995591901211,0.2799709111790159
0.31,0.2,4,0.22976435409284438,0.2848655204989807,0.975,-0.2217723068502228,6.0,0.03041138755523453,6.0,0.023334953579682054,6.0,0.29555220256027015,0.2879769337019513
0.31,0.2,5,0.22976435409284438,0.37231065381455297,1.2449999999999999,-0.21712940207432452,6.0,0.05235956701323054,6.0,0.040199222975781955,6.0,0.308923590488527,0.29826168214194143
0.31,0.2,6,0.22976435409284438,0.4622501201851884,1.515,-0.21092764123652952,6.0,0.07893991956161142,6.0,0.06065066338303934,6.0,0.325610261051699,0.3110176888348677
0.31,0.2,7,0.22976435409284438,0.5509286459133893,1.785,-0.20274552499404958,6.0,0.11027668720886134,6.0,0.08480362662036871,6.0,0.3459766492708951,0.32648355954194674
0.31,0.2,8,0.22976435409284438,0.6371136705613535,2.07,-0.19201821450512013,6.0,0.14650803573519372,6.0,0.11278923686730069,6.0,0.3704585321702947,0.34494786226643087
0.31,0.2,9,0.22976435409284438,0.7209110279512971,2.355,-0.17799434346837237,6.0,0.18778287140205022,6.0,0.14475416773674465,6.0,0.3995658673849768,0.3667533952266878
0.31,0.2,10,0.22976435409284438,0.8023326386903182,2.625,-0.1596794192924111,6.0,0.23425719899012307,6.0,0.1808591348331849,6.0,0.4338843388388014,0.3923016313529845
0.31,0.2,11,0.22976435409284438,0.8820447511894441,2.9099999999999997,-0.1357627366485508,6.0,0.286090048881098,6.0,0.22127706989478,6.0,0.4740747517784798,0.4220570491519702
0.31,0.2,12,0.22976435409284438,0.9603338941244745,3.195,-0.10452468387440321,6.0,0.3434390200421641,6.0,0.26619094530869025,6.0,0.52086925334817,0.45655094866005635
0.31,0.21000000000000002,3,0.2195604379241949,0.22559624288440192,0.735,-0.21479476927682983,6.0,0.013083919095395967,6.0,0.009907428511135484,6.0,0.2955718306056444,0.29016554183080173
0.31,0.21000000000000002,4,0.2195604379241949,0.30380860588992975,0.99,-0.21128338029211574,6.0,0.03063520770008314,6.0,0.02320853566497384,6.0,0.30604066972940214,0.2981618800136666
0.31,0.21000000000000002,5,0.2195604379241949,0.3913602809041318,1.2449999999999999,-0.20648935462996643,6.0,0.05274209601346959,6.0,0.039980736020272634,6.0,0.3195616715597822,0.30843162227598475
0.31,0.21000000000000002,6,0.2195604379241949,0.48168488778724117,1.515,-0.2000982303612249,6.0,0.0795114959751048,6.0,0.06031980379582531,6.0,0.33643414284322304,0.32116524258520535
0.31,0.21000000000000002,7,0.2195604379241949,0.5708713843115625,1.785,-0.19168363018785706,6.0,0.11106671932602274,6.0,0.08433914136483749,6.0,0.35702566199068975,0.3365987573502817
0.31,0.21000000000000002,8,0.2195604379241949,0.6575611493122713,2.07,-0.18067463466654324,6.0,0.14754471963728044,6.0,0.11216883546119903,6.0,0.38177538237335396,0.3550175571645594
0.31,0.21000000000000002,9,0.2195604379241949,0.7418261589080738,2.355,-0.1663124744037323,6.0,0.18909286198859243,6.0,0.1439544689766264,6.0,0.41119666999918697,0.3767606169412384
0.31,0.21000000000000002,10,0.2195604379241949,0.8237140130356718,2.625,-0.1475938801369991,6.0,0.2358652356744001,6.0,0.17985565441121934,6.0,0.44587837543808817,0.40222488812700236
0.31,0.21000000000000002,11,0.2195604379241949,0.9038193707004157,2.9099999999999997,-0.1231981015979403,6.0,0.28801854102357644,6.0,0.22004425514347484,6.0,0.4864838705065655,0.4318695916798586
0.31,0.21000000000000002,12,0.2195604379241949,0.9824691222229708,3.195,-0.09139462317671282,6.0,0.3457076008213965,6.0,0.2647022631257273,6.0,0.5337468191971096,0.46622002243678895
0.31,0.22000000000000003,3,0.21041257406550345,0.24286832823661622,0.735,-0.2054956305728909,6.0,0.013179766282997423,6.0,0.009853120787551788,6.0,0.30488220241349673,0.299299156775832
0.31,0.22000000000000003,4,0.21041257406550345,0.32087772644853657,0.99,-0.20187926481442095,6.0,0.030858362128973138,6.0,0.023081018656464114,6.0,0.3154633803924145,0.30728186243278877
0.31,0.22000000000000003,5,0.21041257406550345,0.4085921841372604,1.2449999999999999,-0.1969491677784106,6.0,0.05312354049758788,6.0,0.039760448934614424,6.0,0.3291292254148234,0.31753169660196995
0.31,0.22000000000000003,6,0.21041257406550345,0.49926905735359867,1.515,-0.19038734115540423,6.0,0.08008154696976454,6.0,0.05998639453030507,6.0,0.34618185222917747,0.33023710531241735
0.31,0.22000000000000003,7,0.21041257406550345,0.5889283211683196,1.785,-0.18176286939000505,6.0,0.11185479570551728,6.0,0.08387135727449802,6.0,0.36699203543657205,0.34563156054975114
0.31,0.22000000000000003,8,0.21041257406550345,0.6760952920446838,2.07,-0.1704991540021557,6.0,0.14857906549537755,6.0,0.11154444243787988,6.0,0.39200237392618065,0.3639973397000859
0.31,0.22000000000000003,9,0.21041257406550345,0.7607997150279657,2.355,-0.1558304825570842,6.0,0.19040022216058836,6.0,0.14315020461327171,6.0,0.4217297308935483,0.38566968347454944
0.31,0.22000000000000003,10,0.21041257406550345,0.8431149969372786,2.625,-0.13674531802746198,6.0,0.23747048568609033,6.0,0.17884722123996816,6.0,0.45676623563000895,0.41104114222619015
0.31,0.22000000000000003,11,0.21041257406550345,0.9235844368030652,2.9099999999999997,-0.11191340298243989,6.0,0.2899442765463888,6.0,0.21880635998293133,6.0,0.49777796581843226,0.4405658379858463
0.31,0.22000000000000003,12,0.21041257406550345,1.0025662105570028,3.195,-0.07959384808758407,6.0,0.34797369533695766,6.0,0.26320870837558086,6.0,0.5455002731566365,0.47476326439101024
0.31,0.22999999999999998,3,0.20211580828706796,0.25878650984729845,0.735,-0.19706128693774336,6.0,0.013275503998610544,6.0,0.009798521265127294,6.0,0.3133370058721105,0.307577754721378
0.31,0.22999999999999998,4,0.20211580828706796,0.3365461751859378,0.99,-0.1933493514398398,6.0,0.031081276868744324,6.0,0.02295285239027561,6.0,0.32402758369916773,0.31554371662228864
0.31,0.22999999999999998,5,0.20211580828706796,0.4243778310454837,1.2449999999999999,-0.18829525583965898,6.0,0.05350460749801467,6.0,0.03953911618581731,6.0,0.3378346468219553,0.3257697877436144
0.31,0.22999999999999998,6,0.20211580828706796,0.5153787358289352,1.515,-0.1815776795266428,6.0,0.08065109120018808,6.0,0.059651537137036734,6.0,0.35506315373692887,0.33844241557131916
0.31,0.22999999999999998,7,0.20211580828706796,0.6054826812252423,1.785,-0.17276142857405222,6.0,0.11264226338702776,6.0,0.08340175521060837,6.0,0.3760871211942485,0.3537925697196749
0.31,0.22999999999999998,8,0.20211580828706796,0.6931055471996953,2.07,-0.16126453020629453,6.0,0.14961274948082093,6.0,0.11091793817918859,6.0,0.4013526511681985,0.3720994728520221
0.31,0.22999999999999998,9,0.20211580828706796,0.7782276024320136,2.355,-0.14631467469178533,6.0,0.1917069399182953,6.0,0.14234366094864845,6.0,0.43138017466713463,0.3936947107793895
0.31,0.22999999999999998,10,0.20211580828706796,0.8609399716630315,2.625,-0.1268924352554485,6.0,0.2390752116565704,6.0,0.17783651836316428,6.0,0.46676518488427055,0.4189665377653632
0.31,0.22999999999999998,11,0.20211580828706796,0.9417506112129295,2.9099999999999997,-0.10165844110152814,6.0,0.29186973402817046,6.0,0.21756643773703885,6.0,0.5081765667097019,0.44836411279982236
0.31,0.22999999999999998,12,0.20211580828706796,1.021041814989932,3.195,-0.06886181032201064,6.0,0.3502399166841569,6.0,0.2617136593208705,6.0,0.5563514789209296,0.4824013002302515
0.31,0.24,3,0.19452041136755477,0.27361415614110374,0.735,-0.18933956516148825,6.0,0.013371269384707571,6.0,0.009743770781005126,6.0,0.3210869745525228,0.3151518272927094
0.31,0.24,4,0.19452041136755477,0.3510792181927471,0.99,-0.18553978053314837,6.0,0.03130426386277092,6.0,0.022824359823885584,6.0,0.3318846827017346,0.32309854490401263
0.31,0.24,5,0.19452041136755477,0.43898676662836905,1.2449999999999999,-0.18037158511224458,6.0,0.053885814528572946,6.0,0.03931727924113375,6.0,0.3458301743953417,0.3332977616600555
0.31,0.24,6,0.19452041136755477,0.5302868377831544,1.515,-0.17351050353129138,6.0,0.08122087394241198,6.0,0.059316021822282974,6.0,0.36323128496131374,0.34593395494043905
0.31,0.24,7,0.19452041136755477,0.6208125686523575,1.785,-0.1645172652969153,6.0,0.11343010737599969,6.0,0.08293139690343888,6.0,0.38446531417638596,0.36123563169036726
0.31,0.24,8,0.19452041136755477,0.7088746577387691,2.07,-0.1528047577010032,6.0,0.15064699649330518,6.0,0.11029066998599382,6.0,0.40998191604988027,0.3794790138652824
0.31,0.24,9,0.19452041136755477,0.7943973785370255,2.355,-0.1375943365150722,6.0,0.1930144669444421,6.0,0.14153647487126036,6.0,0.44030514652968855,0.4009921041861624
0.31,0.24,10,0.19452041136755477,0.8774826995691059,2.625,-0.11785896849429128,6.0,0.2406810643377368,6.0,0.17682546497583465,6.0,0.4760339279548751,0.4261589542299705
0.31,0.24,11,0.19452041136755477,0.9586163155812623,2.9099999999999997,-0.0922504594596751,6.0,0.2937967198439044,6.0,0.21632667010836953,6.0,0.5178400256727164,0.45542387884945906
0.31,0.24,12,0.19452041136755477,1.0381987935083348,3.195,-0.059008209264711696,6.0,0.3525081668052238,6.0,0.2602195267172694,6.0,0.5664624868918411,0.489295261210554
0.31,0.25,3,0.18751404493316107,0.2875477811576922,0.735,-0.18221629334302866,6.0,0.013467165891573209,6.0,0.009688973039547659,6.0,0.3282451997867473,0.32213428457602233
0.31,0.25,4,0.18751404493316107,0.3646749155378228,0.99,-0.17833511504988192,6.0,0.03152755833922806,6.0,0.022695778690312834,6.0,0.3391482706757493,0.330059715132033
0.31,0.25,5,0.18751404493316107,0.45262001463159873,1.2449999999999999,-0.17306108764693168,6.0,0.0542675516653178,6.0,0.03909533652270256,6.0,0.35323002788991853,0.34022955838308505
0.31,0.25,6,0.18751404493316107,0.5441968599588446,1.515,-0.16606671371080903,6.0,0.08179145665210995,6.0,0.058980429750385165,6.0,0.3708012146520834,0.3528263491596281
0.31,0.25,7,0.18751404493316107,0.6351253499890822,1.785,-0.15690880452920064,6.0,0.11421906925837544,6.0,0.08246106275137097,6.0,0.39224245076991454,0.3680761694814292
0.31,0.25,8,0.18751404493316107,0.7236135236972339,2.07,-0.14499528922394203,6.0,0.15168272803515362,6.0,0.10966362746301318,6.0,0.4180069846572135,0.3862522910274166
0.31,0.25,9,0.18751404493316107,0.8095236208761408,2.355,-0.1295413899779719,6.0,0.19432389438286793,6.0,0.14072984769217609,6.0,0.44862254401533364,0.407679199357155
0.31,0.25,10,0.18751404493316107,0.8929624307193046,2.625,-0.10951267983729265,6.0,0.24228928320296794,6.0,0.1758154681904913,6.0,0.4846915303496899,0.43273682777734346
0.31,0.25,11,0.18751404493316107,0.9744043460098659,2.9099999999999997,-0.08355235424822946,6.0,0.2957265886295807,6.0,0.21508865480786493,6.0,0.5268886412930793,0.4618647528764436
0.31,0.25,12,0.18751404493316107,1.0542633106450576,3.195,-0.04989029047862052,6.0,0.3547798698584268,6.0,0.258728073543515,6.0,0.5759548649019136,0.49556600661584116
0.31,0.26,3,0.18101039484060838,0.3007375657877709,0.735,-0.17560374860851694,6.0,0.013563273620978042,6.0,0.009634206083639784,6.0,0.33489857433112796,0.3286118797957249
0.31,0.26,4,0.18101039484060838,0.377484791061595,0.99,-0.1716466600981835,6.0,0.0317513423594212,6.0,0.022567287835327784,6.0,0.3459056261427568,0.3365143319522257
0.31,0.26,5,0.18101039484060838,0.46543118068307965,1.2449999999999999,-0.16627381553935036,6.0,0.05465012065696048,6.0,0.03887358763289713,6.0,0.3601219673311106,0.34665272162106936
0.31,0.26,6,0.18101039484060838,0.5572642327778715,1.515,-0.15915480141401708,6.0,0.08236327336544084,6.0,0.058645197708964994,6.0,0.37786127850902496,0.35920766783455477
0.31,0.26,7,0.18101039484060838,0.6485793967512402,1.785,-0.14984263581030347,6.0,0.11500972186713385,6.0,0.08199133890657058,6.0,0.39950753349025925,0.374402863766985
0.31,0.26,8,0.18101039484060838,0.7374832623419512,2.07,-0.13774043114384135,6.0,0.15272065524507572,6.0,0.10903755333189821,6.0,0.4255176122990175,0.39250867831304925
0.31,0.26,9,0.18101039484060838,0.823770319427677,2.355,-0.1220574295779788,6.0,0.19563606335218736,6.0,0.13992468021514834,6.0,0.45642295310255376,0.41384614107160556
0.31,0.26,10,0.18101039484060838,0.9075467636588231,2.625,-0.10175196941140655,6.0,0.2439008224580059,6.0,0.17480758201339502,6.0,0.49282947463676585,0.43879114436606176
0.31,0.26,11,0.18101039484060838,0.9892850638994597,2.9099999999999997,-0.07545879024280855,6.0,0.2976603816178673,6.0,0.2138535871052078,6.0,0.53541484184648,0.46777862215348487
0.31,0.26,12,0.18101039484060838,1.0694083458868728,3.195,-0.04139838304982557,6.0,0.3570561184383873,6.0,0.25724061671740717,6.0,0.5849220134108586,0.5013063710253418
0.31,0.27,3,0.17494173496649282,0.313300732630551,0.735,-0.16943309947033786,6.0,0.013659656038273491,6.0,0.009579529750640903,6.0,0.3411152788346365,0.33465268343249016
0.31,0.27,4,0.17494173496649282,0.38962728177689837,0.99,-0.1654048214888535,6.0,0.03197576009651569,6.0,0.02243902433389923,6.0,0.3522252328333209,0.3425307413289283
0.31,0.27,5,0.17494173496649282,0.4775401662266387,1.2449999999999999,-0.1599391914129747,6.0,0.05503376029640025,6.0,0.03865226209225477,6.0,0.3665748547790181,0.3526359413661838
0.31,0.27,6,0.17494173496649282,0.5696102022424405,1.515,-0.15270296461870425,6.0,0.08293666727938469,6.0,0.05831066012165563,6.0,0.38448079092402754,0.36514701278829204
0.31,0.27,7,0.17494173496649282,0.6612982248815348,1.785,-0.14324546489016976,6.0,0.11580251769657547,6.0,0.08152267384251265,6.0,0.4063304006340573,0.3802852945672008
