Omega_over_gamma,Delta_over_gamma,k,alpha_over_gamma,min_abs_Fk_on_boundary,y_at_min_abs_Fk,min_Re_Fk_on_boundary,y_at_min_Re_Fk,min_Re_Sigma_minus,y_at_min_Re_Sigma_minus,min_Re_Sigma_plus,y_at_min_Re_Sigma_plus,min_Re_R_minus_1,min_Re_R_plus_1
0.45999999999999996,0.11,5,0.26439562324582405,0.5181066136650876,1.9649999999999999,-0.23468648739608655,6.0,0.10932764082924894,6.0,0.09451666548774397,6.0,0.31880877029874977,0.30279324823201104
0.45999999999999996,0.11,6,0.26439562324582405,0.6396166700961806,2.385,-0.21636548731001717,6.0,0.16589146716736858,6.0,0.1435542914082053,6.0,0.35762489005620157,0.3357423521202006
0.45999999999999996,0.11,7,0.26439562324582405,0.7569875026010479,2.8049999999999997,-0.18887324647155956,6.0,0.2333845581498574,6.0,0.20221010466131217,6.0,0.40713664210109773,0.37754477888781346
0.45999999999999996,0.11,8,0.26439562324582405,0.8712868577286192,3.225,-0.1476303239144629,6.0,0.3123873321175268,6.0,0.2710865994614229,6.0,0.46947195807231734,0.4299482143233857
0.45999999999999996,0.11,9,0.26439562324582405,0.9832096617918666,3.645,-0.08575784738203786,6.0,0.40347974223018085,6.0,0.3508206553572227,6.0,0.547118684741191,0.49505591488154344
0.45999999999999996,0.11,10,0.26439562324582405,1.0931932788026724,4.0649999999999995,0.006940460768018131,6.0,0.5072072738169693,6.0,0.4420587874299434,6.0,0.6428684572355379,0.5753262641558592
0.45999999999999996,0.11,11,0.26439562324582405,1.2011447326133435,4.5,0.14525075197291465,6.0,0.6240443003742612,6.0,0.5454280660549181,6.0,0.759696331253815,0.6735345208899042
0.45999999999999996,0.11,12,0.26439562324582405,1.3075931656258861,4.92,0.3498565135019476,6.0,0.7543566954667221,6.0,0.661503339724197,6.0,0.9005589634715376,0.7926776549621251
0.45999999999999996,0.12000000000000001,3,0.2671399901181981,0.2563967398831145,1.155,-0.25770056192794516,6.0,0.027017872948727914,6.0,0.023018427942823404,6.0,0.2640125018499107,0.25519358974458106
0.45999999999999996,0.12000000000000001,4,0.2671399901181981,0.38840263886011767,1.56,-0.24976587725113109,6.0,0.06355994324168406,6.0,0.05418144776996034,6.0,0.286475691474058,0.27422822632481125
0.45999999999999996,0.12000000000000001,5,0.2671399901181981,0.5151441245605212,1.9649999999999999,-0.23767977242940327,6.0,0.11004719467455547,6.0,0.09388215649947568,6.0,0.31653281518063353,0.2995390118427969
0.45999999999999996,0.12000000000000001,6,0.2671399901181981,0.636486730786011,2.385,-0.21946412079436564,6.0,0.16697591085665803,6.0,0.14259666728519652,6.0,0.3555981257922105,0.3322253276543722
0.45999999999999996,0.12000000000000001,7,0.2671399901181981,0.7536763655999458,2.8049999999999997,-0.1920958833437712,6.0,0.2348965687875219,6.0,0.2008722780047379,6.0,0.4054456583058298,0.3736870854934894
0.45999999999999996,0.12000000000000001,8,0.2671399901181981,0.8678042063887127,3.225,-0.15099210231733687,6.0,0.3143878738432067,6.0,0.26931185396049806,6.0,0.46822290472936895,0.4256566464779892
0.45999999999999996,0.12000000000000001,9,0.2671399901181981,0.9795724684337936,3.645,-0.08926606485383208,6.0,0.40602619762774617,6.0,0.34855397432621027,6.0,0.5464370750686789,0.4902213328739567
0.45999999999999996,0.12000000000000001,10,0.2671399901181981,1.0894181039259865,4.0649999999999995,0.0032922380674964696,6.0,0.5103511632300413,6.0,0.43924860420371886,6.0,0.6428958058556831,0.5698249423858132
0.45999999999999996,0.12000000000000001,11,0.2671399901181981,1.1972570570780046,4.5,0.1414884069752809,6.0,0.6278287121154251,6.0,0.5420283994252135,6.0,0.7605823009246268,0.6672325302782061
0.45999999999999996,0.12000000000000001,12,0.2671399901181981,1.3035914154958361,4.92,0.34602566235518106,6.0,0.7588136126254715,6.0,0.6574762270775341,6.0,0.9024479930199044,0.7854394387958442
0.45999999999999996,0.13,3,0.27011904171318496,0.2534575264475911,1.155,-0.26078431399401936,6.0,0.02719723702864297,6.0,0.022862277399290833,6.0,0.26119276595054364,0.25204769564202545
0.45999999999999996,0.13,4,0.27011904171318496,0.3853185773062335,1.56,-0.2529222593817091,6.0,0.06398040763921993,6.0,0.053815154027781954,6.0,0.2837816138897463,0.27093602828308805
0.45999999999999996,0.13,5,0.27011904171318496,0.5119039010719738,1.9649999999999999,-0.24092950824667025,6.0,0.11077154961974806,6.0,0.09325046049373045,6.0,0.3140181763005379,0.29604757273275245
0.45999999999999996,0.13,6,0.27011904171318496,0.6330693306586801,2.385,-0.2228284916067769,6.0,0.16806751792054173,6.0,0.14164322606337953,6.0,0.3533319894587737,0.3284704669110148
0.45999999999999996,0.13,7,0.27011904171318496,0.7500655133844506,2.8049999999999997,-0.1955952465944033,6.0,0.23641842567603544,6.0,0.19954017603990243,6.0,0.40351516021673045,0.3695911421311848
0.45999999999999996,0.13,8,0.27011904171318496,0.8640096410775555,3.225,-0.15464301734180497,6.0,0.3164011934762585,6.0,0.2675444957390153,6.0,0.46673500660854694,0.42112675180374814
0.45999999999999996,0.13,9,0.27011904171318496,0.9756121361091225,3.645,-0.09307658486741498,6.0,0.408588511678076,6.0,0.3462963925446989,6.0,0.5455183276462618,0.485148768407712
0.45999999999999996,0.13,10,0.27011904171318496,1.085309642339314,4.0649999999999995,-0.0006710085563125384,6.0,0.5135140151638949,6.0,0.43644918945179506,6.0,0.6426888780923978,0.5640864150988367
0.45999999999999996,0.13,11,0.27011904171318496,1.1930280228468408,4.5,0.13740049789412098,6.0,0.6316350673854639,6.0,0.5386410175556847,6.0,0.761237936108581,0.6606944317985222
0.45999999999999996,0.13,12,0.27011904171318496,1.2992397052628346,4.92,0.3418626951229101,6.0,0.7632951766501832,6.0,0.6534626406563185,6.0,0.9041113757085946,0.777966249525895
0.45999999999999996,0.14,3,0.2733279058255172,0.25025623947825815,1.155,-0.26410610828874004,6.0,0.027377837688994718,6.0,0.02270682889436396,6.0,0.25814126525797676,0.2486709903585195
0.45999999999999996,0.14,4,0.2733279058255172,0.38197187513684216,1.56,-0.2563224116722696,6.0,0.06440375751121687,6.0,0.05345049472880949,6.0,0.28085475648282854,0.2674123500825178
0.45999999999999996,0.14,5,0.2733279058255172,0.508395877973872,1.9649999999999999,-0.2444303977112037,6.0,0.11150083990190734,6.0,0.09262155193841941,6.0,0.31126982186820973,0.29232398068606996
0.45999999999999996,0.14,6,0.2733279058255172,0.6293746886358487,2.385,-0.2264531127911106,6.0,0.16916648419624056,6.0,0.14069392601506758,6.0,0.350831509606122,0.32448288297459105
0.45999999999999996,0.14,7,0.2733279058255172,0.7461652837565649,2.8049999999999997,-0.19936561048687218,6.0,0.23795039105619947,6.0,0.19821373561547956,6.0,0.40135026190298057,0.3652621247101736
0.45999999999999996,0.14,8,0.2733279058255172,0.8599135969561974,3.225,-0.15857704376466714,6.0,0.31842762132183106,6.0,0.26578443414921527,6.0,0.46501349328727987,0.41636376250335283
0.45999999999999996,0.14,9,0.2733279058255172,0.9713392153027588,3.645,-0.0971830054913171,6.0,0.41116708071520214,6.0,0.344047784961772,6.0,0.5443678199001729,0.47984349630627504
0.45999999999999996,0.14,10,0.2733279058255172,1.0808785785204926,4.0649999999999995,-0.004942402234435636,6.0,0.516696285911527,6.0,0.4336603759623121,6.0,0.6422532292224761,0.5581159781071392
0.45999999999999996,0.14,11,0.2733279058255172,1.1884684287956304,4.5,0.1329944945211471,6.0,0.6354638723187364,6.0,0.5352657023865681,6.0,0.761668990724315,0.6539255121638956
0.45999999999999996,0.14,12,0.2733279058255172,1.294548986268949,4.92,0.3373757914332295,6.0,0.7678019297358895,6.0,0.6494623017772744,6.0,0.905555067716526,0.7702633258723097
0.45999999999999996,0.15000000000000002,3,0.27675963268040615,0.24680405813005193,1.155,-0.2676587574633092,6.0,0.027559713580022443,6.0,0.022552081952354374,6.0,0.25486500973348614,0.24507051241843913
0.45999999999999996,0.15000000000000002,4,0.27675963268040615,0.378375413849357,1.56,-0.2599589791858143,6.0,0.06483008122837343,6.0,0.053087467479771555,6.0,0.2777021760846645,0.2636642980857552
0.45999999999999996,0.15000000000000002,5,0.27675963268040615,0.5046338239352204,1.9649999999999999,-0.24817486524596488,6.0,0.11223521287520821,6.0,0.09199542406875871,6.0,0.30829487485786045,0.288375422424253
0.45999999999999996,0.15000000000000002,6,0.27675963268040615,0.6254169889183147,2.385,-0.23033012631877214,6.0,0.17027302277976247,6.0,0.13974875238080636,6.0,0.3481038992588471,0.3202698517840905
0.45999999999999996,0.15000000000000002,7,0.27675963268040615,0.7419900862756801,2.8049999999999997,-0.20339876066801996,6.0,0.23949274726372471,6.0,0.19689292906932007,6.0,0.39895829488689405,0.3607074022745842
0.45999999999999996,0.15000000000000002,8,0.27675963268040615,0.8555306757281824,3.225,-0.16278552073590571,6.0,0.3204675084608007,6.0,0.2640316223458977,6.0,0.46306584637284054,0.4113751381904194
0.45999999999999996,0.15000000000000002,9,0.27675963268040615,0.9667685115323091,3.645,-0.10157610819421733,6.0,0.41376231948391856,6.0,0.3418080778149631,6.0,0.542993214892469,0.4743130563064275
0.45999999999999996,0.15000000000000002,10,0.27675963268040615,1.0761399358677846,4.0649999999999995,-0.00951203181789348,6.0,0.5198984438861957,6.0,0.43088205376443744,6.0,0.6415967291425004,0.5519212315031814
0.45999999999999996,0.15000000000000002,11,0.27675963268040615,1.1835934820088272,4.5,0.12828115261715128,6.0,0.6393156341456109,6.0,0.5319022967410967,6.0,0.7618835528979857,0.6469334014309702
0.45999999999999996,0.15000000000000002,12,0.27675963268040615,1.2895346958798914,4.92,0.33257668748784586,6.0,0.7723343987438286,6.0,0.6454749931462521,6.0,0.9067873639611471,0.7623382854838413
0.45999999999999996,0.16,3,0.2804048117717816,0.24311621148916931,1.155,-0.2714325237915101,6.0,0.02774290775518363,6.0,0.022398042008833666,6.0,0.25137350792347324,0.24125578573148504
0.45999999999999996,0.16,4,0.2804048117717816,0.37454638585039735,1.56,-0.26382199241112064,6.0,0.06525947665704696,6.0,0.05272608335222845,6.0,0.27433345312710594,0.259701484031142
0.45999999999999996,0.16,5,0.2804048117717816,0.5006360298763316,1.9649999999999999,-0.25215263520092385,6.0,0.11297483051207752,6.0,0.09137209248272635,6.0,0.3051030126094039,0.2842116152933216
0.45999999999999996,0.16,6,0.2804048117717816,0.6212150950714428,2.385,-0.23444886345768973,6.0,0.17138736573225968,6.0,0.13880772261532645,6.0,0.345158961585355,0.31584121045332586
0.45999999999999996,0.16,7,0.2804048117717816,0.7375591397311861,2.8049999999999997,-0.20768353155930055,6.0,0.24104579824074765,6.0,0.19557777126625187,6.0,0.3963492203067319,0.3559369407863764
0.45999999999999996,0.16,8,0.2804048117717816,0.8508804037544015,3.225,-0.167256660335069,6.0,0.3225212274978437,6.0,0.2622860661856182,6.0,0.4609022181000781,0.40617097594770324
0.45999999999999996,0.16,9,0.2804048117717816,0.9619198619401759,3.645,-0.10624333096908914,6.0,0.4163746603896835,6.0,0.3395772593721635,6.0,0.5414048856118558,0.46856767014386425
0.45999999999999996,0.16,10,0.2804048117717816,1.0711138701544367,4.0649999999999995,-0.014366382817549844,6.0,0.5231209664870357,6.0,0.4281141825883744,6.0,0.6407299907184245,0.5455125043948887
0.45999999999999996,0.16,11,0.2804048117717816,1.1784236048519603,4.5,0.12327513064186757,6.0,0.6431908546640285,6.0,0.5285507182549695,6.0,0.7618924746734803,0.6397285057724358
0.45999999999999996,0.16,12,0.2804048117717816,1.2842175796045658,4.92,0.32748134196640316,6.0,0.7768930841857307,6.0,0.6415005738672915,6.0,0.9078193253434665,0.7542015657516989
0.45999999999999996,0.16999999999999998,3,0.2842512249697169,0.23921256419004552,1.155,-0.27541475921362785,6.0,0.027927468085113344,6.0,0.022244721288997175,6.0,0.24767912030450914,0.23723916972790302
0.45999999999999996,0.16999999999999998,4,0.2842512249697169,0.37050688803699716,1.56,-0.26789849786322734,6.0,0.06569205197703452,6.0,0.052366368907536535,6.0,0.27076104918623,0.2555363778128234
0.45999999999999996,0.16999999999999998,5,0.2842512249697169,0.4964259274958137,1.9649999999999999,-0.2563503497779493,6.0,0.11371987049380475,6.0,0.0907515985574577,6.0,0.30170682944530114,0.2798451634094773
0.45999999999999996,0.16999999999999998,6,0.2842512249697169,0.6167931933523089,2.385,-0.23879544615895273,6.0,0.17250976517009164,6.0,0.13787089140800268,6.0,0.3420094582565956,0.3112097175348519
0.45999999999999996,0.16999999999999998,7,0.2842512249697169,0.7328971380198428,2.8049999999999997,-0.2122053865773988,6.0,0.2426098701951694,6.0,0.19426832639234828,6.0,0.39353600335093675,0.3509636682886723
0.45999999999999996,0.16999999999999998,8,0.2842512249697169,0.8459879175174507,3.225,-0.17197510117488027,6.0,0.3245891721979974,6.0,0.26054783290879074,6.0,0.45853581166943935,0.4007643811867764
0.45999999999999996,0.16999999999999998,9,0.2842512249697169,0.9568188380283054,3.645,-0.11116828919465709,6.0,0.4190045513647847,6.0,0.3373553905448049,6.0,0.5396163003379122,0.46262061889489153
0.45999999999999996,0.16999999999999998,10,0.2842512249697169,1.0658263878651095,4.0649999999999995,-0.019487819320933242,6.0,0.5263643353107404,6.0,0.4253568043649922,6.0,0.6396667583905125,0.5389032394546955
0.45999999999999996,0.16999999999999998,11,0.2842512249697169,1.1729851658004717,4.5,0.11799555164761943,6.0,0.64709002180836,6.0,0.5252109736113316,6.0,0.7617097610137898,0.6323243998168118
0.45999999999999996,0.16999999999999998,12,0.2842512249697169,1.2786244357368144,4.92,0.3221105426357706,6.0,0.7814784471013757,6.0,0.6375389951363492,6.0,0.908665164217161,0.7458668242549712
0.45999999999999996,0.18,3,0.28828358184695274,0.23511806380882033,1.155,-0.2795896305414083,6.0,0.02811344749278422,6.0,0.02209213952586758,6.0,0.24379732943107055,0.23303612633861764
0.45999999999999996,0.18,4,0.28828358184695274,0.36628436613034165,1.56,-0.2721722759364796,6.0,0.06612792609409529,6.0,0.052008367865659585,6.0,0.2670005806728518,0.25118457635886704
0.45999999999999996,0.18,5,0.28828358184695274,0.4920325532474318,1.9649999999999999,-0.2607512769747661,6.0,0.11447052663299775,6.0,0.09013401229301272,6.0,0.29812211461187493,0.27529182897641424
0.45999999999999996,0.18,6,0.28828358184695274,0.6121812780096378,2.385,-0.24335248201215187,6.0,0.17364049340253618,6.0,0.13693835491317427,6.0,0.3386713921423288,0.30639132736287794
0.45999999999999996,0.18,7,0.28828358184695274,0.7280347548029326,2.8049999999999997,-0.21694609638938359,6.0,0.2441853110217035,6.0,0.19296471376403287,6.0,0.39053490088528087,0.345803752914121
0.45999999999999996,0.18,8,0.28828358184695274,0.8408844846216381,3.225,-0.17692156557460834,6.0,0.32667175562159656,6.0,0.2588170586914699,6.0,0.4559831734924744,0.39517175002023186
0.45999999999999996,0.18,9,0.28828358184695274,0.9514972806811511,3.645,-0.11633040682849506,6.0,0.4216524520213052,6.0,0.3351426143061798,6.0,0.5376443185210221,0.4564885304673387
0.45999999999999996,0.18,10,0.28828358184695274,1.0603098936505346,4.0649999999999995,-0.024854184348840597,6.0,0.5296290295237515,6.0,0.4226100545798879,6.0,0.6384242058589573,0.5321102863242553
0.45999999999999996,0.18,11,0.28828358184695274,1.1673110367020498,4.5,0.11246643729661446,6.0,0.6510135993745119,6.0,0.5218831718276856,6.0,0.7613528665103453,0.6247381267605887
0.45999999999999996,0.18,12,0.28828358184695274,1.2727886834586513,4.92,0.31649037469954083,6.0,0.7860908942482966,6.0,0.6335903153663638,6.0,0.909342536416726,0.7373512462893017
0.45999999999999996,0.19,3,0.2924833905637765,0.23086295862112602,1.155,-0.28393798513261226,6.0,0.028300903925141372,6.0,0.02194032439301493,6.0,0.23974687268829495,0.22866534994196847
0.45999999999999996,0.19,4,0.2924833905637765,0.36186856788351773,1.545,-0.2766237027337761,6.0,0.06656722846640487,6.0,0.051652142132025555,6.0,0.26307095390852303,0.24666493429288586
0.45999999999999996,0.19,5,0.2924833905637765,0.48749075950057297,1.9649999999999999,-0.2653351671613273,6.0,0.1152270083538074,6.0,0.08951943410808229,6.0,0.2943679900950531,0.27057066390989215
0.45999999999999996,0.19,6,0.2924833905637765,0.6074153772141951,2.385,-0.24809891383441032,6.0,0.17477984176984035,6.0,0.1360102535039821,6.0,0.33516414810069867,0.301405322946795
0.45999999999999996,0.19,7,0.2924833905637765,0.7230088827495501,2.8049999999999997,-0.2218835793879211,6.0,0.24577248810388286,6.0,0.19166711174342654,6.0,0.387365605162207,0.34047673743449425
0.45999999999999996,0.19,8,0.2924833905637765,0.835607753518222,3.225,-0.18207268839688093,6.0,0.3287694064046916,6.0,0.2570939539368111,6.0,0.4532643393469016,0.3894129059639271
0.45999999999999996,0.19,9,0.2924833905637765,0.9459935582536501,3.645,-0.12170473082909793,6.0,0.424318827849405,6.0,0.3329391625788379,6.0,0.5355093383470877,0.4501915190931599
0.45999999999999996,0.19,10,0.2924833905637765,1.0546034554357864,4.0649999999999995,-0.030438597293941994,6.0,0.53291551737007,6.0,0.41987417097195473,6.0,0.637023083341824,0.5251540447058509
0.45999999999999996,0.19,11,0.2924833905637765,1.1614408631956246,4.5,0.10671692879052888,6.0,0.6549620152177016,6.0,0.5185675349621229,6.0,0.760842839897055,0.6169903460540548
0.45999999999999996,0.19,12,0.2924833905637765,1.266750639096724,4.92,0.31065245873415726,6.0,0.7907307624018161,6.0,0.629654713060251,6.0,0.9098726799736662,0.7286756983140602
0.45999999999999996,0.2,3,0.2968290175682268,0.22648269377578104,1.155,-0.2884374122713483,6.0,0.02848989998262081,6.0,0.021789311521692705,6.0,0.2355496834869502,0.22414870649614613
0.45999999999999996,0.2,4,0.2968290175682268,0.3573318716203629,1.545,-0.2812298125336478,6.0,0.06701009818038679,6.0,0.0512977718844223,6.0,0.25899430683114144,0.24199950217277585
0.45999999999999996,0.2,5,0.2968290175682268,0.48284107484569694,1.9649999999999999,-0.2700783168576502,6.0,0.11598953898768456,6.0,0.08890799508903648,6.0,0.2904668528325494,0.26570394702456235
0.45999999999999996,0.2,6,0.2968290175682268,0.6025374183606471,2.385,-0.2530100849426707,6.0,0.17592811788879759,6.0,0.13508677232467936,6.0,0.3315104355554358,0.2962742520161179
0.45999999999999996,0.2,7,0.2968290175682268,0.7178625031161872,2.8049999999999997,-0.2269919686014474,6.0,0.24737178420203373,6.0,0.19037575879135835,6.0,0.3840511864124147,0.3350054741822108
0.45999999999999996,0.2,8,0.2968290175682268,0.8302016249998964,3.225,-0.18740108573666356,6.0,0.3308825629589952,6.0,0.2553788050879482,6.0,0.4504027763404874,0.38351103391773167
0.45999999999999996,0.2,9,0.2968290175682268,0.940352438305018,3.645,-0.1272620018886641,6.0,0.427004142398257,6.0,0.3307453591303104,6.0,0.5332352370649438,0.44375311878771695
0.45999999999999996,0.2,10,0.2968290175682268,1.0487526754938687,4.0649999999999995,-0.036209527377076334,6.0,0.5362242460313208,6.0,0.4171494978962246,6.0,0.6354876548556935,0.5180583980428466
0.45999999999999996,0.2,11,0.2968290175682268,1.1554209347875755,4.5,0.1007812090969383,6.0,0.658935648553555,6.0,0.5152644043804546,6.0,0.7602042565254856,0.6091052684599094
0.45999999999999996,0.2,12,0.2968290175682268,1.2605573849864269,4.92,0.3046338655799542,6.0,0.7953983029587843,6.0,0.6257324954570244,6.0,0.9102803408708562,0.7198646660347923
0.45999999999999996,0.21000000000000002,3,0.301295978012479,0.22201741268231298,1.155,-0.29306254373054474,6.0,0.028680502153322067,6.0,0.021639143992881756,6.0,0.23123059821742484,0.21951093956515444
0.45999999999999996,0.21000000000000002,4,0.301295978012479,0.35272418955519463,1.545,-0.28596460551075226,6.0,0.06745668216935848,6.0,0.05094535446726676,6.0,0.2547957141370477,0.23721322969432565
0.45999999999999996,0.21000000000000002,5,0.301295978012479,0.4781291365369404,1.9649999999999999,-0.27495388585853037,6.0,0.11675835273913926,6.0,0.088299855265615,6.0,0.28644407751204015,0.2607168837623279
0.45999999999999996,0.21000000000000002,6,0.301295978012479,0.5975946529830269,2.385,-0.25805806825234034,6.0,0.1770856411528725,6.0,0.1341681390136663,6.0,0.3277359883494197,0.291023622694425
0.45999999999999996,0.21000000000000002,7,0.301295978012479,0.7126441033471933,2.8049999999999997,-0.23224195574281,6.0,0.2489835913173577,6.0,0.18909095080744573,6.0,0.3806177890622854,0.3294158162217833
0.45999999999999996,0.21000000000000002,8,0.301295978012479,0.8247156608876517,3.225,-0.1928757173935522,6.0,0.33301166559504347,6.0,0.2536719718739199,6.0,0.4474250746973303,0.3774923666019458
0.45999999999999996,0.21000000000000002,9,0.301295978012479,0.9346244863863749,3.645,-0.1329690393939397,6.0,0.4297088476466632,6.0,0.32856161714487925,6.0,0.5308490574588733,0.4371999651506924
0.45999999999999996,0.21000000000000002,10,0.301295978012479,1.0428090790627285,4.0649999999999995,-0.04213120581066378,6.0,0.5395556303565554,6.0,0.41443648477967604,6.0,0.633845378477871,0.510850391266555
0.45999999999999996,0.21000000000000002,11,0.301295978012479,1.1493035647352106,4.5,0.09469805835742778,6.0,0.6629348173112439,6.0,0.5119742407922201,6.0,0.7594648916730522,0.601110330985755
0.45999999999999996,0.21000000000000002,12,0.301295978012479,1.2542621394580988,4.92,0.29847663443249695,6.0,0.8000936683541768,6.0,0.6218241009725303,6.0,0.9105934390916605,0.7109459286004427
0.45999999999999996,0.22000000000000003,3,0.3058574743278683,0.21751103181422152,1.155,-0.29778561164663836,6.0,0.028872779644803066,6.0,0.021489871246208728,6.0,0.22681681107326318,0.2147791256699094
0.45999999999999996,0.22000000000000003,4,0.3058574743278683,0.34809268582282,1.545,-0.2907996193447977,6.0,0.06790713257086768,6.0,0.05059500195634899,6.0,0.2505026376824338,0.23233341618411274
0.45999999999999996,0.22000000000000003,5,0.3058574743278683,0.47340466330630676,1.9649999999999999,-0.2799324870273924,6.0,0.11753369034002618,6.0,0.08769519967560102,6.0,0.2823274614355953,0.2556370506438082
0.45999999999999996,0.22000000000000003,6,0.3058574743278683,0.5926386079885378,2.385,-0.2632122794358315,6.0,0.17825273655903182,6.0,0.1332546182359007,6.0,0.32386900297687926,0.2856813407982675
0.45999999999999996,0.22000000000000003,7,0.3058574743278683,0.7074066079779211,2.8049999999999997,-0.23760143381667503,6.0,0.2506083027008253,6.0,0.1878130342484923,6.0,0.37709406229716147,0.32373604652918586
0.45999999999999996,0.22000000000000003,8,0.3058574743278683,0.8192039940185235,3.225,-0.1984625660657558,6.0,0.33515714688838255,6.0,0.2519738793085444,6.0,0.4443603697461134,0.37138560490454076
0.45999999999999996,0.22000000000000003,9,0.3058574743278683,0.9288649550159892,3.645,-0.13878946544798282,6.0,0.4324333730990554,6.0,0.32638843059670586,6.0,0.528380420610072,0.4305612065807059
0.45999999999999996,0.22000000000000003,10,0.3058574743278683,1.036828982798217,4.0649999999999995,-0.04816440377437148,6.0,0.5429100412857726,6.0,0.41173567757955964,6.0,0.6321263096813057,0.5035596332008838
0.45999999999999996,0.22000000000000003,11,0.3058574743278683,1.1431459414274223,4.5,0.088510012822648,6.0,0.666959766727118,6.0,0.5086976167320878,6.0,0.7586551149924421,0.5930355916863074
0.45999999999999996,0.22000000000000003,12,0.3058574743278683,1.247923088908059,4.92,0.2922268619318847,6.0,0.8048169019187859,6.0,0.6179300938671827,6.0,0.9108424558397856,0.701949948188475
0.45999999999999996,0.22999999999999998,3,0.3104851648960643,0.21300991794013255,1.155,-0.3025772450311822,6.0,0.029066802868328724,6.0,0.02134154742699,6.0,0.22233709489022496,0.20998189727356598
0.45999999999999996,0.22999999999999998,4,0.3104851648960643,0.34348700606735094,1.545,-0.29570474561557186,6.0,0.06836160335341529,6.0,0.05024683743679092,6.0,0.24614414035220192,0.22738892688370285
0.45999999999999996,0.22999999999999998,5,0.3104851648960643,0.46872000248733076,1.9649999999999999,-0.28498302910259843,6.0,0.11831579362161697,6.0,0.0870942322770989,6.0,0.2781464297458234,0.25049360317850256
0.45999999999999996,0.22999999999999998,6,0.3104851648960643,0.5877235975149906,2.385,-0.26844035378921,6.0,0.17942972721301984,6.0,0.13234650308635432,6.0,0.31993933361179366,0.28027690776228564
0.45999999999999996,0.22999999999999998,7,0.3104851648960643,0.7022058574927875,2.8049999999999997,-0.24303641708192858,6.0,0.25224630350519234,6.0,0.18654239506863787,6.0,0.37351034355916946,0.3179960644640001
0.45999999999999996,0.22999999999999998,8,0.3104851648960643,0.8137237746719918,3.225,-0.20412561103350407,6.0,0.3373194209562586,6.0,0.2502850044367192,6.0,0.441239512938299,0.3652210917038631
0.45999999999999996,0.22999999999999998,9,0.3104851648960643,0.9231321985606223,3.645,-0.1446847444904007,6.0,0.4351781144623096,6.0,0.3242263593290839,6.0,0.5258606841051967,0.4238676647122355
0.45999999999999996,0.22999999999999998,10,0.3104851648960643,1.0308718794007607,4.0649999999999995,-0.05426755127521361,6.0,0.5462877950226607,6.0,0.4090477030084809,6.0,0.6303622473436956,0.4962174435971265
0.45999999999999996,0.22999999999999998,11,0.3104851648960643,1.1370084881936033,4.5,0.08226215398190895,6.0,0.6710106604367049,6.0,0.5054352010502,6.0,0.7578070262741028,0.5849128643334753
0.45999999999999996,0.22999999999999998,12,0.3104851648960643,1.241601719491932,4.92,0.2859333909446041,6.0,0.8095679326275977,6.0,0.6140511504356487,6.0,0.9110595627923179,0.6929089947941662
0.45999999999999996,0.24,3,0.3151501050205655,0.20856126550586424,1.155,-0.3074074450453239,6.0,0.02926264169512775,6.0,0.021194229285497437,6.0,0.21782084651265615,0.2051484918490514
0.45999999999999996,0.24,4,0.3151501050205655,0.33895756448972836,1.545,-0.3006492296302057,6.0,0.06882024648205377,6.0,0.04990099024844733,6.0,0.241749922385949,0.2224092339939999
0.45999999999999996,0.24,5,0.3151501050205655,0.4641283589920371,1.9649999999999999,-0.2900737492022819,6.0,0.11910489944564588,6.0,0.08649716811830956,6.0,0.2739310605993971,0.2453163068491665
0.45999999999999996,0.24,6,0.3151501050205655,0.582904905553115,2.385,-0.2737092209743852,6.0,0.18061692613640545,6.0,0.13144410393229677,6.0,0.3159775042279632,0.27484043956991844
0.45999999999999996,0.24,7,0.3151501050205655,0.6970987477116192,2.8049999999999997,-0.24851216936349657,6.0,0.25389796088180566,6.0,0.1852794441930308,6.0,0.36989765608934,0.312226390778203
0.45999999999999996,0.24,8,0.3151501050205655,0.8083332684174434,3.225,-0.20982802339045356,6.0,0.3394988726037344,6.0,0.24860585865122226,6.0,0.4380940539070574,0.3590298013470583
0.45999999999999996,0.24,9,0.3151501050205655,0.9174857313648783,3.645,-0.15061546076912,6.0,0.43794342297824057,6.0,0.32207600872040143,6.0,0.5233219086596033,0.4171508072176655
0.45999999999999996,0.24,10,0.3151501050205655,1.0249984580323281,4.0649999999999995,-0.060398113399382655,6.0,0.549689144083274,6.0,0.40637324638768957,6.0,0.6285856863601524,0.4888558088622391
0.45999999999999996,0.24,11,0.3151501050205655,1.130952853084933,4.5,0.07600061802398378,6.0,0.6750875751549953,6.0,0.5021877361534312,6.0,0.7569533973395607,0.57677465780049
0.45999999999999996,0.24,12,0.3151501050205655,1.2353607720952045,4.92,0.27964619640299837,6.0,0.8143465756782668,6.0,0.6101880372173267,6.0,0.9112775589060327,0.6838560715898638
0.45999999999999996,0.25,3,0.31982376874590945,0.20421133080186984,1.155,-0.31224664425412924,6.0,0.0294603636541696,6.0,0.021047973825735714,6.0,0.21329704943373262,0.20030771946452852
0.45999999999999996,0.25,4,0.31982376874590945,0.33455368753455833,1.545,-0.305602756517431,6.0,0.0692832079968608,6.0,0.04955759064366482,6.0,0.23734927376406345,0.21742337570535775
0.45999999999999996,0.25,5,0.31982376874590945,0.4596818761472266,1.9649999999999999,-0.29517333469416107,6.0,0.11990123358915261,6.0,0.08590422449400764,6.0,0.2697110249479164,0.24013448538356597
