Omega_over_gamma,Delta_over_gamma,winner_k,global_gap_over_gamma
3.1,0.25,1,0.25161567263146534
3.1500000000000004,0.25,1,0.2515650910540992
3.2,0.25,1,0.2515168441500856
3.25,0.25,1,0.2514707906351512
3.3000000000000003,0.25,1,0.2514267997387827
3.35,0.25,1,0.2513847502802056
3.4000000000000004,0.25,1,0.25134452983765376
3.45,0.25,1,0.2513060340003234
3.5,0.25,1,0.2512691656937389
3.5500000000000003,0.25,1,0.2512338345704264
3.6,0.25,1,0.25119995645876436
3.6500000000000004,0.25,1,0.2511674528637644
3.7,0.25,1,0.25113625051425803
3.75,0.25,1,0.2511062809516334
3.8000000000000003,0.25,1,0.25107748015582176
3.85,0.25,1,0.25104978820474133
3.9000000000000004,0.25,1,0.25102314896379374
3.95,0.25,1,0.2509975098024637
4.0,0.25,1,0.2509728213353273
4.05,0.25,1,0.25094903718508954
4.1000000000000005,0.25,1,0.25092611376556195
4.15,0.25,1,0.2509040100826775
4.2,0.25,1,0.2508826875518344
4.25,0.25,1,0.250862109830089
4.3,0.25,1,0.2508422426617871
4.3500000000000005,0.25,1,0.2508230537364877
4.4,0.25,1,0.2508045125579921
4.45,0.25,1,0.2507865903235649
4.5,0.25,1,0.25076925981242015
4.55,0.25,1,0.25075249528267474
4.6000000000000005,0.25,1,0.2507362723760386
4.65,0.25,1,0.2507205680295952
4.7,0.25,1,0.2507053603940639
4.75,0.25,1,0.2506906287580307
4.800000000000001,0.25,1,0.25067635347760725
4.8500000000000005,0.25,1,0.25066251591113664
4.9,0.25,1,0.2506490983584892
4.95,0.25,1,0.2506360840046173
5.0,0.25,1,0.25062345686699583
0.0,0.30000000000000004,1,0.5
0.05,0.30000000000000004,1,0.0036892268105922542
0.1,0.30000000000000004,1,0.014911538080783993
0.15000000000000002,0.30000000000000004,1,0.0341399935443847
0.2,0.30000000000000004,1,0.06217080477428284
0.25,0.30000000000000004,1,0.10000000000000009
0.30000000000000004,0.30000000000000004,1,0.1481112345681957
0.35000000000000003,0.30000000000000004,1,0.20414688967003705
0.4,0.30000000000000004,1,0.26013131176776555
0.45,0.30000000000000004,1,0.3070807467777385
0.5,0.30000000000000004,1,0.3286451844556011
0.55,0.30000000000000004,1,0.3153640771661666
0.6000000000000001,0.30000000000000004,1,0.3052910675159827
0.65,0.30000000000000004,1,0.2974635901034371
0.7000000000000001,0.30000000000000004,1,0.29124189973453796
0.75,0.30000000000000004,1,0.2862003160121983
0.8,0.30000000000000004,1,0.28204854789026373
0.8500000000000001,0.30000000000000004,1,0.2785828595412426
0.9,0.30000000000000004,1,0.2756563270025685
0.9500000000000001,0.30000000000000004,1,0.27316041447748113
1.0,0.30000000000000004,1,0.2710132500116888
1.05,0.30000000000000004,1,0.26915194765934447
1.1,0.30000000000000004,1,0.26752744051453126
1.1500000000000001,0.30000000000000004,1,0.2661009157633677
1.2000000000000002,0.30000000000000004,1,0.26484129943994117
1.25,0.30000000000000004,1,0.26372344608955467
1.3,0.30000000000000004,1,0.2627268124827576
1.35,0.30000000000000004,1,0.2618344704832223
1.4000000000000001,0.30000000000000004,1,0.2610323618932176
1.4500000000000002,0.30000000000000004,1,0.2603087287841665
1.5,0.30000000000000004,1,0.2596536729775439
1.55,0.30000000000000004,1,0.259058811848595
