Omega_center,Delta_center,halfwidth,depth,winner_side,box_status,passed,sigma_minus_diff
0.26574375,0.08411875,6.25e-06,3,1,crosses_boundary,False,
0.26573125000000003,0.08413125,6.25e-06,3,1,certified_box,True,0.022509412501140882
0.26573125000000003,0.08414375,6.25e-06,3,1,certified_box,True,0.022689943593973853
0.26574375,0.08413125,6.25e-06,3,1,crosses_boundary,False,
0.26574375,0.08414375,6.25e-06,3,1,certified_box,True,0.022242535545480422
0.26575624999999997,0.08413125,6.25e-06,3,2,crosses_boundary,False,
0.26575624999999997,0.08414375,6.25e-06,3,2,crosses_boundary,False,
0.26576874999999994,0.08413125,6.25e-06,3,2,certified_box,True,0.021945247134673572
0.26576874999999994,0.08414375,6.25e-06,3,2,certified_box,True,0.021944139366126297
0.26575624999999997,0.08415625,6.25e-06,3,1,crosses_boundary,False,
0.26575624999999997,0.08416875,6.25e-06,3,1,crosses_boundary,False,
0.26576874999999994,0.08415625,6.25e-06,3,2,certified_box,True,0.021943031443811288
0.26576874999999994,0.08416875,6.25e-06,3,2,crosses_boundary,False,
0.26575624999999997,0.08418125,6.25e-06,3,1,certified_box,True,0.022349541082094134
0.26575624999999997,0.08419375,6.25e-06,3,1,certified_box,True,0.022533209777461618
0.26576874999999994,0.08418125,6.25e-06,3,1,crosses_boundary,False,
0.26576874999999994,0.08419375,6.25e-06,3,1,crosses_boundary,False,
0.26578125,0.08418125,6.25e-06,3,2,certified_box,True,0.021943299308845032
0.26578125,0.08419375,6.25e-06,3,2,crosses_boundary,False,
0.26579375,0.08418125,6.25e-06,3,2,certified_box,True,0.021945820130629217
0.26579375,0.08419375,6.25e-06,3,2,certified_box,True,0.021944713624872696
0.26572812500000004,0.084103125,3.125e-06,4,1,certified_box,True,0.02227929052925826
0.26572812500000004,0.08410937500000001,3.125e-06,4,1,certified_box,True,0.022372775696088046
0.265734375,0.084103125,3.125e-06,4,1,crosses_boundary,False,
0.265734375,0.08410937500000001,3.125e-06,4,1,certified_box,True,0.02214328686127378
0.265740625,0.084103125,3.125e-06,4,2,crosses_boundary,False,
0.265740625,0.08410937500000001,3.125e-06,4,2,crosses_boundary,False,
0.265746875,0.084103125,3.125e-06,4,2,certified_box,True,0.021954366875462452
0.265746875,0.08410937500000001,3.125e-06,4,2,certified_box,True,0.02195381831346549
0.265740625,0.084115625,3.125e-06,4,1,crosses_boundary,False,
0.265740625,0.08412187500000001,3.125e-06,4,1,certified_box,True,0.022102027918234995
0.265746875,0.084115625,3.125e-06,4,2,crosses_boundary,False,
0.265746875,0.08412187500000001,3.125e-06,4,2,crosses_boundary,False,
0.265740625,0.084128125,3.125e-06,4,1,certified_box,True,0.02219770951549322
0.265740625,0.08413437500000001,3.125e-06,4,1,certified_box,True,0.022292033871989195
0.265746875,0.084128125,3.125e-06,4,1,crosses_boundary,False,
0.265746875,0.08413437500000001,3.125e-06,4,1,crosses_boundary,False,
0.265753125,0.084128125,3.125e-06,4,2,certified_box,True,0.02195353156637728
0.265753125,0.08413437500000001,3.125e-06,4,2,crosses_boundary,False,
0.26575937499999996,0.084128125,3.125e-06,4,2,certified_box,True,0.02195474414544057
0.26575937499999996,0.08413437500000001,3.125e-06,4,2,certified_box,True,0.021954189951541275
0.265753125,0.084140625,3.125e-06,4,2,crosses_boundary,False,
0.265753125,0.08414687500000001,3.125e-06,4,1,crosses_boundary,False,
0.26575937499999996,0.084140625,3.125e-06,4,2,certified_box,True,0.021953635719158104
0.26575937499999996,0.08414687500000001,3.125e-06,4,2,crosses_boundary,False,
0.265753125,0.084153125,3.125e-06,4,1,certified_box,True,0.02211579355238942
0.265753125,0.08415937500000001,3.125e-06,4,1,certified_box,True,0.02221098837110541
0.26575937499999996,0.084153125,3.125e-06,4,2,crosses_boundary,False,
0.26575937499999996,0.08415937500000001,3.125e-06,4,1,crosses_boundary,False,
0.265753125,0.084165625,3.125e-06,4,1,certified_box,True,0.022304846715642396
0.265753125,0.08417187500000001,3.125e-06,4,1,certified_box,True,0.022397420220863808
0.26575937499999996,0.084165625,3.125e-06,4,1,crosses_boundary,False,
0.26575937499999996,0.08417187500000001,3.125e-06,4,1,certified_box,True,0.022170132590204405
0.26576562499999995,0.084165625,3.125e-06,4,2,crosses_boundary,False,
0.26576562499999995,0.08417187500000001,3.125e-06,4,1,crosses_boundary,False,
0.26577187499999994,0.084165625,3.125e-06,4,2,certified_box,True,0.021953873871809092
0.26577187499999994,0.08417187500000001,3.125e-06,4,2,certified_box,True,0.02195331991551405
0.26576562499999995,0.08417812499999999,3.125e-06,4,1,crosses_boundary,False,
0.26576562499999995,0.084184375,3.125e-06,4,1,certified_box,True,0.022129216932816276
0.26577187499999994,0.08417812499999999,3.125e-06,4,2,crosses_boundary,False,
0.26577187499999994,0.084184375,3.125e-06,4,2,crosses_boundary,False,
0.26576562499999995,0.08419062499999999,3.125e-06,4,1,certified_box,True,0.022223915782199666
0.26576562499999995,0.084196875,3.125e-06,4,1,certified_box,True,0.022317298817342044
0.26577187499999994,0.08419062499999999,3.125e-06,4,1,crosses_boundary,False,
0.26577187499999994,0.084196875,3.125e-06,4,1,crosses_boundary,False,
0.26577812500000003,0.08419062499999999,3.125e-06,4,2,certified_box,True,0.021952900235538107
0.26577812500000003,0.084196875,3.125e-06,4,2,crosses_boundary,False,
0.265784375,0.08419062499999999,3.125e-06,4,2,certified_box,True,0.021954151818728652
0.265784375,0.084196875,3.125e-06,4,2,certified_box,True,0.021953598178097285
0.26575,0.08425,5e-05,0,1,crosses_boundary,False,
0.265725,0.08422500000000001,2.5e-05,1,1,certified_box,True,0.02324531779354202
0.265725,0.084275,2.5e-05,1,1,certified_box,True,0.02389571246739104
0.265775,0.08422500000000001,2.5e-05,1,1,crosses_boundary,False,
0.265775,0.084275,2.5e-05,1,1,crosses_boundary,False,
0.26576249999999996,0.08421250000000001,1.25e-05,2,1,certified_box,True,0.022352971784549445
0.26576249999999996,0.0842375,1.25e-05,2,1,certified_box,True,0.022720149165618667
0.2657875,0.08421250000000001,1.25e-05,2,2,crosses_boundary,False,
0.2657875,0.0842375,1.25e-05,2,1,crosses_boundary,False,
0.26576249999999996,0.0842625,1.25e-05,2,1,certified_box,True,0.02306851801235967
0.26576249999999996,0.0842875,1.25e-05,2,1,certified_box,True,0.02340058211081568
0.2657875,0.0842625,1.25e-05,2,1,crosses_boundary,False,
