Omega_over_gamma,Delta_over_gamma,k,alpha_over_gamma,min_sigma_min_Mk_on_boundary,y_at_min_sigma,min_abs_det_Mk_on_boundary,y_at_min_abs_det
0.27,0.12000000000000001,3,0.21990595313102188,0.07936074367964167,0.6000000000000001,0.26956002144956076,0.6000000000000001
0.27,0.12000000000000001,4,0.21990595313102188,0.10972030607504629,0.8250000000000001,0.682509636435195,0.8
0.27,0.12000000000000001,5,0.21990595313102188,0.14259929110314984,1.05,1.4842347423479165,1.0
0.27,0.12000000000000001,6,0.21990595313102188,0.17524543858731156,1.2750000000000001,2.882647538111064,1.2000000000000002
0.27,0.12000000000000001,7,0.21990595313102188,0.2066267952161962,1.5,5.143518014479651,1.425
0.27,0.12000000000000001,8,0.21990595313102188,0.23616526693675816,1.75,8.577823274549685,1.625
0.27,0.12000000000000001,9,0.21990595313102188,0.2640227233305256,1.975,13.584290716500348,1.85
0.27,0.12000000000000001,10,0.21990595313102188,0.2903247947638688,2.225,20.614090696330983,2.075
0.27,0.12000000000000001,11,0.21990595313102188,0.31554180088810324,2.475,30.19016785560143,2.3000000000000003
0.27,0.12000000000000001,12,0.21990595313102188,0.3395536313519597,2.7,42.91158163415381,2.5250000000000004
0.27,0.13,3,0.20868789365611995,0.08982838512279409,0.6000000000000001,0.3109047526150267,0.5750000000000001
0.27,0.13,4,0.20868789365611995,0.12005811789220845,0.8250000000000001,0.7586984153056684,0.775
0.27,0.13,5,0.20868789365611995,0.15282436825197773,1.05,1.6098276448688789,1.0
0.27,0.13,6,0.20868789365611995,0.18543082339152375,1.2750000000000001,3.0761522258972374,1.2000000000000002
0.27,0.13,7,0.20868789365611995,0.21680622385484957,1.5,5.4279538387519475,1.4000000000000001
0.27,0.13,8,0.20868789365611995,0.24641033721337718,1.75,8.998448561749912,1.625
0.27,0.13,9,0.20868789365611995,0.2742843196196637,1.975,14.17108234621692,1.8250000000000002
0.27,0.13,10,0.20868789365611995,0.30064605466417027,2.225,21.415950165312587,2.0500000000000003
0.27,0.13,11,0.20868789365611995,0.3259069150574133,2.475,31.26707062612841,2.275
0.27,0.13,12,0.20868789365611995,0.3499239227382196,2.7,44.33367134560374,2.5
0.27,0.14,3,0.1992040625727147,0.09890980758147894,0.6000000000000001,0.34713668513235724,0.5750000000000001
0.27,0.14,4,0.1992040625727147,0.12895839849225432,0.8250000000000001,0.8231661691127008,0.775
0.27,0.14,5,0.1992040625727147,0.16160234533718876,1.05,1.716229994113574,0.9750000000000001
0.27,0.14,6,0.1992040625727147,0.1941680953765763,1.2750000000000001,3.244121798464002,1.175
0.27,0.14,7,0.1992040625727147,0.22553924225538421,1.5,5.679578280858293,1.4000000000000001
0.27,0.14,8,0.1992040625727147,0.25520179397409076,1.75,9.355143655310595,1.6
0.27,0.14,9,0.1992040625727147,0.2830921580171752,1.975,14.67735914589811,1.8250000000000002
0.27,0.14,10,0.1992040625727147,0.3095063486939376,2.225,22.109940949503795,0.0
0.27,0.14,11,0.1992040625727147,0.3348054364995805,2.475,32.08052893518855,0.0
0.27,0.14,12,0.1992040625727147,0.3588265844866179,2.7,45.47383079962467,0.0
0.27,0.15000000000000002,3,0.19088652992437974,0.10707402303191774,0.6000000000000001,0.38123971049609584,0.5750000000000001
0.27,0.15000000000000002,4,0.19088652992437974,0.1369038744895712,0.8250000000000001,0.8831179788936973,0.775
0.27,0.15000000000000002,5,0.19088652992437974,0.16941631076508146,1.05,1.8137275994980175,0.9750000000000001
0.27,0.15000000000000002,6,0.19088652992437974,0.20193990960272912,1.2750000000000001,3.3938042826212946,1.175
0.27,0.15000000000000002,7,0.19088652992437974,0.2333081348161227,1.5,5.902045367380097,1.375
0.27,0.15000000000000002,8,0.19088652992437974,0.2630251810636604,1.75,9.679353595513984,1.6
0.27,0.15000000000000002,9,0.19088652992437974,0.2909323695671452,1.975,15.064745365803672,0.0
0.27,0.15000000000000002,10,0.19088652992437974,0.31739488516158865,2.225,22.419299606176445,0.0
0.27,0.15000000000000002,11,0.19088652992437974,0.34272891107772974,2.475,32.48666526072883,0.0
0.27,0.15000000000000002,12,0.19088652992437974,0.3667536603369026,2.7,45.99817514623022,0.0
0.27,0.16,3,0.1834229828093381,0.11457942757062031,0.6000000000000001,0.4139086309454341,0.5750000000000001
0.27,0.16,4,0.1834229828093381,0.14415993944540456,0.8250000000000001,0.9399264563639654,0.775
0.27,0.16,5,0.1834229828093381,0.17653177065474138,1.05,1.9054872479207108,0.9750000000000001
0.27,0.16,6,0.1834229828093381,0.20901148614651802,1.2750000000000001,3.5340790487887155,1.175
0.27,0.16,7,0.1834229828093381,0.24037791596644237,1.5,6.10726002377902,1.375
0.27,0.16,8,0.1834229828093381,0.2701472826712255,1.75,9.966654812112207,0.0
0.27,0.16,9,0.1834229828093381,0.29807208684760467,1.975,15.276225096980712,0.0
0.27,0.16,10,0.1834229828093381,0.3245804917988463,2.225,22.701616648671475,0.0
0.27,0.16,11,0.1834229828093381,0.349934638678691,2.45,32.856329616023416,0.0
0.27,0.16,12,0.1834229828093381,0.3739755650577939,2.7,46.47427370324448,0.0
0.27,0.16999999999999998,3,0.17662123545044958,0.12151597911997207,0.625,0.4452940156921842,0.55
0.27,0.16999999999999998,4,0.17662123545044958,0.15088979074268177,0.8250000000000001,0.9941054807649335,0.75
0.27,0.16999999999999998,5,0.17662123545044958,0.18311192046097083,1.05,1.9905263148670795,0.9500000000000001
0.27,0.16999999999999998,6,0.17662123545044958,0.21554580165449572,1.2750000000000001,3.6633693582728357,1.1500000000000001
0.27,0.16999999999999998,7,0.17662123545044958,0.24691143167801127,1.5,6.299272085779788,1.35
0.27,0.16999999999999998,8,0.17662123545044958,0.27673202775191214,1.75,10.11079983055241,0.0
0.27,0.16999999999999998,9,0.17662123545044958,0.30467547599088857,1.975,15.472593374468293,0.0
0.27,0.16999999999999998,10,0.17662123545044958,0.3312283891867642,2.225,22.96303955348078,0.0
0.27,0.16999999999999998,11,0.17662123545044958,0.35658552028581925,2.45,33.19774892899122,0.0
0.27,0.16999999999999998,12,0.17662123545044958,0.38065852507831116,2.7,46.912934290691176,0.0
0.27,0.18,3,0.17035354119199903,0.12805059928171938,0.625,0.4743587046774321,0.55
0.27,0.18,4,0.17035354119199903,0.15720179018106206,0.8250000000000001,1.0440585151606236,0.75
0.27,0.18,5,0.17035354119199903,0.18926505616729497,1.05,2.070578735599402,0.9500000000000001
0.27,0.18,6,0.17035354119199903,0.22165096614617225,1.2750000000000001,3.7852234143893733,1.1500000000000001
0.27,0.18,7,0.17035354119199903,0.2530166992563367,1.5,6.466713396154638,0.0
0.27,0.18,8,0.17035354119199903,0.2828881531585824,1.75,10.246432958633195,0.0
0.27,0.18,9,0.17035354119199903,0.3108514517642509,1.975,15.65684031649623,0.0
0.27,0.18,10,0.17035354119199903,0.33744820651529156,2.225,23.20765615726472,0.0
0.27,0.18,11,0.17035354119199903,0.36280908874510376,2.45,33.51639381992447,0.0
0.27,0.18,12,0.17035354119199903,0.3869128659291755,2.7,47.32134371451079,0.0
0.27,0.19,3,0.16453003516249126,0.13426686983245048,0.625,0.5030729497324028,0.55
0.27,0.19,4,0.16453003516249126,0.16317206386889035,0.8250000000000001,1.0929109762936413,0.75
0.27,0.19,5,0.16453003516249126,0.19506719673356163,1.05,2.1483388327950625,0.9500000000000001
0.27,0.19,6,0.16453003516249126,0.2274028284400937,1.2750000000000001,3.9030765958249476,1.1500000000000001
0.27,0.19,7,0.16453003516249126,0.258769495031367,1.5,6.55900271347936,0.0
0.27,0.19,8,0.16453003516249126,0.28869194298477746,1.75,10.375054714940847,0.0
0.27,0.19,9,0.16453003516249126,0.31667644149067886,1.975,15.83106950941662,0.0
0.27,0.19,10,0.16453003516249126,0.343316887389014,2.225,23.438342463168308,0.0
0.27,0.19,11,0.16453003516249126,0.3686823458309947,2.45,33.81611330798888,0.0
0.27,0.19,12,0.16453003516249126,0.39281604670146164,2.7,47.70455859995069,0.0
0.27,0.2,3,0.15908468192641181,0.14021903040677092,0.625,0.5315685917377759,0.55
0.27,0.2,4,0.15908468192641181,0.16885646611814448,0.8250000000000001,1.1409302282741962,0.75
0.27,0.2,5,0.15908468192641181,0.20057405941389844,1.05,2.223793510839884,0.925
0.27,0.2,6,0.15908468192641181,0.2328569421541626,1.2750000000000001,4.013893488332849,1.125
0.27,0.2,7,0.15908468192641181,0.2642253108751253,1.5,6.647304257249345,0.0
0.27,0.2,8,0.15908468192641181,0.294199264197727,1.75,10.497767658550364,0.0
0.27,0.2,9,0.15908468192641181,0.32220643359891354,1.975,15.996826794481656,0.0
0.27,0.2,10,0.15908468192641181,0.348890812821648,2.225,23.65721210439494,0.0
0.27,0.2,11,0.15908468192641181,0.3742617303793577,2.45,34.099736290795185,0.0
0.27,0.2,12,0.15908468192641181,0.39842485077012263,2.7,48.06629554754564,0.0
0.27,0.21000000000000002,3,0.15396724173529436,0.14594831493111854,0.625,0.5590850232395028,0.525
0.27,0.21000000000000002,4,0.15396724173529436,0.17429742155106895,0.8250000000000001,1.187774112720251,0.7250000000000001
0.27,0.21000000000000002,5,0.15396724173529436,0.20582790828658493,1.05,2.2948289909224115,0.925
0.27,0.21000000000000002,6,0.15396724173529436,0.23805540872721956,1.2750000000000001,4.087087544255748,0.0
0.27,0.21000000000000002,7,0.15396724173529436,0.2694261917033333,1.5,6.732198393116675,0.0
0.27,0.21000000000000002,8,0.15396724173529436,0.2994524488038765,1.75,10.615410704343232,0.0
0.27,0.21000000000000002,9,0.15396724173529436,0.32748386712694627,1.975,16.155288514667077,0.0
0.27,0.21000000000000002,10,0.15396724173529436,0.354212733012341,2.225,23.865873655292535,0.0
0.27,0.21000000000000002,11,0.15396724173529436,0.37959005024423076,2.45,34.36941584773432,0.0
0.27,0.21000000000000002,12,0.15396724173529436,0.4037823561634763,2.7,48.40938339987039,0.0
0.27,0.22000000000000003,3,0.14913839294898482,0.15148696455964689,0.625,0.585842320765721,0.525
0.27,0.22000000000000003,4,0.14913839294898482,0.17952808016045607,0.8250000000000001,1.2324428288538267,0.7250000000000001
0.27,0.22000000000000003,5,0.14913839294898482,0.21086171327607764,1.05,2.364844926699575,0.925
0.27,0.22000000000000003,6,0.14913839294898482,0.2430310329769133,1.2750000000000001,4.144217169108537,0.0
0.27,0.22000000000000003,7,0.14913839294898482,0.2744048875854382,1.5,6.814139497773656,0.0
0.27,0.22000000000000003,8,0.14913839294898482,0.3044588180107986,1.725,10.72864075543711,0.0
0.27,0.22000000000000003,9,0.14913839294898482,0.3325418150533152,1.975,16.307375915112594,0.0
0.27,0.22000000000000003,10,0.14913839294898482,0.35931597620276895,2.225,24.06558699137441,0.0
0.27,0.22000000000000003,11,0.14913839294898482,0.3847006913126895,2.45,34.62683844864509,0.0
0.27,0.22000000000000003,12,0.14913839294898482,0.408922167813025,2.7,48.73603803599438,0.0
0.27,0.22999999999999998,3,0.144566624326263,0.15686078752752972,0.625,0.6001946499301345,0.0
0.27,0.22999999999999998,4,0.144566624326263,0.18457496504419751,0.8250000000000001,1.276883830927698,0.7250000000000001
0.27,0.22999999999999998,5,0.144566624326263,0.2157018005493966,1.05,2.4194014767445577,0.0
0.27,0.22999999999999998,6,0.144566624326263,0.2478099712020765,1.2750000000000001,4.199694462637857,0.0
0.27,0.22999999999999998,7,0.144566624326263,0.27918749955666144,1.5,6.893491985175235,0.0
0.27,0.22999999999999998,8,0.144566624326263,0.3092620155057788,1.725,10.837984741452342,0.0
0.27,0.22999999999999998,9,0.144566624326263,0.3374066497727018,1.975,16.45382806653159,0.0
0.27,0.22999999999999998,10,0.144566624326263,0.3642271303439777,2.225,24.25736295531834,0.0
0.27,0.22999999999999998,11,0.144566624326263,0.38962029930572784,2.45,34.873357301554634,0.0
0.27,0.22999999999999998,12,0.144566624326263,0.4138711141229897,2.7,49.04803751779176,0.0
0.27,0.24,3,0.14022617487993894,0.1620908574340431,0.625,0.6120024464751788,0.0
0.27,0.24,4,0.14022617487993894,0.18945972772979833,0.8250000000000001,1.3095187059280493,0.0
0.27,0.24,5,0.14022617487993894,0.2203696097783781,1.05,2.455345134442554,0.0
0.27,0.24,6,0.14022617487993894,0.25241348685755893,1.2750000000000001,4.253717918330464,0.0
0.27,0.24,7,0.14022617487993894,0.2837952336840989,1.5,6.970554189947199,0.0
0.27,0.24,8,0.14022617487993894,0.3138923055554089,1.725,10.943874116414515,0.0
0.27,0.24,9,0.14022617487993894,0.34209981002850876,1.975,16.59525020790298,0.0
0.27,0.24,10,0.14022617487993894,0.36896782072178874,2.225,24.44202942730044,0.0
0.27,0.24,11,0.14022617487993894,0.39437055751661987,2.45,35.11008075063232,0.0
0.27,0.24,12,0.14022617487993894,0.41865103448758817,2.7,49.346838196262816,0.0
0.27,0.25,3,0.1360956220224042,0.16719467757026535,0.625,0.6236076493636592,0.0
0.27,0.25,4,0.1360956220224042,0.1942003511146214,0.8250000000000001,1.3311815698716798,0.0
0.27,0.25,5,0.1360956220224042,0.2248828985984962,1.05,2.4905209651594986,0.0
0.27,0.25,6,0.1360956220224042,0.2568591538725198,1.2750000000000001,4.3064529172979675,0.0
0.27,0.25,7,0.1360956220224042,0.28824560319540865,1.5,7.0455747278297105,0.0
0.27,0.25,8,0.1360956220224042,0.31836720698831844,1.725,11.046668490638341,0.0
0.27,0.25,9,0.1360956220224042,0.34663901172127176,1.975,16.732146862941544,0.0
0.27,0.25,10,0.1360956220224042,0.37355592806780163,2.225,24.620276586381458,0.0
0.27,0.25,11,0.1360956220224042,0.398969405016909,2.45,35.33793283427717,0.0
0.27,0.25,12,0.1360956220224042,0.4232800041983292,2.7,49.633654253204114,0.0
0.27,0.26,3,0.13215688621575244,0.1721870017905667,0.625,0.6350366376335324,0.0
0.27,0.26,4,0.13215688621575244,0.19881199746745226,0.8250000000000001,1.3524741562888136,0.0
0.27,0.26,5,0.13215688621575244,0.22925659188065112,1.05,2.5250173266996483,0.0
0.27,0.26,6,0.13215688621575244,0.2611617050764235,1.2750000000000001,4.3580394054562595,0.0
0.27,0.26,7,0.13215688621575244,0.29255327598248826,1.5,7.118764019214783,0.0
0.27,0.26,8,0.13215688621575244,0.32270139446688095,1.725,11.146672276702699,0.0
0.27,0.26,9,0.13215688621575244,0.3510391014101448,1.975,16.864945167960183,0.0
0.27,0.26,10,0.13215688621575244,0.3780064471909069,2.225,24.79268879492338,0.0
0.27,0.26,11,0.13215688621575244,0.40343189536776086,2.45,35.55769594720754,0.0
0.27,0.26,12,0.13215688621575244,0.4277731978843092,2.7,49.90951373932748,0.0
0.27,0.27,3,0.1283945119004632,0.1770804273363566,0.625,0.6463120249621469,0.0
0.27,0.27,4,0.1283945119004632,0.20330762096809266,0.8250000000000001,1.3734407374089224,0.0
0.27,0.27,5,0.1283945119004632,0.2335033953930891,1.05,2.5589099981515013,0.0
0.27,0.27,6,0.1283945119004632,0.26533364521753006,1.2750000000000001,4.408597431859158,0.0
0.27,0.27,7,0.1283945119004632,0.2967306868736055,1.5,7.190302602875885,0.0
0.27,0.27,8,0.1283945119004632,0.3269073097124373,1.725,11.244146699685382,0.0
0.27,0.27,9,0.1283945119004632,0.35531267280597584,1.975,16.99401170436822,0.0
0.27,0.27,10,0.1283945119004632,0.3823321071613874,2.225,24.95976760678496,0.0
0.27,0.27,11,0.1283945119004632,0.4077708168710225,2.45,35.77004162804592,0.0
0.27,0.27,12,0.1283945119004632,0.43214351318609273,2.7,50.175299017447585,0.0
0.27,0.28,3,0.12479513681934969,0.18188583202666697,0.625,0.6574534325536985,0.0
0.27,0.28,4,0.12479513681934969,0.20769841967600444,0.8250000000000001,1.3941197353014032,0.0
0.27,0.28,5,0.12479513681934969,0.23763424880618747,1.05,2.5922647599992503,0.0
0.27,0.28,6,0.12479513681934969,0.26938570346883833,1.2750000000000001,4.458231228375102,0.0
0.27,0.28,7,0.12479513681934969,0.3007884895121749,1.5,7.260347260689285,0.0
0.27,0.28,8,0.12479513681934969,0.3309956125536684,1.725,11.339318645973723,0.0
0.27,0.28,9,0.12479513681934969,0.35947052165865334,1.975,17.119664901585516,0.0
0.27,0.28,10,0.12479513681934969,0.38653685579148966,2.2,25.12194872233093,0.0
0.27,0.28,11,0.12479513681934969,0.4119971502225591,2.45,35.97555324907947,0.0
0.27,0.28,12,0.12479513681934969,0.43640203094207997,2.7,50.43177657076202,0.0
0.27,0.29,3,0.1213470929472243,0.18661270265582436,0.625,0.6684780688223911,0.0
0.27,0.29,4,0.1213470929472243,0.21199417532685688,0.8250000000000001,1.4145448547689496,0.0
0.27,0.29,5,0.1213470929472243,0.2416586664783144,1.05,2.6251393297113035,0.0
0.27,0.29,6,0.1213470929472243,0.273327173822751,1.2750000000000001,4.507032270620949,0.0
0.27,0.29,7,0.1213470929472243,0.3047358962072374,1.5,7.329035613507503,0.0
0.27,0.29,8,0.1213470929472243,0.3349755200946326,1.725,11.432387304045664,0.0
0.27,0.29,9,0.1213470929472243,0.3635219877671313,1.975,17.242184346170845,0.0
0.27,0.29,10,0.1213470929472243,0.39061262867303415,2.2,25.27961471562599,0.0
0.27,0.29,11,0.1213470929472243,0.41612041259288607,2.45,36.17474305008217,0.0
0.27,0.29,12,0.1213470929472243,0.44055836118072417,2.7,50.67961938309761,0.0
0.27,0.3,3,0.11804010133340823,0.19126938571343108,0.625,0.6794011712955034,0.0
0.27,0.3,4,0.11804010133340823,0.21620351308189356,0.8250000000000001,1.4347459470827557,0.0
0.27,0.3,5,0.11804010133340823,0.2455849981736966,1.05,2.657584837666085,0.0
0.27,0.3,6,0.11804010133340823,0.2771661755013326,1.2750000000000001,4.555081612318532,0.0
0.27,0.3,7,0.11804010133340823,0.3085809378589185,1.5,7.39648962660413,0.0
0.27,0.3,8,0.11804010133340823,0.3388550660607731,1.725,11.523529230351405,0.0
0.27,0.3,9,0.11804010133340823,0.3674752164558877,1.975,17.361817884206403,0.0
0.27,0.3,10,0.11804010133340823,0.3945922478082845,2.2,25.43310474591252,0.0
0.27,0.3,11,0.11804010133340823,0.4201489206754466,2.45,36.368065137627745,0.0
0.27,0.3,12,0.11804010133340823,0.4446209076367602,2.7,50.91942402044283,0.0
0.28,0.05,3,0.25861046447052966,0.04501195602993014,0.625,0.1515854400214166,0.625
0.28,0.05,4,0.25861046447052966,0.07849515241094594,0.8500000000000001,0.5005868508571996,0.8500000000000001
0.28,0.05,5,0.25861046447052966,0.1127257824514041,1.1,1.2412215309039059,1.075
0.28,0.05,6,0.25861046447052966,0.14649087635598707,1.3250000000000002,2.5856487805164496,1.2750000000000001
0.28,0.05,7,0.25861046447052966,0.17833676640433324,1.5750000000000002,4.822573104801836,1.5
0.28,0.05,8,0.25861046447052966,0.2083590620593549,1.8250000000000002,8.302985149922556,1.725
0.28,0.05,9,0.25861046447052966,0.23659146794024138,2.075,13.443824354343462,1.975
0.28,0.05,10,0.25861046447052966,0.26329564455190924,2.325,20.74306218447268,2.2
0.28,0.05,11,0.25861046447052966,0.28874565154355136,2.575,30.797544369806737,2.4250000000000003
0.28,0.05,12,0.25861046447052966,0.3131712796399914,2.825,44.248323139880725,2.6750000000000003
0.28,0.060000000000000005,3,0.2629003994048966,0.04200328373226404,0.625,0.1406824462496701,0.625
0.28,0.060000000000000005,4,0.2629003994048966,0.07522146941667451,0.8500000000000001,0.47745277735297015,0.8500000000000001
0.28,0.060000000000000005,5,0.2629003994048966,0.10934049539285377,1.1,1.199859726386585,1.075
0.28,0.060000000000000005,6,0.2629003994048966,0.1431071528176393,1.3250000000000002,2.5220433819689747,1.2750000000000001
0.28,0.060000000000000005,7,0.2629003994048966,0.1749427292548316,1.5750000000000002,4.724384810510492,1.5
0.28,0.060000000000000005,8,0.2629003994048966,0.20495697362037146,1.8250000000000002,8.157186191634672,1.75
0.28,0.060000000000000005,9,0.2629003994048966,0.2331779221414051,2.075,13.230918419337998,1.975
0.28,0.060000000000000005,10,0.2629003994048966,0.2598684344249308,2.325,20.45188900190569,2.2
0.28,0.060000000000000005,11,0.2629003994048966,0.2853043084545816,2.575,30.407271926437627,2.45
0.28,0.060000000000000005,12,0.2629003994048966,0.30971648695150933,2.825,43.72460869674784,2.6750000000000003
0.28,0.07,3,0.26851733357929597,0.03804713633521379,0.625,0.12650304210374744,0.625
0.28,0.07,4,0.26851733357929597,0.07085940652591945,0.875,0.44725121541009155,0.8500000000000001
0.28,0.07,5,0.26851733357929597,0.10488147259416224,1.1,1.1458189285679525,1.075
0.28,0.07,6,0.26851733357929597,0.13865107154025774,1.3250000000000002,2.436479487761118,1.3
0.28,0.07,7,0.26851733357929597,0.1704716072843552,1.5750000000000002,4.5935053672058785,1.5250000000000001
0.28,0.07,8,0.26851733357929597,0.20047391011383983,1.8250000000000002,7.959458925749263,1.75
0.28,0.07,9,0.26851733357929597,0.22867880554108128,2.075,12.952083749896005,1.975
0.28,0.07,10,0.26851733357929597,0.2553507529754439,2.325,20.07042829402945,2.2
0.28,0.07,11,0.26851733357929597,0.2807677384931223,2.575,29.87985077609607,2.45
0.28,0.07,12,0.26851733357929597,0.3051621122582605,2.825,43.037809762337986,2.6750000000000003
0.28,0.08,3,0.2760219087356496,0.03275495629580767,0.625,0.1078176827277801,0.625
0.28,0.08,4,0.2760219087356496,0.0649379575437113,0.875,0.40711043688651427,0.8500000000000001
0.28,0.08,5,0.2760219087356496,0.0988787865153745,1.1,1.0738941596113072,1.075
0.28,0.08,6,0.2760219087356496,0.132653860565327,1.3250000000000002,2.3190307278565134,1.3
0.28,0.08,7,0.2760219087356496,0.16445151139101885,1.5750000000000002,4.4132946783120195,1.5250000000000001
0.28,0.08,8,0.2760219087356496,0.19443543039734612,1.8250000000000002,7.695567060942584,1.75
0.28,0.08,9,0.2760219087356496,0.22261708097806934,2.075,12.579729802791487,1.975
0.28,0.08,10,0.2760219087356496,0.2492630911200226,2.325,19.560803617594996,2.2
0.28,0.08,11,0.2760219087356496,0.27465420975603866,2.575,29.17437607624523,2.45
0.28,0.08,12,0.2760219087356496,0.2990244895533611,2.825,42.118994664417826,2.6750000000000003
0.28,0.09,3,0.28377668521498073,0.0272579074111273,0.65,0.08979419080897948,0.625
0.28,0.09,4,0.28377668521498073,0.05888953719872439,0.875,0.36704144387109744,0.8500000000000001
0.28,0.09,5,0.28377668521498073,0.09273681804137462,1.1,1.0016609252952506,1.075
0.28,0.09,6,0.28377668521498073,0.12651665287564326,1.3250000000000002,2.200789969214245,1.3
0.28,0.09,7,0.28377668521498073,0.15828893744249103,1.5750000000000002,4.231600001539211,1.5250000000000001
0.28,0.09,8,0.28377668521498073,0.18825306869424538,1.8250000000000002,7.429203620869334,1.75
0.28,0.09,9,0.28377668521498073,0.21640955937316325,2.075,12.203531385006965,1.975
0.28,0.09,10,0.28377668521498073,0.24302737922972936,2.325,19.02449553390971,2.225
0.28,0.09,11,0.28377668521498073,0.2683903361233716,2.575,28.460045091524144,2.45
0.28,0.09,12,0.28377668521498073,0.2927343738593771,2.825,41.15901016386001,2.7
0.28,0.1,3,0.2858638502555517,0.02622216086515039,0.65,0.08785551865399628,0.625
0.28,0.1,4,0.2858638502555517,0.057680810283398144,0.875,0.3601345966234765,0.8500000000000001
0.28,0.1,5,0.2858638502555517,0.09147528401200844,1.1,0.9881484572133764,1.075
0.28,0.1,6,0.2858638502555517,0.12524711534386723,1.3250000000000002,2.1782029663501072,1.3
0.28,0.1,7,0.2858638502555517,0.1570182762051172,1.5750000000000002,4.196644773427397,1.5250000000000001
0.28,0.1,8,0.2858638502555517,0.1869839582229388,1.8250000000000002,7.377715486441751,1.75
0.28,0.1,9,0.2858638502555517,0.2151366157684592,2.075,12.130428399725558,1.975
0.28,0.1,10,0.2858638502555517,0.2417462070896588,2.325,18.920406154126752,2.225
0.28,0.1,11,0.2858638502555517,0.26709878043599117,2.575,28.320478150689368,2.45
0.28,0.1,12,0.2858638502555517,0.29143198672575593,2.825,40.97059141999094,2.7
0.28,0.11,3,0.28817696136954507,0.025076781814570858,0.65,0.08581714221367807,0.625
0.28,0.11,4,0.28817696136954507,0.05634263264664493,0.875,0.3525325582502747,0.8500000000000001
0.28,0.11,5,0.28817696136954507,0.09007845061512176,1.1,0.9732238717489533,1.075
0.28,0.11,6,0.28817696136954507,0.12384151200009998,1.3250000000000002,2.1532422402260036,1.3
0.28,0.11,7,0.28817696136954507,0.15561141299707146,1.5750000000000002,4.158011178954032,1.5250000000000001
0.28,0.11,8,0.28817696136954507,0.18557879868664673,1.8250000000000002,7.3208044492766655,1.75
0.28,0.11,9,0.28817696136954507,0.21372710429848035,2.075,12.049617662629402,1.975
0.28,0.11,10,0.28817696136954507,0.24032742532130866,2.325,18.805311625575765,2.225
0.28,0.11,11,0.28817696136954507,0.2656683292428956,2.575,28.166137018966545,2.45
0.28,0.11,12,0.28817696136954507,0.2899893788589682,2.825,40.76217868539737,2.7
0.28,0.12000000000000001,3,0.26387689025100475,0.04567474152110262,0.65,0.1583740324770642,0.625
0.28,0.12000000000000001,4,0.26387689025100475,0.07748545286547294,0.875,0.500387634235733,0.8500000000000001
0.28,0.12000000000000001,5,0.26387689025100475,0.11130028345784934,1.1,1.2337156409118502,1.075
0.28,0.12000000000000001,6,0.26387689025100475,0.14499900316333533,1.3250000000000002,2.5706535760153164,1.2750000000000001
0.28,0.12000000000000001,7,0.26387689025100475,0.17687924472023098,1.5750000000000002,4.796615018144978,1.5
0.28,0.12000000000000001,8,0.26387689025100475,0.2069492112373099,1.8250000000000002,8.262793398380127,1.725
0.28,0.12000000000000001,9,0.26387689025100475,0.23519785605489324,2.075,13.386816358139003,1.975
0.28,0.12000000000000001,10,0.26387689025100475,0.2618893569248838,2.325,20.66115881008015,2.2
0.28,0.12000000000000001,11,0.26387689025100475,0.28730944727620056,2.575,30.682379959244184,2.4250000000000003
0.28,0.12000000000000001,12,0.26387689025100475,0.31169785478002154,2.825,44.094535785897264,2.6750000000000003
0.28,0.13,3,0.24278613889736014,0.06420847896036894,0.65,0.22975762853077425,0.625
0.28,0.13,4,0.24278613889736014,0.09609045352492358,0.875,0.6398066204255007,0.8500000000000001
0.28,0.13,5,0.24278613889736014,0.12988977913111344,1.1,1.4640181063400604,1.05
0.28,0.13,6,0.24278613889736014,0.16352930590552686,1.3250000000000002,2.941158875250916,1.2750000000000001
0.28,0.13,7,0.24278613889736014,0.19549229065909995,1.5750000000000002,5.364489244105471,1.5
0.28,0.13,8,0.24278613889736014,0.22564729221546148,1.8250000000000002,9.093928298264784,1.725
0.28,0.13,9,0.24278613889736014,0.2539801841430699,2.075,14.565374259199727,1.9500000000000002
0.28,0.13,10,0.24278613889736014,0.28074810191958227,2.325,22.296952356795384,2.1750000000000003
0.28,0.13,11,0.24278613889736014,0.30623430704556104,2.575,32.8947415263804,2.4000000000000004
0.28,0.13,12,0.24278613889736014,0.33067880556655005,2.825,47.01980211901688,2.6500000000000004
0.28,0.14,3,0.22774284521267196,0.07785603419758469,0.65,0.28629967619455826,0.625
0.28,0.14,4,0.22774284521267196,0.10964766525018081,0.875,0.7422059460009905,0.8250000000000001
0.28,0.14,5,0.22774284521267196,0.14338764053772848,1.1,1.6393597531738955,1.05
0.28,0.14,6,0.22774284521267196,0.17697844389248615,1.3250000000000002,3.2179803137631366,1.25
0.28,0.14,7,0.22774284521267196,0.2089979347482617,1.5750000000000002,5.77971526899746,1.475
0.28,0.14,8,0.22774284521267196,0.23921610224129017,1.8250000000000002,9.700910219047888,1.7000000000000002
0.28,0.14,9,0.22774284521267196,0.2676107071297432,2.075,15.428896253360223,1.925
0.28,0.14,10,0.22774284521267196,0.2944331809482381,2.325,23.493780743398887,2.15
0.28,0.14,11,0.22774284521267196,0.31996548264410163,2.575,34.50092835479549,2.4000000000000004
0.28,0.14,12,0.22774284521267196,0.34444838349943174,2.825,49.14957592053163,2.625
