Omega_over_gamma,Delta_over_gamma,low_rank_winner,low_rank_min,best_high_k,best_high_gap,higher_rank_margin,global_winner_among_1_to_Kmax
0.20500000000000002,0.08733333333333333,1,0.10036545746214454,3,0.2910648973352437,0.19069943987309917,1
0.20500000000000002,0.08966666666666667,1,0.10004605672955372,3,0.29148849539783456,0.19144243866828084,1
0.20500000000000002,0.092,1,0.09972146562994413,3,0.2919235251408276,0.19220205951088346,1
0.20500000000000002,0.09433333333333332,1,0.09939186999673674,3,0.29237000031791527,0.19297813032117853,1
0.20500000000000002,0.09666666666666666,1,0.09905745409317532,3,0.2928279340658132,0.19377047997263788,1
0.20500000000000002,0.099,1,0.0987184004162252,3,0.2932973388135951,0.1945789383973699,1
0.20500000000000002,0.10133333333333333,1,0.09837488951479073,3,0.2937782261877132,0.19540333667292248,1
0.20500000000000002,0.10366666666666666,1,0.09802709982200478,3,0.29427060691262324,0.19624350709061847,1
0.20500000000000002,0.106,1,0.09767520750127143,3,0.2947744907068701,0.1970992832055987,1
0.20500000000000002,0.10833333333333334,1,0.09731938630570866,3,0.29528988617453616,0.1979704998688275,1
0.20500000000000002,0.11066666666666666,1,0.09695980745060015,3,0.29581680069195365,0.1988569932413535,1
0.20500000000000002,0.113,1,0.09659663949841979,3,0.2963552402895563,0.1997586007911365,1
0.20500000000000002,0.11533333333333333,1,0.09623004825598139,3,0.29690520952881827,0.20067516127283688,1
0.20500000000000002,0.11766666666666666,1,0.0958601966832304,3,0.29746671137417346,0.20160651469094307,1
0.20500000000000002,0.12,1,0.09548724481318879,3,0.2980397470598638,0.202552502246675,1
0.21000000000000002,0.05,1,0.11172713421624471,3,0.28726764261571974,0.17554050839947505,1
0.21000000000000002,0.052333333333333336,1,0.11148677757780698,3,0.28749933889444196,0.17601256131663498,1
0.21000000000000002,0.05466666666666667,1,0.11123729467640475,3,0.28774168900162517,0.17650439432522042,1
0.21000000000000002,0.057,1,0.11097890071358713,3,0.28799470362667384,0.17701580291308672,1
0.21000000000000002,0.059333333333333335,1,0.11071181451565254,3,0.28825839368373046,0.17754657916807792,1
0.21000000000000002,0.06166666666666667,1,0.11043625800955931,3,0.28853277027796886,0.17809651226840956,1
0.21000000000000002,0.064,1,0.11015245571107199,3,0.2888178446698861,0.1786653889588141,1
0.21000000000000002,0.06633333333333333,1,0.10986063422698819,3,0.2891136282375504,0.1792529940105622,1
0.21000000000000002,0.06866666666666667,1,0.10956102177307181,3,0.2894201324366888,0.17985911066361698,1
0.21000000000000002,0.07100000000000001,1,0.10925384770910573,3,0.2897373687585824,0.18048352104947668,1
0.21000000000000002,0.07333333333333333,1,0.10893934209227901,3,0.29006534868567146,0.18112600659339245,1
0.21000000000000002,0.07566666666666666,1,0.10861773524990823,3,0.2904040836447859,0.1817863483948777,1
0.21000000000000002,0.078,1,0.10828925737230022,3,0.2907535849579273,0.18246432758562708,1
0.21000000000000002,0.08033333333333334,1,0.10795413812637969,3,0.29111386379052767,0.18315972566414798,1
0.21000000000000002,0.08266666666666667,1,0.1076126062905226,3,0.29148493109707385,0.18387232480655125,1
0.21000000000000002,0.08499999999999999,1,0.10726488941086909,3,0.29186679756404454,0.18460190815317545,1
0.21000000000000002,0.08733333333333333,1,0.10691121347923907,3,0.292259473550061,0.18534826007082192,1
0.21000000000000002,0.08966666666666667,1,0.10655180263262781,3,0.29266296902313865,0.18611116639051084,1
0.21000000000000002,0.092,1,0.10618687887413256,3,0.29307729349501227,0.1868904146208797,1
0.21000000000000002,0.09433333333333332,1,0.10581666181503266,3,0.2935024559523849,0.18768579413735223,1
0.21000000000000002,0.09666666666666666,1,0.1054413684376678,3,0.2939384647850537,0.1884970963473859,1
0.21000000000000002,0.099,1,0.1050612128786301,3,0.2943853277108227,0.1893241148321926,1
0.21000000000000002,0.10133333333333333,1,0.10467640623174404,3,0.29484305169711805,0.190166645465374,1
0.21000000000000002,0.10366666666666666,1,0.10428715637021069,3,0.29531164287921213,0.19102448650900145,1
0.21000000000000002,0.106,1,0.10389366778725737,3,0.2957911064750187,0.19189743868776135,1
0.21000000000000002,0.10833333333333334,1,0.10349614145457234,3,0.29628144669633916,0.19278530524176682,1
0.21000000000000002,0.11066666666666666,1,0.10309477469777673,3,0.2967826666565393,0.19368789195876257,1
0.21000000000000002,0.113,1,0.10268976108815603,3,0.29729476827456836,0.19460500718641233,1
0.21000000000000002,0.11533333333333333,1,0.10228129034985833,3,0.2978177521752691,0.1955364618254108,1
0.21000000000000002,0.11766666666666666,1,0.10186954828173808,3,0.2983516175859535,0.19648206930421544,1
0.21000000000000002,0.12,1,0.10145471669305076,3,0.2988963622291858,0.19744164553613505,1
0.215,0.05,1,0.11938914924371608,3,0.28874253838279385,0.16935338913907777,1
0.215,0.052333333333333336,1,0.11911271121070544,3,0.28896400253186894,0.1698512913211635,1
0.215,0.05466666666666667,1,0.11882603623143273,3,0.28919563145131383,0.1703695952198811,1
0.215,0.057,1,0.11852939684404792,3,0.2894374329487906,0.17090803610474267,1
0.215,0.059333333333333335,1,0.11822306917540712,3,0.28968941495966677,0.17146634578425965,1
0.215,0.06166666666666667,1,0.11790733222902777,3,0.2899515855176969,0.17204425328866912,1
0.215,0.064,1,0.11758246719691726,3,0.2902239527240294,0.17264148552711214,1
0.215,0.06633333333333333,1,0.11724875679763783,3,0.2905065247145147,0.1732577679168769,1
0.215,0.06866666666666667,1,0.1169064846425939,3,0.2907993096252641,0.17389282498267022,1
0.215,0.07100000000000001,1,0.1165559346321628,3,0.291102315556361,0.17454638092419822,1
0.215,0.07333333333333333,1,0.11619739038295054,3,0.29141555053374485,0.1752181601507943,1
0.215,0.07566666666666666,1,0.11583113468711365,3,0.2917390224691364,0.17590788778202276,1
0.215,0.078,1,0.11545744900438373,3,0.29207273911798776,0.17661529011360402,1
0.215,0.08033333333333334,1,0.11507661298713961,3,0.2924167080353942,0.1773400950482546,1
0.215,0.08266666666666667,1,0.1146889040386033,3,0.29277093652989755,0.17808203249129426,1
