Omega_over_gamma,Delta_over_gamma,gap1_over_gamma,gap2_over_gamma,low_rank_min,low_rank_winner,best_high_k,best_high_gap,higher_rank_margin,global_winner_among_1_to_Kmax
0.21125,0.08499999999999999,0.10897851156005306,0.27883922870803635,0.10897851156005306,1,3,0.29217897363037265,0.1832004620703196,1
0.21125,0.08675,0.10870557225382774,0.2794720213901417,0.10870557225382774,1,3,0.292469015196616,0.18376344294278826,1
0.21125,0.0885,0.10842932624993057,0.28012083333801213,0.10842932624993057,1,3,0.29276506269822183,0.18433573644829127,1
0.21125,0.09025,0.10814987177525942,0.2807858664550136,0.10814987177525942,1,3,0.293067119797151,0.18491724802189158,1
0.21125,0.092,0.10786730623464699,0.281467326978228,0.10786730623464699,1,3,0.29337519000073464,0.18550788376608765,1
0.21125,0.09375,0.10758172614994768,0.28216542528733135,0.10758172614994768,1,3,0.29368927664580163,0.18610755049585395,1
0.21125,0.0955,0.10729322710313804,0.28288037567291935,0.10729322710313804,1,3,0.2940093828822972,0.18671615577915918,1
0.21125,0.09725,0.10700190368334819,0.28361239605909816,0.10700190368334819,1,3,0.29433551165636385,0.18733360797301565,1
0.21125,0.099,0.10670784943774386,0.2843617076746549,0.10670784943774386,1,3,0.29466766569286956,0.1879598162551257,1
0.21125,0.10075,0.10641115682614932,0.2851285346665389,0.10641115682614932,1,3,0.29500584747737396,0.18859469065122464,1
0.21125,0.1025,0.10611191717932691,0.2859131036487933,0.10611191717932691,1,3,0.29535005923753943,0.18923814205821252,1
0.21125,0.10425,0.1058102206607911,0.2867156431794248,0.1058102206607911,1,3,0.2957003029239573,0.18989008226316623,1
0.21125,0.106,0.10550615623205697,0.2875363831570503,0.10550615623205697,1,3,0.29605658019039605,0.19055042395833907,1
0.21125,0.10775,0.10519981162119874,0.28837555412845645,0.10519981162119874,1,3,0.2964188923734561,0.19121908075225735,1
0.21125,0.1095,0.10489127329460676,0.2892333864975185,0.10489127329460676,1,3,0.29678724047161714,0.19189596717701038,1
0.21125,0.11124999999999999,0.1045806264318227,0.2901101096252266,0.1045806264318227,1,3,0.2971616251236946,0.1925809986918719,1
0.21125,0.113,0.1042679549033278,0.29100595080988534,0.1042679549033278,1,3,0.2975420465866622,0.19327409168333443,1
0.21125,0.11474999999999999,0.10395334125116554,0.29192113413593085,0.10395334125116554,1,3,0.29792850471287746,0.19397516346171192,1
0.21125,0.11649999999999999,0.10363686667227454,0.2928558791792279,0.10363686667227454,1,3,0.29832099892666775,0.1946841322543932,1
0.21125,0.11825,0.1033186110044087,0.2938103995562798,0.1033186110044087,1,3,0.29871952820029274,0.19540091719588404,1
0.21125,0.12,0.10299865271452713,0.29478490130446294,0.10299865271452713,1,3,0.29912409102927784,0.1961254383147507,1
