Omega_over_gamma,Delta_star_over_gamma,g_at_star,gap1_star,gap2_star,Delta_k1_side,gap1_k1_side,gap2_k1_side,winner_k1_side,Delta_k2_side,gap1_k2_side,gap2_k2_side,winner_k2_side,eta
0.2648975,0.07697417949587107,5.145883719137601e-13,0.27964549704201486,0.27964549704252945,0.07694417949587107,0.2796083218059606,0.2796398355749156,1,0.07700417949587107,0.279682739437576,0.2796511607966792,2,3e-05
0.2649,0.07697579972594973,2.042810365310288e-13,0.27964607098937305,0.27964607098957733,0.07694579972594973,0.2796088961999143,0.2796404095109098,1,0.07700579972594973,0.27968331293386856,0.27965173475473165,2,3e-05
0.2649025,0.0769774199783802,2.1527224447481785e-13,0.2796466449426673,0.27964664494288255,0.0769474199783802,0.27960947059980024,0.2796409834531628,1,0.0770074199783802,0.279683886436102,0.2796523087190424,2,3e-05
0.264905,0.07697904025316235,5.510036871214652e-13,0.27964721890189703,0.27964721890244804,0.07694904025316235,0.27961004500561704,0.2796415574016743,1,0.07700904025316235,0.27968445994427277,0.27965288268961397,2,3e-05
0.2649075,0.0769806605517864,-3.551603455775876e-13,0.2796477928689086,0.27964779286855346,0.0769506605517864,0.2796106194192108,0.279642131356726,1,0.0770106605517864,0.27968503346023615,0.27965345666672475,2,3e-05
0.26491,0.0769822808712721,6.284417430890699e-13,0.2796483668400081,0.27964836684063654,0.0769522808712721,0.27961119383688976,0.27964270531775537,1,0.0770122808712721,0.2796856069802856,0.2796540306498141,2,3e-05
0.2649125,0.07698390121459961,3.7075897907357103e-13,0.27964894081888925,0.27964894081926,0.07695390121459961,0.2796117682623446,0.2796432792853246,1,0.07701390121459961,0.2796861805081245,0.27965460463944447,2,3e-05
0.264915,0.07698552158027885,4.3748338285354293e-13,0.2796495148037054,0.2796495148041429,0.07695552158027885,0.27961234269372953,0.2796438532591534,1,0.07701552158027886,0.279686754041903,0.2796551786353334,2,3e-05
0.2649175,0.0769871419698,-7.367995102924851e-13,0.27965008879630293,0.27965008879556613,0.0769571419698,0.27961291713288977,0.2796444272395214,1,0.0770171419698,0.27968732758346987,0.27965575263776477,2,3e-05
0.26492,0.07698876238018271,-1.8596235662471372e-14,0.27965066279298534,0.27965066279296674,0.0769587623801827,0.27961349157613297,0.2796450012258676,1,0.07701876238018271,0.2796879011291227,0.27965632664617157,2,3e-05
